Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,Sex_I,Sex_M,tuning_run,k,exponent,standard_dev_mult,estimate
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,10,1,1,-0.9175853762687464
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,10,1,2,-0.9218044167268398
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,20,1,1,-0.6982401407779751
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,20,1,2,-0.7132520890485166
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,30,1,1,-0.8172414825136838
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,30,1,2,-0.8209054106984546
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,40,1,1,-0.8945947749701992
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,40,1,2,-0.891297281510753
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,10,2,1,-1.2266941342535305
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,10,2,2,-1.2287604236341894
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,20,2,1,-1.11456499205006
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,20,2,2,-1.1194281190413136
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,30,2,1,-1.0547039276005674
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,3,30,2,2,-1.061623967586446
