Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,tuning_run,k,exponent,standard_dev_mult,estimate
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,3,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,6,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,9,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,12,1,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,3,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,6,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,9,2,1,republican
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,327,9,12,2,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,3,1,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,6,1,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,9,1,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,12,1,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,3,2,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,6,2,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,9,2,1,republican
republican,n,y,n,y,y,y,?,n,n,n,n,?,y,y,n,n,247,9,12,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,3,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,6,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,9,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,12,1,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,3,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,6,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,9,2,1,republican
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,53,9,12,2,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,3,1,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,6,1,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,9,1,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,12,1,1,democrat
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,3,2,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,6,2,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,9,2,1,republican
republican,n,n,n,y,n,n,y,y,y,y,n,n,y,y,n,y,140,9,12,2,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,3,1,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,6,1,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,9,1,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,12,1,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,3,2,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,6,2,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,9,2,1,republican
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,9,12,2,1,republican
republican,n,n,n,y,y,n,y,y,n,y,n,y,y,y,?,y,273,9,3,1,1,republican
republican,n,n,n,y,y,n,y,y,n,y,n,y,y,y,?,y,273,9,6,1,1,republican
republican,n,n,n,y,y,n,y,y,n,y,n,y,y,y,?,y,273,9,9,1,1,republican
republican,n,n,n,y,y,n,y,y,n,y,n,y,y,y,?,y,273,9,12,1,1,republican
