nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,CACH,3.4364046000302466e-17,94.61904761904762,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['CACH'],
2,1.0,MMAX,-0.4027167684510247,42.46551724137931,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`CACH`<3.4364046000302466e-17,"['CACH', 'MMAX']",
3,1.0,MMAX,0.8983681757753631,210.96153846153845,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`CACH`>=3.4364046000302466e-17,"['CACH', 'MMAX']",
4,2.0,CHMAX,-0.2504998770232938,25.464285714285715,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`CACH`<3.4364046000302466e-17 & `MMAX`<-0.4027167684510247,"['CACH', 'MMAX', 'CHMAX']",
5,2.0,CHMAX,-0.2384566137048662,58.333333333333336,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`CACH`<3.4364046000302466e-17 & `MMAX`>=-0.4027167684510247,"['CACH', 'MMAX', 'CHMAX']",
6,3.0,MYCT,-0.4054938750690096,120.25,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`CACH`>=3.4364046000302466e-17 & `MMAX`<0.8983681757753631,"['CACH', 'MMAX', 'MYCT']",
7,3.0,MMIN,1.5923760015993882,356.1,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`CACH`>=3.4364046000302466e-17 & `MMAX`>=0.8983681757753631,"['CACH', 'MMAX', 'MMIN']",
8,4.0,MYCT,0.6720418385242859,22.30434782608696,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`CACH`<3.4364046000302466e-17 & `MMAX`<-0.4027167684510247 & `CHMAX`<-0.25049987702329385,"['CACH', 'MMAX', 'CHMAX', 'MYCT']",
9,4.0,MMIN,-0.3746021543273603,40.0,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,True,`CACH`<3.4364046000302466e-17 & `MMAX`<-0.4027167684510247 & `CHMAX`>=-0.25049987702329385,"['CACH', 'MMAX', 'CHMAX', 'MMIN']",
10,5.0,MYCT,-0.0334884607332501,51.57142857142857,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`CACH`<3.4364046000302466e-17 & `MMAX`>=-0.4027167684510247 & `CHMAX`<-0.2384566137048662,"['CACH', 'MMAX', 'CHMAX', 'MYCT']",
11,5.0,MMIN,-0.2367518680690346,74.11111111111111,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,False,`CACH`<3.4364046000302466e-17 & `MMAX`>=-0.4027167684510247 & `CHMAX`>=-0.2384566137048662,"['CACH', 'MMAX', 'CHMAX', 'MMIN']",
12,6.0,CHMIN,0.5975723309726237,138.41666666666666,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`CACH`>=3.4364046000302466e-17 & `MMAX`<0.8983681757753631 & `MYCT`<-0.40549387506900963,"['CACH', 'MMAX', 'MYCT', 'CHMIN']",
