nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,month,,1.1723810307142073,1,"{np.int64(8): np.int64(2), np.int64(9): np.int64(3), np.int64(6): np.int64(4), np.int64(5): np.int64(5), np.int64(12): np.int64(6), np.int64(2): np.int64(7), np.int64(7): np.int64(8), np.int64(10): np.int64(9), np.int64(3): np.int64(10), np.int64(1): np.int64(11)}",True,False,,['month'],
2,1.0,day,,1.0809343864284962,2,"{np.int64(6): np.int64(12), np.int64(2): np.int64(13), np.int64(4): np.int64(14), np.int64(5): np.int64(15), np.int64(7): np.int64(16), np.int64(3): np.int64(17), np.int64(1): np.int64(18)}",False,False,`month`==8,"['month', 'day']",
3,1.0,DMC,0.0570884222433424,1.2400796254811897,2,"{'<': np.int64(19), '>=': np.int64(20)}",False,False,`month`==9,"['month', 'DMC']",
4,1.0,Y,0.2468580534305486,1.0196092761850524,2,"{'<': np.int64(21), '>=': np.int64(22)}",False,False,`month`==6,"['month', 'Y']",
5,1.0,,,3.675794214565281,2,,False,True,`month`==5,['month'],
6,1.0,day,,2.537842295614414,2,"{np.int64(1): np.int64(23), np.int64(7): np.int64(24), np.int64(4): np.int64(25)}",False,True,`month`==12,"['month', 'day']",
7,1.0,day,,0.7735660057320226,2,"{np.int64(5): np.int64(26), np.int64(1): np.int64(27), np.int64(7): np.int64(28), np.int64(6): np.int64(29)}",False,True,`month`==2,"['month', 'day']",
8,1.0,wind,-0.0070436742917937,1.287377722974702,2,"{'<': np.int64(30), '>=': np.int64(31)}",False,False,`month`==7,"['month', 'wind']",
9,1.0,day,,1.429485904482105,2,"{np.int64(7): np.int64(32), np.int64(5): np.int64(33), np.int64(1): np.int64(34), np.int64(6): np.int64(35), np.int64(2): np.int64(36)}",False,True,`month`==10,"['month', 'day']",
10,1.0,day,,0.8919343826462346,2,"{np.int64(7): np.int64(37), np.int64(2): np.int64(38), np.int64(6): np.int64(39), np.int64(3): np.int64(40), np.int64(5): np.int64(41), np.int64(4): np.int64(42), np.int64(1): np.int64(43)}",False,False,`month`==3,"['month', 'day']",
11,1.0,,,0.0,2,,False,True,`month`==1,['month'],
12,2.0,RH,0.0497326260783044,1.1484493662978783,3,"{'<': np.int64(44), '>=': np.int64(45)}",False,True,`month`==8 & `day`==6,"['month', 'day', 'RH']",
13,2.0,RH,0.6576491715490335,1.3368538939070795,3,"{'<': np.int64(46), '>=': np.int64(47)}",False,False,`month`==8 & `day`==2,"['month', 'day', 'RH']",
14,2.0,ISI,-0.0940988410914907,1.110812731106635,3,"{'<': np.int64(48), '>=': np.int64(49)}",False,True,`month`==8 & `day`==4,"['month', 'day', 'ISI']",
15,2.0,FFMC,0.2919986844646342,1.0398715332691637,3,"{'<': np.int64(50), '>=': np.int64(51)}",False,False,`month`==8 & `day`==5,"['month', 'day', 'FFMC']",
16,2.0,RH,0.4697894935321469,0.913693562220891,3,"{'<': np.int64(52), '>=': np.int64(53)}",False,False,`month`==8 & `day`==7,"['month', 'day', 'RH']",
17,2.0,wind,-0.0694168443779487,1.6489746714370268,3,"{'<': np.int64(54), '>=': np.int64(55)}",False,False,`month`==8 & `day`==3,"['month', 'day', 'wind']",
18,2.0,X,0.5434535278684304,0.1727086208338535,3,"{'<': np.int64(56), '>=': np.int64(57)}",False,True,`month`==8 & `day`==1,"['month', 'day', 'X']",
