nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,Rings,-7.866571281604938e-17,-7.866571281604938e-17,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Rings'],
2,1.0,Diameter,-0.5410322577314853,-0.7381540191568593,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Rings`<-7.866571281604939e-17,"['Rings', 'Diameter']",
3,1.0,Height,0.5431774829542559,0.7146791563568177,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Rings`>=-7.866571281604939e-17,"['Rings', 'Height']",
4,2.0,Height,-1.2831642889202504,-1.0328947127684749,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Rings`<-7.866571281604939e-17 & `Diameter`<-0.5410322577314853,"['Rings', 'Diameter', 'Height']",
5,2.0,Shell weight,-0.0444141295659592,-0.4746531225639864,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Rings`<-7.866571281604939e-17 & `Diameter`>=-0.5410322577314853,"['Rings', 'Diameter', 'Shell weight']",
6,3.0,Shucked weight,-0.121272672921624,0.5880646929046041,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Rings`>=-7.866571281604939e-17 & `Height`<0.5431774829542559,"['Rings', 'Height', 'Shucked weight']",
7,3.0,Shell weight,1.2122691265609888,0.852181841481826,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`Rings`>=-7.866571281604939e-17 & `Height`>=0.5431774829542559,"['Rings', 'Height', 'Shell weight']",
8,4.0,Whole weight,-1.4124860247795086,-1.323528180393025,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`Rings`<-7.866571281604939e-17 & `Diameter`<-0.5410322577314853 & `Height`<-1.2831642889202504,"['Rings', 'Diameter', 'Height', 'Whole weight']",
9,4.0,Sex,,-0.8267626057748511,4,"{'I': np.int64(18), 'M': np.int64(19), 'F': np.int64(20)}",False,False,`Rings`<-7.866571281604939e-17 & `Diameter`<-0.5410322577314853 & `Height`>=-1.2831642889202504,"['Rings', 'Diameter', 'Height', 'Sex']",
10,5.0,Height,-0.2368634781255691,-0.5402856455745157,4,"{'<': np.int64(21), '>=': np.int64(22)}",False,False,`Rings`<-7.866571281604939e-17 & `Diameter`>=-0.5410322577314853 & `Shell weight`<-0.04441412956595928,"['Rings', 'Diameter', 'Shell weight', 'Height']",
11,5.0,Height,0.5468938846800019,-0.3802602804814271,4,"{'<': np.int64(23), '>=': np.int64(24)}",False,False,`Rings`<-7.866571281604939e-17 & `Diameter`>=-0.5410322577314853 & `Shell weight`>=-0.04441412956595928,"['Rings', 'Diameter', 'Shell weight', 'Height']",
12,6.0,Shell weight,-0.4104404597563442,0.6459281578099029,4,"{'<': np.int64(25), '>=': np.int64(26)}",False,False,`Rings`>=-7.866571281604939e-17 & `Height`<0.5431774829542559 & `Shucked weight`<-0.12127267292162405,"['Rings', 'Height', 'Shucked weight', 'Shell weight']",
13,6.0,Shell weight,0.366425845375443,0.5235566195891275,4,"{'<': np.int64(27), '>=': np.int64(28)}",False,False,`Rings`>=-7.866571281604939e-17 & `Height`<0.5431774829542559 & `Shucked weight`>=-0.12127267292162405,"['Rings', 'Height', 'Shucked weight', 'Shell weight']",
14,7.0,Shucked weight,0.6402371713977659,0.6581247887470162,4,"{'<': np.int64(29), '>=': np.int64(30)}",False,False,`Rings`>=-7.866571281604939e-17 & `Height`>=0.5431774829542559 & `Shell weight`<1.2122691265609888,"['Rings', 'Height', 'Shell weight', 'Shucked weight']",
