nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,Mitoses,0.0,2,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Mitoses'],
2,1.0,Normal Nucleoli,-0.1967673897292615,2,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Mitoses`<0.0,"['Mitoses', 'Normal Nucleoli']",
3,1.0,Bare Nuclei,1.035150631845914,4,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Mitoses`>=0.0,"['Mitoses', 'Bare Nuclei']",
4,2.0,Single Epithelial Cell Size,-0.4025924787698517,2,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`<-0.19676738972926153,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size']",
5,2.0,Bare Nuclei,0.697941481209813,4,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei']",
6,3.0,Uniformity of Cell Size,0.9624976263944286,4,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Mitoses`>=0.0 & `Bare Nuclei`<1.035150631845914,"['Mitoses', 'Bare Nuclei', 'Uniformity of Cell Size']",
7,3.0,Uniformity of Cell Shape,1.4066922114286675,4,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,True,`Mitoses`>=0.0 & `Bare Nuclei`>=1.035150631845914,"['Mitoses', 'Bare Nuclei', 'Uniformity of Cell Shape']",
8,4.0,Clump Thickness,-0.5614202827472645,2,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`<-0.19676738972926153 & `Single Epithelial Cell Size`<-0.40259247876985177,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Clump Thickness']",
9,4.0,Bland Chromatin,0.1344764443537,4,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`<-0.19676738972926153 & `Single Epithelial Cell Size`>=-0.40259247876985177,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin']",
10,5.0,Uniformity of Cell Size,0.7877625157287279,4,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size']",
11,5.0,Bland Chromatin,1.3136720090617429,4,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`>=0.697941481209813,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Bland Chromatin']",
12,6.0,Marginal Adhesion,-0.1257684061265209,2,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`Mitoses`>=0.0 & `Bare Nuclei`<1.035150631845914 & `Uniformity of Cell Size`<0.9624976263944286,"['Mitoses', 'Bare Nuclei', 'Uniformity of Cell Size', 'Marginal Adhesion']",
13,6.0,Bland Chromatin,1.5253808652738048,4,4,"{'<': np.int64(26), '>=': np.int64(27)}",False,True,`Mitoses`>=0.0 & `Bare Nuclei`<1.035150631845914 & `Uniformity of Cell Size`>=0.9624976263944286,"['Mitoses', 'Bare Nuclei', 'Uniformity of Cell Size', 'Bland Chromatin']",
18,9.0,Clump Thickness,-0.3004182109150058,2,5,"{'<': np.int64(36), '>=': np.int64(37)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`<-0.19676738972926153 & `Single Epithelial Cell Size`>=-0.40259247876985177 & `Bland Chromatin`<0.13447644435370001,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin', 'Clump Thickness']",
19,9.0,Bare Nuclei,1.4715475183834046,4,5,"{'<': np.int64(38), '>=': np.int64(39)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`<-0.19676738972926153 & `Single Epithelial Cell Size`>=-0.40259247876985177 & `Bland Chromatin`>=0.13447644435370001,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin', 'Bare Nuclei']",
20,10.0,Clump Thickness,-0.1803648561857572,2,5,"{'<': np.int64(40), '>=': np.int64(41)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness']",
21,10.0,Clump Thickness,1.0874713293640346,4,5,"{'<': np.int64(42), '>=': np.int64(43)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`>=0.7877625157287279,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness']",
24,12.0,Clump Thickness,-0.1803648561857572,2,5,"{'<': np.int64(48), '>=': np.int64(49)}",False,True,`Mitoses`>=0.0 & `Bare Nuclei`<1.035150631845914 & `Uniformity of Cell Size`<0.9624976263944286 & `Marginal Adhesion`<-0.12576840612652096,"['Mitoses', 'Bare Nuclei', 'Uniformity of Cell Size', 'Marginal Adhesion', 'Clump Thickness']",
25,12.0,Bland Chromatin,-0.0036275407021969,4,5,"{'<': np.int64(50), '>=': np.int64(51)}",False,True,`Mitoses`>=0.0 & `Bare Nuclei`<1.035150631845914 & `Uniformity of Cell Size`<0.9624976263944286 & `Marginal Adhesion`>=-0.12576840612652096,"['Mitoses', 'Bare Nuclei', 'Uniformity of Cell Size', 'Marginal Adhesion', 'Bland Chromatin']",
40,20.0,Bland Chromatin,-0.0036275407021969,2,6,"{'<': np.int64(80), '>=': np.int64(81)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`<-0.18036485618575726,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin']",
41,20.0,Bland Chromatin,0.2002402467612699,2,6,"{'<': np.int64(82), '>=': np.int64(83)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin']",
82,41.0,Uniformity of Cell Shape,-0.2957272186072112,2,7,"{'<': np.int64(152), '>=': np.int64(153)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726 & `Bland Chromatin`<0.2002402467612699,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin', 'Uniformity of Cell Shape']",
83,41.0,Single Epithelial Cell Size,0.5504787043724697,2,7,"{'<': np.int64(154), '>=': np.int64(155)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726 & `Bland Chromatin`>=0.2002402467612699,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin', 'Single Epithelial Cell Size']",
154,83.0,Uniformity of Cell Shape,-0.4021284329844537,2,8,"{'<': np.int64(234), '>=': np.int64(235)}",False,False,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726 & `Bland Chromatin`>=0.2002402467612699 & `Single Epithelial Cell Size`<0.5504787043724697,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape']",
155,83.0,Uniformity of Cell Shape,0.5554824964107283,2,8,"{'<': np.int64(236), '>=': np.int64(237)}",False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726 & `Bland Chromatin`>=0.2002402467612699 & `Single Epithelial Cell Size`>=0.5504787043724697,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape']",
234,154.0,,,2,9,,False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726 & `Bland Chromatin`>=0.2002402467612699 & `Single Epithelial Cell Size`<0.5504787043724697 & `Uniformity of Cell Shape`<-0.4021284329844537,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape']",
235,154.0,,,4,9,,False,True,`Mitoses`<0.0 & `Normal Nucleoli`>=-0.19676738972926153 & `Bare Nuclei`<0.697941481209813 & `Uniformity of Cell Size`<0.7877625157287279 & `Clump Thickness`>=-0.18036485618575726 & `Bland Chromatin`>=0.2002402467612699 & `Single Epithelial Cell Size`<0.5504787043724697 & `Uniformity of Cell Shape`>=-0.4021284329844537,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Uniformity of Cell Size', 'Clump Thickness', 'Bland Chromatin', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape']",
