nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,physician-fee-freeze,,democrat,1,"{'y': np.int64(2), '?': np.int64(3), 'n': np.int64(4)}",True,False,,['physician-fee-freeze'],
2,1.0,synfuels-corporation-cutback,,republican,2,"{'n': np.int64(5), '?': np.int64(6), 'y': np.int64(7)}",False,False,`physician-fee-freeze`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback']",
3,1.0,immigration,,democrat,2,"{'n': np.int64(8), '?': np.int64(9), 'y': np.int64(10)}",False,True,`physician-fee-freeze`=='?',"['physician-fee-freeze', 'immigration']",
4,1.0,adoption-of-the-budget-resolution,,democrat,2,"{'n': np.int64(11), 'y': np.int64(12), '?': np.int64(13)}",False,True,`physician-fee-freeze`=='n',"['physician-fee-freeze', 'adoption-of-the-budget-resolution']",
5,2.0,education-spending,,republican,3,"{'y': np.int64(14), 'n': np.int64(15)}",False,False,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending']",
6,2.0,anti-satellite-test-ban,,republican,3,"{'?': np.int64(16), 'n': np.int64(17)}",False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='?',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'anti-satellite-test-ban']",
7,2.0,mx-missile,,republican,3,"{'n': np.int64(18), 'y': np.int64(19)}",False,False,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'mx-missile']",
14,5.0,mx-missile,,republican,4,"{'n': np.int64(31), 'y': np.int64(32)}",False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n' & `education-spending`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending', 'mx-missile']",
15,5.0,immigration,,republican,4,"{'y': np.int64(33), 'n': np.int64(34)}",False,False,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n' & `education-spending`=='n',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending', 'immigration']",
18,7.0,superfund-right-to-sue,,republican,4,"{'y': np.int64(35), 'n': np.int64(36), '?': np.int64(37)}",False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='y' & `mx-missile`=='n',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'mx-missile', 'superfund-right-to-sue']",
19,7.0,aid-to-nicaraguan-contras,,democrat,4,"{'y': np.int64(38), 'n': np.int64(39)}",False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='y' & `mx-missile`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'mx-missile', 'aid-to-nicaraguan-contras']",
33,15.0,mx-missile,,republican,5,"{'n': np.int64(61), 'y': np.int64(62)}",False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n' & `education-spending`=='n' & `immigration`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending', 'immigration', 'mx-missile']",
34,15.0,aid-to-nicaraguan-contras,,republican,5,"{'n': np.int64(63), '?': np.int64(64)}",False,False,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n' & `education-spending`=='n' & `immigration`=='n',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending', 'immigration', 'aid-to-nicaraguan-contras']",
63,34.0,superfund-right-to-sue,,democrat,6,"{'y': np.int64(95), '?': np.int64(96)}",False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n' & `education-spending`=='n' & `immigration`=='n' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending', 'immigration', 'aid-to-nicaraguan-contras', 'superfund-right-to-sue']",
64,34.0,,,republican,6,,False,True,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n' & `education-spending`=='n' & `immigration`=='n' & `aid-to-nicaraguan-contras`=='?',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'education-spending', 'immigration', 'aid-to-nicaraguan-contras']",
