nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,month,,1.109501887045701,1,"{np.int64(7): np.int64(2), np.int64(9): np.int64(3), np.int64(8): np.int64(4), np.int64(3): np.int64(5), np.int64(6): np.int64(6), np.int64(2): np.int64(7), np.int64(5): np.int64(8), np.int64(10): np.int64(9), np.int64(1): np.int64(10), np.int64(12): np.int64(11), np.int64(4): np.int64(12)}",True,False,,['month'],
2,1.0,day,,0.8212566107914075,2,"{np.int64(3): np.int64(13), np.int64(4): np.int64(14), np.int64(6): np.int64(15), np.int64(1): np.int64(16), np.int64(2): np.int64(17), np.int64(7): np.int64(18)}",False,False,`month`==7,"['month', 'day']",
3,1.0,RH,-0.1512358923162252,1.2256839098037635,2,"{'<': np.int64(19), '>=': np.int64(20)}",False,False,`month`==9,"['month', 'RH']",
4,1.0,day,,1.179199323677496,2,"{np.int64(6): np.int64(21), np.int64(1): np.int64(22), np.int64(2): np.int64(23), np.int64(5): np.int64(24), np.int64(4): np.int64(25), np.int64(7): np.int64(26), np.int64(3): np.int64(27)}",False,False,`month`==8,"['month', 'day']",
5,1.0,day,,0.6655497603529962,2,"{np.int64(2): np.int64(28), np.int64(1): np.int64(29), np.int64(5): np.int64(30), np.int64(6): np.int64(31), np.int64(4): np.int64(32), np.int64(3): np.int64(33), np.int64(7): np.int64(34)}",False,False,`month`==3,"['month', 'day']",
6,1.0,day,,0.8774436509353528,2,"{np.int64(7): np.int64(35), np.int64(5): np.int64(36), np.int64(1): np.int64(37), np.int64(3): np.int64(38), np.int64(6): np.int64(39)}",False,True,`month`==6,"['month', 'day']",
7,1.0,day,,0.7230430171100372,2,"{np.int64(4): np.int64(40), np.int64(5): np.int64(41), np.int64(6): np.int64(42), np.int64(7): np.int64(43), np.int64(1): np.int64(44)}",False,True,`month`==2,"['month', 'day']",
8,1.0,,,3.675794214565281,2,,False,True,`month`==5,['month'],
9,1.0,day,,0.6424360333193135,2,"{np.int64(1): np.int64(45), np.int64(5): np.int64(46), np.int64(6): np.int64(47), np.int64(3): np.int64(48), np.int64(7): np.int64(49), np.int64(2): np.int64(50)}",False,True,`month`==10,"['month', 'day']",
10,1.0,,,0.0,2,,False,True,`month`==1,['month'],
11,1.0,Y,0.2925281365706373,2.6330928400175284,2,"{'<': np.int64(51), '>=': np.int64(52)}",False,True,`month`==12,"['month', 'Y']",
12,1.0,day,,2.4413185095702667,2,"{np.int64(7): np.int64(53), np.int64(1): np.int64(54), np.int64(4): np.int64(55)}",False,True,`month`==4,"['month', 'day']",
13,2.0,Y,0.5556757179398567,1.0833826849257555,3,"{'<': np.int64(56), '>=': np.int64(57)}",False,True,`month`==7 & `day`==3,"['month', 'day', 'Y']",
14,2.0,RH,-1.122717368808107,0.7789955065704594,3,"{'<': np.int64(58), '>=': np.int64(59)}",False,True,`month`==7 & `day`==4,"['month', 'day', 'RH']",
15,2.0,temp,0.717283871263979,0.0,3,"{'<': np.int64(60), '>=': np.int64(61)}",False,True,`month`==7 & `day`==6,"['month', 'day', 'temp']",
16,2.0,,,0.0,3,,False,True,`month`==7 & `day`==1,"['month', 'day']",
17,2.0,,,2.0241930674493576,3,,False,True,`month`==7 & `day`==2,"['month', 'day']",
18,2.0,X,0.7643340905548185,1.382796994425351,3,"{'<': np.int64(62), '>=': np.int64(63)}",False,False,`month`==7 & `day`==7,"['month', 'day', 'X']",
19,3.0,day,,1.6255205269402946,3,"{np.int64(5): np.int64(64), np.int64(1): np.int64(65), np.int64(6): np.int64(66), np.int64(4): np.int64(67), np.int64(3): np.int64(68), np.int64(7): np.int64(69), np.int64(2): np.int64(70)}",False,False,`month`==9 & `RH`<-0.15123589231622528,"['month', 'RH', 'day']",
20,3.0,day,,0.6687686216493102,3,"{np.int64(5): np.int64(71), np.int64(4): np.int64(72), np.int64(6): np.int64(73), np.int64(2): np.int64(74), np.int64(1): np.int64(75), np.int64(7): np.int64(76), np.int64(3): np.int64(77)}",False,False,`month`==9 & `RH`>=-0.15123589231622528,"['month', 'RH', 'day']",
21,4.0,ISI,0.6435540808396968,1.998512603899851,3,"{'<': np.int64(78), '>=': np.int64(79)}",False,False,`month`==8 & `day`==6,"['month', 'day', 'ISI']",
22,4.0,temp,0.6815470767709539,0.9472448036486044,3,"{'<': np.int64(80), '>=': np.int64(81)}",False,False,`month`==8 & `day`==1,"['month', 'day', 'temp']",
23,4.0,temp,0.555351521217459,1.265334764084436,3,"{'<': np.int64(82), '>=': np.int64(83)}",False,False,`month`==8 & `day`==2,"['month', 'day', 'temp']",
