nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,Mitoses,-5.093496313692474e-17,2,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Mitoses'],
2,1.0,Bland Chromatin,-0.177389037502289,2,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Mitoses`<-5.0934963136924744e-17,"['Mitoses', 'Bland Chromatin']",
3,1.0,Uniformity of Cell Size,1.1062082910091202,4,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Mitoses`>=-5.0934963136924744e-17,"['Mitoses', 'Uniformity of Cell Size']",
4,2.0,Clump Thickness,-0.4687038449372777,2,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,True,`Mitoses`<-5.0934963136924744e-17 & `Bland Chromatin`<-0.17738903750228904,"['Mitoses', 'Bland Chromatin', 'Clump Thickness']",
5,2.0,Bare Nuclei,0.9105723820267424,4,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Mitoses`<-5.0934963136924744e-17 & `Bland Chromatin`>=-0.17738903750228904,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei']",
6,3.0,Bare Nuclei,0.9838746379034398,4,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Mitoses`>=-5.0934963136924744e-17 & `Uniformity of Cell Size`<1.1062082910091202,"['Mitoses', 'Uniformity of Cell Size', 'Bare Nuclei']",
7,3.0,Normal Nucleoli,1.4797153750236114,4,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,True,`Mitoses`>=-5.0934963136924744e-17 & `Uniformity of Cell Size`>=1.1062082910091202,"['Mitoses', 'Uniformity of Cell Size', 'Normal Nucleoli']",
10,5.0,Single Epithelial Cell Size,0.3536271425577649,4,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`Mitoses`<-5.0934963136924744e-17 & `Bland Chromatin`>=-0.17738903750228904 & `Bare Nuclei`<0.9105723820267425,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Single Epithelial Cell Size']",
11,5.0,Uniformity of Cell Shape,1.028025735747811,4,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,True,`Mitoses`<-5.0934963136924744e-17 & `Bland Chromatin`>=-0.17738903750228904 & `Bare Nuclei`>=0.9105723820267425,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Uniformity of Cell Shape']",
12,6.0,Single Epithelial Cell Size,-0.0348564655888902,2,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`Mitoses`>=-5.0934963136924744e-17 & `Uniformity of Cell Size`<1.1062082910091202 & `Bare Nuclei`<0.9838746379034398,"['Mitoses', 'Uniformity of Cell Size', 'Bare Nuclei', 'Single Epithelial Cell Size']",
