nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,safety,,unacc,1,"{'med': np.int64(2), 'low': np.int64(3), 'high': np.int64(4)}",True,False,,['safety'],
2,1.0,persons,,unacc,2,"{'2': np.int64(5), '4': np.int64(6), 'more': np.int64(7)}",False,False,`safety`=='med',"['safety', 'persons']",
3,1.0,maint,,unacc,2,"{'vhigh': np.int64(8), 'high': np.int64(9), 'med': np.int64(10), 'low': np.int64(11)}",False,True,`safety`=='low',"['safety', 'maint']",
4,1.0,persons,,unacc,2,"{'more': np.int64(12), '4': np.int64(13), '2': np.int64(14)}",False,False,`safety`=='high',"['safety', 'persons']",
5,2.0,buying,,unacc,3,"{'low': np.int64(15), 'med': np.int64(16), 'high': np.int64(17), 'vhigh': np.int64(18)}",False,True,`safety`=='med' & `persons`=='2',"['safety', 'persons', 'buying']",
6,2.0,lug_boot,,acc,3,"{'small': np.int64(19), 'big': np.int64(20), 'med': np.int64(21)}",False,False,`safety`=='med' & `persons`=='4',"['safety', 'persons', 'lug_boot']",
7,2.0,buying,,unacc,3,"{'vhigh': np.int64(22), 'low': np.int64(23), 'high': np.int64(24), 'med': np.int64(25)}",False,False,`safety`=='med' & `persons`=='more',"['safety', 'persons', 'buying']",
12,4.0,buying,,acc,3,"{'vhigh': np.int64(42), 'high': np.int64(43), 'med': np.int64(44), 'low': np.int64(45)}",False,False,`safety`=='high' & `persons`=='more',"['safety', 'persons', 'buying']",
13,4.0,buying,,acc,3,"{'high': np.int64(46), 'vhigh': np.int64(47), 'med': np.int64(48), 'low': np.int64(49)}",False,False,`safety`=='high' & `persons`=='4',"['safety', 'persons', 'buying']",
14,4.0,buying,,unacc,3,"{'med': np.int64(50), 'vhigh': np.int64(51), 'low': np.int64(52), 'high': np.int64(53)}",False,True,`safety`=='high' & `persons`=='2',"['safety', 'persons', 'buying']",
19,6.0,buying,,unacc,4,"{'high': np.int64(66), 'vhigh': np.int64(67), 'med': np.int64(68), 'low': np.int64(69)}",False,False,`safety`=='med' & `persons`=='4' & `lug_boot`=='small',"['safety', 'persons', 'lug_boot', 'buying']",
20,6.0,maint,,acc,4,"{'high': np.int64(70), 'vhigh': np.int64(71), 'med': np.int64(72), 'low': np.int64(73)}",False,False,`safety`=='med' & `persons`=='4' & `lug_boot`=='big',"['safety', 'persons', 'lug_boot', 'maint']",
21,6.0,maint,,acc,4,"{'vhigh': np.int64(74), 'high': np.int64(75), 'med': np.int64(76), 'low': np.int64(77)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='med',"['safety', 'persons', 'lug_boot', 'maint']",
22,7.0,maint,,unacc,4,"{'low': np.int64(78), 'high': np.int64(79), 'vhigh': np.int64(80), 'med': np.int64(81)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'maint']",
23,7.0,maint,,acc,4,"{'vhigh': np.int64(82), 'high': np.int64(83), 'low': np.int64(84), 'med': np.int64(85)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']",
24,7.0,lug_boot,,unacc,4,"{'small': np.int64(86), 'med': np.int64(87), 'big': np.int64(88)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='high',"['safety', 'persons', 'buying', 'lug_boot']",
25,7.0,lug_boot,,acc,4,"{'small': np.int64(89), 'big': np.int64(90), 'med': np.int64(91)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='med',"['safety', 'persons', 'buying', 'lug_boot']",
42,12.0,maint,,unacc,4,"{'high': np.int64(140), 'vhigh': np.int64(141), 'med': np.int64(142), 'low': np.int64(143)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'maint']",
43,12.0,maint,,acc,4,"{'vhigh': np.int64(144), 'med': np.int64(145), 'low': np.int64(146), 'high': np.int64(147)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='high',"['safety', 'persons', 'buying', 'maint']",
44,12.0,maint,,acc,4,"{'med': np.int64(148), 'high': np.int64(149), 'vhigh': np.int64(150), 'low': np.int64(151)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='med',"['safety', 'persons', 'buying', 'maint']",
45,12.0,maint,,acc,4,"{'vhigh': np.int64(152), 'high': np.int64(153), 'med': np.int64(154), 'low': np.int64(155)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']",
46,13.0,maint,,acc,4,"{'vhigh': np.int64(156), 'low': np.int64(157), 'med': np.int64(158), 'high': np.int64(159)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='high',"['safety', 'persons', 'buying', 'maint']",
47,13.0,maint,,acc,4,"{'high': np.int64(160), 'vhigh': np.int64(161), 'med': np.int64(162), 'low': np.int64(163)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'maint']",
48,13.0,maint,,acc,4,"{'high': np.int64(164), 'med': np.int64(165), 'vhigh': np.int64(166), 'low': np.int64(167)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='med',"['safety', 'persons', 'buying', 'maint']",
49,13.0,maint,,vgood,4,"{'vhigh': np.int64(168), 'high': np.int64(169), 'low': np.int64(170), 'med': np.int64(171)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']",
66,19.0,maint,,unacc,5,"{'vhigh': np.int64(228), 'med': np.int64(229), 'low': np.int64(230), 'high': np.int64(231)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='high',"['safety', 'persons', 'lug_boot', 'buying', 'maint']",
67,19.0,maint,,unacc,5,"{'low': np.int64(232), 'vhigh': np.int64(233), 'high': np.int64(234)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='vhigh',"['safety', 'persons', 'lug_boot', 'buying', 'maint']",
68,19.0,maint,,acc,5,"{'high': np.int64(235), 'vhigh': np.int64(236), 'low': np.int64(237), 'med': np.int64(238)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='med',"['safety', 'persons', 'lug_boot', 'buying', 'maint']",
69,19.0,maint,,acc,5,"{'vhigh': np.int64(239), 'high': np.int64(240), 'low': np.int64(241), 'med': np.int64(242)}",False,False,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='low',"['safety', 'persons', 'lug_boot', 'buying', 'maint']",
70,20.0,buying,,acc,5,"{'vhigh': np.int64(243), 'med': np.int64(244), 'high': np.int64(245), 'low': np.int64(246)}",False,False,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='high',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
71,20.0,buying,,acc,5,"{'vhigh': np.int64(247), 'high': np.int64(248), 'med': np.int64(249), 'low': np.int64(250)}",False,False,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='vhigh',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
72,20.0,buying,,acc,5,"{'vhigh': np.int64(251), 'med': np.int64(252), 'low': np.int64(253)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='med',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
73,20.0,buying,,acc,5,"{'vhigh': np.int64(254), 'high': np.int64(255), 'med': np.int64(256), 'low': np.int64(257)}",False,False,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='low',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
78,22.0,lug_boot,,acc,5,"{'med': np.int64(273), 'small': np.int64(274), 'big': np.int64(275)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='vhigh' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
79,22.0,lug_boot,,unacc,5,"{'big': np.int64(276), 'med': np.int64(277)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='vhigh' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
80,22.0,lug_boot,,unacc,5,"{'med': np.int64(278), 'big': np.int64(279), 'small': np.int64(280)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='vhigh' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
81,22.0,lug_boot,,unacc,5,"{'med': np.int64(281), 'small': np.int64(282), 'big': np.int64(283)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='vhigh' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
82,23.0,lug_boot,,unacc,5,"{'small': np.int64(284), 'med': np.int64(285)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='low' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
83,23.0,doors,,acc,5,"{'2': np.int64(286), '3': np.int64(287), '4': np.int64(288)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='low' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'doors']",
84,23.0,lug_boot,,acc,5,"{'small': np.int64(289), 'med': np.int64(290), 'big': np.int64(291)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='low' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
85,23.0,lug_boot,,good,5,"{'med': np.int64(292), 'big': np.int64(293)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='low' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
86,24.0,maint,,unacc,5,"{'vhigh': np.int64(294), 'low': np.int64(295), 'med': np.int64(296), 'high': np.int64(297)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='high' & `lug_boot`=='small',"['safety', 'persons', 'buying', 'lug_boot', 'maint']",
87,24.0,maint,,unacc,5,"{'low': np.int64(298), 'vhigh': np.int64(299), 'med': np.int64(300), 'high': np.int64(301)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='high' & `lug_boot`=='med',"['safety', 'persons', 'buying', 'lug_boot', 'maint']",
88,24.0,maint,,acc,5,"{'vhigh': np.int64(302), 'low': np.int64(303), 'med': np.int64(304)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='high' & `lug_boot`=='big',"['safety', 'persons', 'buying', 'lug_boot', 'maint']",
89,25.0,maint,,acc,5,"{'high': np.int64(305), 'vhigh': np.int64(306), 'low': np.int64(307), 'med': np.int64(308)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='med' & `lug_boot`=='small',"['safety', 'persons', 'buying', 'lug_boot', 'maint']",
90,25.0,maint,,acc,5,"{'high': np.int64(309), 'vhigh': np.int64(310), 'low': np.int64(311)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='med' & `lug_boot`=='big',"['safety', 'persons', 'buying', 'lug_boot', 'maint']",
91,25.0,maint,,acc,5,"{'vhigh': np.int64(312), 'high': np.int64(313), 'med': np.int64(314), 'low': np.int64(315)}",False,True,`safety`=='med' & `persons`=='more' & `buying`=='med' & `lug_boot`=='med',"['safety', 'persons', 'buying', 'lug_boot', 'maint']",
140,42.0,lug_boot,,unacc,5,"{'small': np.int64(436), 'big': np.int64(437), 'med': np.int64(438)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='vhigh' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
141,42.0,lug_boot,,unacc,5,"{'big': np.int64(439), 'small': np.int64(440), 'med': np.int64(441)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='vhigh' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
142,42.0,doors,,acc,5,"{'2': np.int64(442), '5more': np.int64(443), '3': np.int64(444)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='vhigh' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'doors']",
143,42.0,lug_boot,,acc,5,"{'big': np.int64(445), 'small': np.int64(446), 'med': np.int64(447)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='vhigh' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
144,43.0,lug_boot,,unacc,5,"{'big': np.int64(448), 'small': np.int64(449), 'med': np.int64(450)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='high' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
145,43.0,doors,,acc,5,"{'2': np.int64(451), '5more': np.int64(452), '3': np.int64(453), '4': np.int64(454)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='high' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'doors']",
146,43.0,doors,,acc,5,"{'2': np.int64(455), '3': np.int64(456), '5more': np.int64(457)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='high' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'doors']",
147,43.0,,,acc,5,,False,True,`safety`=='high' & `persons`=='more' & `buying`=='high' & `maint`=='high',"['safety', 'persons', 'buying', 'maint']",
148,44.0,lug_boot,,vgood,5,"{'small': np.int64(458), 'med': np.int64(459), 'big': np.int64(460)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='med' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
149,44.0,lug_boot,,acc,5,"{'med': np.int64(461), 'big': np.int64(462)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='med' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
150,44.0,lug_boot,,acc,5,"{'med': np.int64(463), 'small': np.int64(464), 'big': np.int64(465)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='med' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
151,44.0,lug_boot,,good,5,"{'med': np.int64(466), 'big': np.int64(467), 'small': np.int64(468)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='med' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
152,45.0,lug_boot,,acc,5,"{'med': np.int64(469), 'big': np.int64(470)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='low' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
153,45.0,lug_boot,,acc,5,"{'small': np.int64(471), 'med': np.int64(472), 'big': np.int64(473)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='low' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
154,45.0,lug_boot,,vgood,5,"{'med': np.int64(474), 'big': np.int64(475), 'small': np.int64(476)}",False,True,`safety`=='high' & `persons`=='more' & `buying`=='low' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
155,45.0,lug_boot,,good,5,"{'big': np.int64(477), 'small': np.int64(478)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='low' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
156,46.0,lug_boot,,unacc,5,"{'small': np.int64(479), 'big': np.int64(480), 'med': np.int64(481)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='high' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
157,46.0,lug_boot,,acc,5,"{'med': np.int64(482), 'big': np.int64(483), 'small': np.int64(484)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='high' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
158,46.0,lug_boot,,acc,5,"{'med': np.int64(485), 'big': np.int64(486)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='high' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
159,46.0,lug_boot,,acc,5,"{'big': np.int64(487), 'med': np.int64(488), 'small': np.int64(489)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='high' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
160,47.0,lug_boot,,unacc,5,"{'big': np.int64(490), 'med': np.int64(491), 'small': np.int64(492)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='vhigh' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
161,47.0,lug_boot,,unacc,5,"{'big': np.int64(493), 'small': np.int64(494), 'med': np.int64(495)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='vhigh' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
162,47.0,lug_boot,,acc,5,"{'big': np.int64(496), 'med': np.int64(497), 'small': np.int64(498)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='vhigh' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
163,47.0,lug_boot,,acc,5,"{'med': np.int64(499), 'small': np.int64(500), 'big': np.int64(501)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='vhigh' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
164,48.0,lug_boot,,acc,5,"{'med': np.int64(502), 'big': np.int64(503), 'small': np.int64(504)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='med' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
165,48.0,lug_boot,,acc,5,"{'small': np.int64(505), 'med': np.int64(506), 'big': np.int64(507)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='med' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
166,48.0,lug_boot,,acc,5,"{'small': np.int64(508), 'big': np.int64(509), 'med': np.int64(510)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='med' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
167,48.0,lug_boot,,good,5,"{'big': np.int64(511), 'small': np.int64(512)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='med' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
168,49.0,lug_boot,,acc,5,"{'small': np.int64(513), 'med': np.int64(514), 'big': np.int64(515)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='low' & `maint`=='vhigh',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
169,49.0,lug_boot,,vgood,5,"{'med': np.int64(516), 'big': np.int64(517)}",False,True,`safety`=='high' & `persons`=='4' & `buying`=='low' & `maint`=='high',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
170,49.0,lug_boot,,good,5,"{'med': np.int64(518), 'big': np.int64(519), 'small': np.int64(520)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='low' & `maint`=='low',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
171,49.0,lug_boot,,vgood,5,"{'big': np.int64(521), 'med': np.int64(522), 'small': np.int64(523)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='low' & `maint`=='med',"['safety', 'persons', 'buying', 'maint', 'lug_boot']",
239,69.0,doors,,unacc,6,"{'4': np.int64(654), '3': np.int64(655), '5more': np.int64(656)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='low' & `maint`=='vhigh',"['safety', 'persons', 'lug_boot', 'buying', 'maint', 'doors']",
240,69.0,doors,,acc,6,"{'4': np.int64(657), '3': np.int64(658)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='low' & `maint`=='high',"['safety', 'persons', 'lug_boot', 'buying', 'maint', 'doors']",
241,69.0,doors,,acc,6,"{'2': np.int64(659), '4': np.int64(660), '3': np.int64(661)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='low' & `maint`=='low',"['safety', 'persons', 'lug_boot', 'buying', 'maint', 'doors']",
242,69.0,doors,,acc,6,"{'5more': np.int64(662), '3': np.int64(663)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='small' & `buying`=='low' & `maint`=='med',"['safety', 'persons', 'lug_boot', 'buying', 'maint', 'doors']",
243,70.0,,,unacc,6,,False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='high' & `buying`=='vhigh',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
244,70.0,doors,,acc,6,"{'4': np.int64(664), '5more': np.int64(665), '3': np.int64(666)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='high' & `buying`=='med',"['safety', 'persons', 'lug_boot', 'maint', 'buying', 'doors']",
245,70.0,doors,,acc,6,"{'4': np.int64(667), '5more': np.int64(668)}",False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='high' & `buying`=='high',"['safety', 'persons', 'lug_boot', 'maint', 'buying', 'doors']",
246,70.0,,,acc,6,,False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='high' & `buying`=='low',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
247,71.0,,,unacc,6,,False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='vhigh' & `buying`=='vhigh',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
248,71.0,,,unacc,6,,False,True,`safety`=='med' & `persons`=='4' & `lug_boot`=='big' & `maint`=='vhigh' & `buying`=='high',"['safety', 'persons', 'lug_boot', 'maint', 'buying']",
