nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,CACH,-2.2468799307890076e-17,112.32142857142856,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['CACH'],
2,1.0,MMAX,-0.4403457207569656,41.42857142857143,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`CACH`<-2.2468799307890073e-17,"['CACH', 'MMAX']",
3,1.0,CHMAX,0.485172669787574,254.1071428571429,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`CACH`>=-2.2468799307890073e-17,"['CACH', 'CHMAX']",
4,2.0,CHMIN,-0.4031532130390811,27.1,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656,"['CACH', 'MMAX', 'CHMIN']",
5,2.0,CHMAX,-0.2415702495870715,57.96153846153846,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656,"['CACH', 'MMAX', 'CHMAX']",
6,3.0,MMAX,0.5981149150314693,198.54166666666663,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406,"['CACH', 'CHMAX', 'MMAX']",
7,3.0,MMIN,0.640863906495981,587.5,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`>=0.48517266978757406,"['CACH', 'CHMAX', 'MMIN']",
8,4.0,MMIN,-0.6401708507090329,20.444444444444443,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114,"['CACH', 'MMAX', 'CHMIN', 'MMIN']",
9,4.0,MMIN,-0.5372209983291795,37.083333333333336,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114,"['CACH', 'MMAX', 'CHMIN', 'MMIN']",
10,5.0,MYCT,0.1991033980802552,43.41176470588236,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`<-0.24157024958707154,"['CACH', 'MMAX', 'CHMAX', 'MYCT']",
11,5.0,MMIN,-0.157039271779854,85.44444444444444,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`>=-0.24157024958707154,"['CACH', 'MMAX', 'CHMAX', 'MMIN']",
12,6.0,MYCT,-0.4537740196384354,131.30769230769232,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`<0.5981149150314693,"['CACH', 'CHMAX', 'MMAX', 'MYCT']",
13,6.0,MMIN,1.6329200370899182,278.0,4,"{'<': np.int64(26), '>=': np.int64(27)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`>=0.5981149150314693,"['CACH', 'CHMAX', 'MMAX', 'MMIN']",
14,7.0,MYCT,-0.4276778902427072,142.5,4,"{'<': np.int64(28), '>=': np.int64(29)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`>=0.48517266978757406 & `MMIN`<0.640863906495981,"['CACH', 'CHMAX', 'MMIN', 'MYCT']",
15,7.0,,,1032.5,4,,False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`>=0.48517266978757406 & `MMIN`>=0.640863906495981,"['CACH', 'CHMAX', 'MMIN']",
16,8.0,MYCT,0.5447786593598887,15.5,5,"{'<': np.int64(30), '>=': np.int64(31)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`<-0.6401708507090329,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT']",
17,8.0,MYCT,1.0099592444574592,24.4,5,"{'<': np.int64(32), '>=': np.int64(33)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`>=-0.6401708507090329,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT']",
18,9.0,MYCT,-0.0711104887217553,34.75,5,"{'<': np.int64(34), '>=': np.int64(35)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`<-0.5372209983291795,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT']",
19,9.0,CHMAX,0.0700292444723637,41.75,5,"{'<': np.int64(36), '>=': np.int64(37)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`>=-0.5372209983291795,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'CHMAX']",
20,10.0,MMIN,-0.287591863260578,52.333333333333336,5,"{'<': np.int64(38), '>=': np.int64(39)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`<-0.24157024958707154 & `MYCT`<0.19910339808025523,"['CACH', 'MMAX', 'CHMAX', 'MYCT', 'MMIN']",
21,10.0,MMIN,-0.7722357377138289,22.0,5,"{'<': np.int64(40), '>=': np.int64(41)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`<-0.24157024958707154 & `MYCT`>=0.19910339808025523,"['CACH', 'MMAX', 'CHMAX', 'MYCT', 'MMIN']",
22,11.0,MYCT,-0.356377096912419,61.142857142857146,5,"{'<': np.int64(42), '>=': np.int64(43)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`>=-0.24157024958707154 & `MMIN`<-0.157039271779854,"['CACH', 'MMAX', 'CHMAX', 'MMIN', 'MYCT']",
23,11.0,MYCT,-0.6301619937216039,170.5,5,"{'<': np.int64(44), '>=': np.int64(45)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`>=-0.24157024958707154 & `MMIN`>=-0.157039271779854,"['CACH', 'MMAX', 'CHMAX', 'MMIN', 'MYCT']",
24,12.0,MMIN,0.7405348880493069,149.0,5,"{'<': np.int64(46), '>=': np.int64(47)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`<0.5981149150314693 & `MYCT`<-0.4537740196384354,"['CACH', 'CHMAX', 'MMAX', 'MYCT', 'MMIN']",
25,12.0,MMIN,-0.4118543760128614,72.33333333333333,5,"{'<': np.int64(48), '>=': np.int64(49)}",False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`<0.5981149150314693 & `MYCT`>=-0.4537740196384354,"['CACH', 'CHMAX', 'MMAX', 'MYCT', 'MMIN']",
26,13.0,CHMIN,0.7832798848839828,228.77777777777777,5,"{'<': np.int64(50), '>=': np.int64(51)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`>=0.5981149150314693 & `MMIN`<1.6329200370899182,"['CACH', 'CHMAX', 'MMAX', 'MMIN', 'CHMIN']",
27,13.0,MYCT,-0.7154184583442972,499.5,5,"{'<': np.int64(52), '>=': np.int64(53)}",False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`>=0.5981149150314693 & `MMIN`>=1.6329200370899182,"['CACH', 'CHMAX', 'MMAX', 'MMIN', 'MYCT']",
28,14.0,,,144.0,5,,False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`>=0.48517266978757406 & `MMIN`<0.640863906495981 & `MYCT`<-0.4276778902427072,"['CACH', 'CHMAX', 'MMIN', 'MYCT']",
29,14.0,,,141.0,5,,False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`>=0.48517266978757406 & `MMIN`<0.640863906495981 & `MYCT`>=-0.4276778902427072,"['CACH', 'CHMAX', 'MMIN', 'MYCT']",
30,16.0,CHMAX,-0.5182164090954918,16.6,6,"{'<': np.int64(54), '>=': np.int64(55)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`<-0.6401708507090329 & `MYCT`<0.5447786593598887,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
31,16.0,CHMAX,-0.6051029926564127,13.666666666666666,6,"{'<': np.int64(56), '>=': np.int64(57)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`<-0.6401708507090329 & `MYCT`>=0.5447786593598887,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
32,17.0,CHMAX,-0.4205948036274302,27.428571428571427,6,"{'<': np.int64(58), '>=': np.int64(59)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`>=-0.6401708507090329 & `MYCT`<1.0099592444574592,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
33,17.0,CHMAX,-0.6051029926564127,17.333333333333332,6,"{'<': np.int64(60), '>=': np.int64(61)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`>=-0.6401708507090329 & `MYCT`>=1.0099592444574592,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
34,18.0,CHMAX,-0.0004193367932477,29.5,6,"{'<': np.int64(62), '>=': np.int64(63)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`<-0.5372209983291795 & `MYCT`<-0.07111048872175535,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
35,18.0,CHMAX,0.3958539328258166,40.0,6,"{'<': np.int64(64), '>=': np.int64(65)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`<-0.5372209983291795 & `MYCT`>=-0.07111048872175535,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
36,19.0,MYCT,0.6883529140196326,35.333333333333336,6,"{'<': np.int64(66), '>=': np.int64(67)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`>=-0.5372209983291795 & `CHMAX`<0.07002924447236375,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'CHMAX', 'MYCT']",
37,19.0,,,61.0,6,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`>=-0.5372209983291795 & `CHMAX`>=0.07002924447236375,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'CHMAX']",
38,20.0,CHMIN,-0.6488954805376224,65.4,6,"{'<': np.int64(68), '>=': np.int64(69)}",False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`<-0.24157024958707154 & `MYCT`<0.19910339808025523 & `MMIN`<-0.28759186326057806,"['CACH', 'MMAX', 'CHMAX', 'MYCT', 'MMIN', 'CHMIN']",
39,20.0,CHMIN,-0.4926169878426975,43.0,6,"{'<': np.int64(70), '>=': np.int64(71)}",False,False,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`<-0.24157024958707154 & `MYCT`<0.19910339808025523 & `MMIN`>=-0.28759186326057806,"['CACH', 'MMAX', 'CHMAX', 'MYCT', 'MMIN', 'CHMIN']",
44,23.0,,,277.0,6,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`>=-0.24157024958707154 & `MMIN`>=-0.157039271779854 & `MYCT`<-0.6301619937216039,"['CACH', 'MMAX', 'CHMAX', 'MMIN', 'MYCT']",
45,23.0,,,64.0,6,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`>=-0.4403457207569656 & `CHMAX`>=-0.24157024958707154 & `MMIN`>=-0.157039271779854 & `MYCT`>=-0.6301619937216039,"['CACH', 'MMAX', 'CHMAX', 'MMIN', 'MYCT']",
46,24.0,CHMIN,1.324969829370014,142.0,6,"{'<': np.int64(76), '>=': np.int64(77)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`<0.5981149150314693 & `MYCT`<-0.4537740196384354 & `MMIN`<0.7405348880493069,"['CACH', 'CHMAX', 'MMAX', 'MYCT', 'MMIN', 'CHMIN']",
47,24.0,CHMIN,0.552070762237506,159.5,6,"{'<': np.int64(78), '>=': np.int64(79)}",False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`<0.5981149150314693 & `MYCT`<-0.4537740196384354 & `MMIN`>=0.7405348880493069,"['CACH', 'CHMAX', 'MMAX', 'MYCT', 'MMIN', 'CHMIN']",
50,26.0,MYCT,-0.4933964150560332,137.0,6,"{'<': np.int64(80), '>=': np.int64(81)}",False,True,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`>=0.5981149150314693 & `MMIN`<1.6329200370899182 & `CHMIN`<0.7832798848839828,"['CACH', 'CHMAX', 'MMAX', 'MMIN', 'CHMIN', 'MYCT']",
51,26.0,MYCT,-0.6720290075988193,255.0,6,"{'<': np.int64(82), '>=': np.int64(83)}",False,False,`CACH`>=-2.2468799307890073e-17 & `CHMAX`<0.48517266978757406 & `MMAX`>=0.5981149150314693 & `MMIN`<1.6329200370899182 & `CHMIN`>=0.7832798848839828,"['CACH', 'CHMAX', 'MMAX', 'MMIN', 'CHMIN', 'MYCT']",
60,33.0,,,12.0,7,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`>=-0.6401708507090329 & `MYCT`>=1.0099592444574592 & `CHMAX`<-0.6051029926564127,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
61,33.0,,,20.0,7,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`<-0.40315321303908114 & `MMIN`>=-0.6401708507090329 & `MYCT`>=1.0099592444574592 & `CHMAX`>=-0.6051029926564127,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
62,34.0,,,29.0,7,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`<-0.5372209983291795 & `MYCT`<-0.07111048872175535 & `CHMAX`<-0.00041933679324771683,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
63,34.0,,,30.0,7,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`<-0.5372209983291795 & `MYCT`<-0.07111048872175535 & `CHMAX`>=-0.00041933679324771683,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'MYCT', 'CHMAX']",
66,36.0,,,34.5,7,,False,True,`CACH`<-2.2468799307890073e-17 & `MMAX`<-0.4403457207569656 & `CHMIN`>=-0.40315321303908114 & `MMIN`>=-0.5372209983291795 & `CHMAX`<0.07002924447236375 & `MYCT`<0.6883529140196326,"['CACH', 'MMAX', 'CHMIN', 'MMIN', 'CHMAX', 'MYCT']",
