nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features,childNodeDictionary
1,,safety,,unacc,1,"{'low': np.int64(2), 'high': np.int64(3), 'med': np.int64(4)}",True,False,,['safety'],
2,1.0,maint,,unacc,2,"{'low': np.int64(5), 'med': np.int64(6), 'high': np.int64(7), 'vhigh': np.int64(8)}",False,True,`safety`=='low',"['safety', 'maint']",
3,1.0,persons,,unacc,2,"{'2': np.int64(9), '4': np.int64(10), 'more': np.int64(11)}",False,False,`safety`=='high',"['safety', 'persons']",
4,1.0,persons,,unacc,2,"{'more': np.int64(12), '2': np.int64(13), '4': np.int64(14)}",False,False,`safety`=='med',"['safety', 'persons']",
9,3.0,buying,,unacc,3,"{'med': np.int64(31), 'vhigh': np.int64(32), 'low': np.int64(33), 'high': np.int64(34)}",False,True,`safety`=='high' & `persons`=='2',"['safety', 'persons', 'buying']",
10,3.0,buying,,acc,3,"{'vhigh': np.int64(35), 'high': np.int64(36), 'med': np.int64(37), 'low': np.int64(38)}",False,False,`safety`=='high' & `persons`=='4',"['safety', 'persons', 'buying']",
11,3.0,buying,,acc,3,"{'high': np.int64(39), 'vhigh': np.int64(40), 'med': np.int64(41), 'low': np.int64(42)}",False,False,`safety`=='high' & `persons`=='more',"['safety', 'persons', 'buying']",
12,4.0,buying,,acc,3,"{'vhigh': np.int64(43), 'high': np.int64(44), 'low': np.int64(45), 'med': np.int64(46)}",False,False,`safety`=='med' & `persons`=='more',"['safety', 'persons', 'buying']",
13,4.0,buying,,unacc,3,"{'med': np.int64(47), 'low': np.int64(48), 'high': np.int64(49), 'vhigh': np.int64(50)}",False,True,`safety`=='med' & `persons`=='2',"['safety', 'persons', 'buying']",
14,4.0,lug_boot,,unacc,3,"{'small': np.int64(51), 'big': np.int64(52), 'med': np.int64(53)}",False,False,`safety`=='med' & `persons`=='4',"['safety', 'persons', 'lug_boot']",
