Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,set
F,-0.28326191236463094,-0.2746341116193279,-0.20995914280846814,-0.589478645175162,-0.5805645848811273,-0.40717410630428946,-0.5343411790854419,0.6401523250460832,3176,2
F,0.639818880326494,0.9492714792664944,0.4536759031554975,0.6208145564626704,0.7021019043251704,0.7034714695224402,0.5413373092898575,0.017512898298699675,3676,2
F,0.5139442267777041,0.5413029489712204,0.5642817441494918,0.4879521809827024,0.5946414319674237,0.6481696151244287,0.42928746675076374,-0.29380681507499207,3572,2
F,1.3950668016192325,1.765208539857042,1.2279167901134576,1.7335369511074008,1.6097999367937983,1.675862409354141,1.7552106034633723,0.017512898298699675,4021,2
F,-0.7028440908605967,-0.631606575627693,-0.7629883477784397,-0.8188738403397942,-0.8732228925788209,-0.8910653322868896,-0.7808508326714481,0.3288326116723914,2384,2
M,-0.4091365659134208,-0.22363804533241857,0.12185838017351437,-0.42651463775051396,-0.5531278685344686,-0.660640938961842,-0.16084170395512964,1.2627917517934666,670,2
F,0.975484623123267,1.1532557444141316,0.7854934261374801,0.8823873581888568,0.3134150894141712,0.7357308845879469,1.8187055142355255,0.6401523250460832,496,2
M,0.22023670183052863,0.28632261753667393,0.4536759031554975,0.17240403921777864,-0.06383976035238684,0.3624433674013696,0.43675745625337,0.9514720384197749,3246,2
M,0.22023670183052863,-0.01965378018478135,0.011252539179520606,-0.04245933362873197,-0.5119727940144804,-0.1490987857802361,0.13795787614912025,0.017512898298699675,215,2
F,0.43002779107851086,0.23532655124976462,0.34307006216150315,-0.056991155946853465,-0.03411665097684006,0.11819351047681916,-0.1234917564420984,-0.29380681507499207,1907,2
M,0.8915681874240737,0.7962832804057663,0.34307006216150315,0.9446665966950919,1.2851321266916695,0.8785940084494765,0.5488072987924638,-0.6051265284486839,1016,2
F,-0.19934547666543767,-0.07064984647169065,0.011252539179520606,-0.3351717546080362,-0.4548129682922745,-0.03849507698421339,-0.1234917564420984,-0.6051265284486839,55,2
M,0.26219491968012526,0.28632261753667393,0.12185838017351437,0.30215245277243474,0.6518012576896295,-0.10762239498172749,0.014703049356117085,-0.29380681507499207,851,2
M,1.6048578908672155,1.612220340996314,0.7854934261374801,2.3449114757769407,1.8681623490581685,2.2012300261352498,1.3219512123122101,0.017512898298699675,1049,2
M,-0.8287187444093866,-0.7335987082015111,-0.8735941887724338,-0.8603933326772841,-0.8252086389721681,-0.8081125506898724,-0.7584408641636293,-0.29380681507499207,3153,2
I,0.8076517517248805,0.6432950815450384,0.011252539179520606,0.06964329568249102,0.01618399565870108,-0.1813582008457428,0.43675745625337,-0.29380681507499207,1684,2
F,-0.8287187444093866,-0.7845947744884204,-0.541776665790451,-0.8655832692194703,-0.8800820716654856,-0.9094992837528934,-0.7547058694123262,-0.6051265284486839,135,2
M,-0.1154290409662444,-0.01965378018478135,-0.3205649838024625,-0.27081654148492673,-0.13243155121903386,-0.22744307951075238,-0.4185563417950452,-0.9164462418223756,4034,2
M,0.22023670183052863,0.0823383523890367,0.7854934261374801,0.45473658711271037,-0.12099958607459267,0.4868725397968955,0.4031425034916418,1.5741114651671584,785,2
M,0.43002779107851086,0.38831475011049255,0.12185838017351437,0.11012480071154365,0.10763971681423042,-0.16753273724623993,0.25000771868821403,0.017512898298699675,1903,2
M,0.9335264052736704,1.1532557444141316,0.7854934261374801,0.9737302413313349,1.1159390425539404,0.823292154051465,0.9745967004410198,0.3288326116723914,2946,2
I,-1.5420084478525284,-1.4475436362182408,-1.5372292347363994,-1.3243736595487345,-1.3419334635009084,-1.2920037766724723,-1.2439901818330352,-0.9164462418223756,2554,2
M,-2.0035488441980913,-2.008500365374243,-1.4266233937424053,-1.4624259715708887,-1.3762293589342318,-1.3933905097354935,-1.4680898669112228,-0.9164462418223756,2170,2
I,-0.07347082311664778,-0.12164591275859996,-0.3205649838024625,-0.3310198053742872,-0.1644410536234691,-0.36569771550578084,-0.49699123157241065,-0.6051265284486839,1587,2
M,-0.19934547666543767,-0.07064984647169065,-0.3205649838024625,-0.46803413008800393,-0.39308035651229223,-0.48090991216830475,-0.5268711895828356,-0.29380681507499207,842,2
M,0.5559024446273008,0.38831475011049255,0.011252539179520606,0.22430340463964113,0.0001792444564834458,0.5006980033963984,0.3247076137142766,0.6401523250460832,27,2
F,0.8496099695744771,0.7962832804057663,1.1173109491194633,0.7298032238485814,0.3774340942230417,0.46843858833089164,1.3705061440791508,2.196750891914542,504,2
M,0.22023670183052863,0.031342286102127394,-0.3205649838024625,-0.12965026753746095,-0.4822496846389333,-0.1490987857802361,-0.3102414940072545,1.2627917517934666,308,2
I,-0.3252201302142275,-0.32563017790623716,0.011252539179520606,-0.626846188278903,-0.7131753805566446,-0.5223863029668133,-0.49699123157241065,-0.6051265284486839,771,2
I,-1.583966665702125,-1.6005318350789686,-0.9842000297664282,-1.3243736595487345,-1.2641961005187083,-1.1998340193424535,-1.3560400243721291,-0.6051265284486839,3838,2
M,-1.1224262693565625,-1.090571172209876,-1.0948058707604227,-1.0742187182153575,-0.9738241858499032,-1.0615793833474247,-1.1319403392939416,-0.29380681507499207,438,2
