Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,set
M,-0.9104403240857131,-0.7931531591777495,-0.42420162019850105,-0.8908371681919787,-0.8720038485180849,-0.8808064268073991,-0.7865911500764639,0.6314771449527367,3231,2
F,1.3383462795371452,1.4736231626789242,1.3377145702049686,1.5972650908747381,0.7911431476414648,2.129471212757494,2.507584059576748,3.362007559830311,2199,2
F,-0.16084478954476022,-0.33979789480641504,-0.09384233449785025,-0.73704943134422,-0.8108254167792458,-0.6549203558446429,-0.5717536364034284,-0.27869966000645485,225,2
F,0.8802601195398961,1.2217591269170713,1.668073855905619,1.5575450793710124,0.7299647159026255,0.7649349473498244,3.0804840960381767,1.8450462182316587,2208,2
M,1.005192708630055,0.9698950911552185,0.787115760703884,0.9393387464796912,0.7073060374808332,1.06918965517721,1.2185589775385348,0.9348694132724672,3690,2
I,-0.4939983604518501,-0.33979789480641504,-0.6444411439989346,-0.8460248475211085,-0.9150553375194902,-0.8393171484673009,-0.639785515733223,-0.5820919283261854,3022,2
I,-2.409631393167618,-2.405082988053606,-1.745638763001103,-1.5487635125870254,-1.5019151086439089,-1.493925762277737,-1.4239424406398027,-1.7956610016051073,1430,2
I,-0.035912200454601355,-0.03756105189219163,-0.42420162019850105,-0.3113323849709545,-0.36218358402775963,0.02273785704362546,-0.46433487956691044,0.9348694132724672,561,2
I,-0.8687961277223267,-0.9442715806348613,-1.0849201915998021,-1.0802710692097475,-1.0238169939440929,-1.0605932996144907,-1.073041168307178,-1.1888764649656465,1836,2
M,-0.3274215749983054,-0.3901707019587856,-0.2039620963980672,-0.5730770761621728,-0.49813565455851316,-0.45669380377528546,-0.6863336436957139,-0.5820919283261854,4109,2
I,-0.9104403240857131,-0.9946443877872319,-1.0849201915998021,-0.933612565195991,-0.8765355842024434,-0.9407353844097629,-0.9656224114706602,-0.8854841966459159,918,2
I,0.4221739595426469,0.3654214053267723,-0.2039620963980672,-0.09236309078374873,-0.015505804174338748,0.018127937228059006,-0.2351748649823392,0.02469260831327564,1332,2
F,1.6714998504442347,1.6247415841360349,0.6769959988036677,1.6318927932113194,1.6884268131444369,1.373444363004596,1.8594908933297571,0.6314771449527367,2861,2
M,1.1717694940836,1.2217591269170713,0.8972355226041009,1.356908098185526,1.047186213807717,1.8851454625324722,0.9822377124981955,0.02469260831327564,3467,2
F,1.2134136904469865,1.5239959698312948,1.2275948083047517,1.2764496133446455,1.0449203459655374,1.6362097924918835,0.8963027070289812,2.148438486551389,452,2
