Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
republican,n,n,n,y,y,y,n,n,n,y,n,?,y,y,n,?,89,2
republican,n,n,y,y,y,y,y,n,n,n,n,y,y,y,n,y,204,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,379,2
republican,n,n,n,y,y,n,y,y,y,y,n,y,y,y,n,y,300,2
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,56,2
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,n,55,2
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,?,y,257,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,y,106,2
republican,y,n,n,n,n,n,y,y,y,y,n,n,n,y,n,y,267,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,?,n,y,228,2
republican,n,y,n,y,y,y,n,n,n,n,y,y,y,y,n,n,324,2
republican,n,n,n,y,n,y,y,?,y,n,n,y,y,y,n,y,240,2
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,214,2
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,?,y,141,2
republican,n,?,n,y,y,y,n,n,n,y,n,y,y,y,n,y,111,2
republican,y,y,n,y,y,y,n,n,n,y,n,n,y,y,n,y,416,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,58,2
republican,y,?,n,y,y,y,n,n,n,y,n,y,?,y,n,y,36,2
republican,n,n,n,y,y,y,n,n,n,y,y,y,n,y,n,y,340,2
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,266,2
republican,n,y,y,y,y,y,y,n,y,y,n,y,y,y,n,y,229,2
republican,n,y,n,y,y,y,n,?,n,y,n,y,y,y,n,?,191,2
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,n,126,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,?,?,n,?,14,2
republican,n,n,n,y,y,n,y,y,n,y,n,y,y,y,?,y,273,2
republican,n,?,n,y,y,y,n,n,n,n,n,y,y,y,n,y,225,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,119,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,83,2
republican,n,n,n,y,y,y,y,n,n,y,n,n,n,y,y,y,239,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,158,2
republican,y,n,y,y,n,n,n,y,y,y,n,n,n,y,y,y,355,2
republican,y,n,n,y,y,y,n,n,n,y,n,y,y,y,n,n,347,2
republican,y,y,n,y,y,y,n,?,n,n,y,y,y,y,n,n,155,2
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,148,2
