MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP,sampleNum,set
-0.5807029476191761,1.1846579414038851,0.33919301914584704,0.9689181109361241,-0.4947444922764736,-0.32097464872448733,136,130,2
-0.5336805234368343,0.534876079069845,0.7819645380503746,0.3470996967869647,0.9611278353141685,0.5013917715369444,208,35,2
-0.07689125995122739,-0.5782285024936844,-0.3735176752678795,-0.4129005871731191,-0.4947444922764736,-0.4384555659046918,62,49,2
4.289476699837661,-0.5179588804800923,-0.9971395328798902,-0.6892643267949677,-0.627096522057441,-0.90837923462551,12,122,2
-0.2683397012650479,-0.4633395355302744,-0.9080506960781743,-0.6892643267949677,0.03466362684739623,0.031468102816126255,31,18,2
-0.631084116385971,1.1846579414038851,1.7646144079733002,1.5216455901798216,0.4317197161902986,0.5013917715369444,370,152,2
-0.6613128176460479,1.1846579414038851,1.0519037135595735,0.4161906316924268,0.4317197161902986,0.031468102816126255,173,190,2
1.9383554907205676,-0.6384981245072765,-0.3735176752678795,-0.6892643267949677,-0.4947444922764736,-0.6734174002651009,20,59,2
-0.621007882632612,0.24294509744150822,-0.3735176752678795,0.4161906316924268,1.4905359544380383,0.9713154402577623,51,165,2
1.9719429365650976,-0.4633395355302744,-0.640784185673027,-0.6892643267949677,-0.4947444922764736,-0.8496387760354077,20,47,2
-0.14406615164028722,-0.5782285024936844,-0.7298730224747427,-0.6892643267949677,-0.4947444922764736,-0.7321578588552031,14,201,2
-0.5605504801124581,0.24294509744150822,0.33919301914584704,-0.6892643267949677,-0.4947444922764736,-0.4384555659046918,46,164,2
0.05745852342689226,-0.5782285024936844,-0.9080506960781743,-0.4129005871731191,-0.4947444922764736,-0.6146769416749986,11,182,2
0.25898319849407175,-0.5179588804800923,-0.01716232806101623,-0.48199152207858126,0.16701565662836368,0.5013917715369444,50,75,2
-0.5807029476191761,-0.22791132453968022,-0.3735176752678795,-0.4129005871731191,-0.4947444922764736,-0.6146769416749986,71,38,2
-0.3959719954742616,-0.6384981245072765,-0.9080506960781743,-0.6892643267949677,-0.23004043271453867,-0.32097464872448733,26,67,2
0.25898319849407175,-0.5179588804800923,-0.8189618592764586,-0.6892643267949677,0.16701565662836368,0.5013917715369444,36,73,2
-0.36238454962973166,-0.22791132453968022,-0.7298730224747427,-0.6201733918895056,-0.4947444922764736,-0.6146769416749986,40,139,2
-0.2784159350184069,-0.22791132453968022,1.7646144079733002,0.4161906316924268,-0.4947444922764736,0.2664299371765353,134,88,2
-0.621007882632612,1.1846579414038851,0.33919301914584704,1.5216455901798216,-0.09768840293357123,-0.4384555659046918,100,167,2
2.945978866056465,-0.5782285024936844,-0.9525951144790322,-0.6892643267949677,-0.4947444922764736,-0.8496387760354077,7,102,2
-0.3959719954742616,-0.22791132453968022,-0.3735176752678795,-0.13653684755127046,-0.09768840293357123,-0.08601281436407826,58,185,2
2.274229949165867,-0.4633395355302744,-0.7298730224747427,-0.4129005871731191,-0.4947444922764736,-0.7908983174453054,22,110,2
1.9383554907205676,-0.6384981245072765,-0.3735176752678795,-0.6892643267949677,-0.4947444922764736,-0.6734174002651009,22,61,2
0.25898319849407175,-0.5179588804800923,-0.6853286040738849,-0.6892643267949677,-0.4947444922764736,0.5013917715369444,45,76,2
-0.3590258050452787,-0.22791132453968022,-0.3735176752678795,0.4161906316924268,0.03466362684739623,0.7363536058973534,70,193,2
-0.5807029476191761,-0.22791132453968022,0.33919301914584704,0.1398268920705782,0.16701565662836368,0.031468102816126255,65,136,2
-0.3321558483696547,-0.4633395355302744,-0.3735176752678795,-0.6892643267949677,-0.4947444922764736,-0.4384555659046918,42,204,2
0.5948576569393709,-0.22791132453968022,-0.7298730224747427,-0.6892643267949677,-0.4947444922764736,-0.8496387760354077,32,105,2
-0.5739854584502702,0.24294509744150822,0.33919301914584704,0.4161906316924268,-0.09768840293357123,-0.2034937315442828,130,186,2
-0.5571917355280052,0.24294509744150822,1.0519037135595735,1.5216455901798216,0.9611278353141685,0.031468102816126255,237,94,2
-0.6142903934637061,1.1846579414038851,1.7646144079733002,1.5216455901798216,0.4317197161902986,0.5013917715369444,277,151,2
