MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP,sampleNum,set
-0.5130819602290654,-0.23086805837489252,-0.36121045116191836,-0.21335356844957676,0.19745353820185838,-0.3689351000641816,105,149,1
-0.20622905974255634,-0.23086805837489252,-0.36121045116191836,0.28447142459943564,-0.5174644449428011,-0.20231924842229318,109,180,1
-0.5897951853506925,-0.23086805837489252,0.2620939249282881,0.03555892807492944,0.19745353820185838,-0.10234973743716011,65,136,1
-0.18182030629476587,-0.7402271826818302,-0.8286887332295733,-0.46226606497408296,-0.08851365505600539,-0.1356729077655378,19,16,1
-0.5897951853506925,-0.5759623160354195,-0.6728626392070216,-0.46226606497408296,-0.2314972516849373,-0.46890461104931475,26,39,1
-0.631638762689762,1.839697487588269,0.8853983010184946,4.267071368991535,-0.08851365505600539,-0.3689351000641816,140,168,1
4.466303743120195,-0.6560241838126617,-0.906601780240849,-0.7111785614985892,-0.660448041571733,-0.6355204626912032,12,122,1
-0.5897951853506925,-0.5759623160354195,-0.36121045116191836,-0.46226606497408296,-0.2314972516849373,-0.46890461104931475,36,40,1
-0.44334266466394967,-0.23086805837489252,-0.36121045116191836,0.28447142459943564,-0.5174644449428011,-0.435581440720937,60,141,1
-0.631638762689762,4.600451548872484,1.508702677108701,3.27142138289351,1.6272895044911773,0.430820987816883,510,153,1
2.0602980461237035,-0.7443683137737566,-0.9446233471823516,-0.46226606497408296,-0.5174644449428011,-0.6021972923628255,18,46,1
-0.6630214456940641,1.839697487588269,0.2620939249282881,0.28447142459943564,0.48342073145972214,-0.10234973743716011,132,4,1
0.3865549525609269,-0.5759623160354195,-0.8286887332295733,-0.7111785614985892,-0.5174644449428011,-0.5688741220344478,16,83,1
-0.6734823400288314,1.839697487588269,1.508702677108701,1.2801214106974603,1.0553551179754497,-0.10234973743716011,248,191,1
-0.3980121225466245,-0.8327124437348514,-0.8286887332295733,-0.7111785614985892,-0.2314972516849373,-0.3022887594074263,26,67,1
0.020423650844069607,-0.23086805837489252,-0.6728626392070216,-0.46226606497408296,-0.2314972516849373,-0.435581440720937,34,113,1
-0.5897951853506925,0.4593204569461613,0.2620939249282881,1.2801214106974603,0.05446994157292649,-0.3022887594074263,111,147,1
-0.4503165942204612,-0.8327124437348514,-0.906601780240849,-0.7111785614985892,-0.2314972516849373,-0.3022887594074263,17,66,1
-0.6595344809158082,1.839697487588269,4.001920181469527,3.27142138289351,1.0553551179754497,5.2293575151032705,1150,199,1
0.2819460092132534,-0.8547984762251252,-0.924677607147465,-0.5244941891052095,0.19745353820185838,0.16423562518986143,36,78,1
-0.5897951853506925,-0.23086805837489252,1.508702677108701,0.782296417648448,3.057125470780496,1.097284394384437,208,195,1
-0.5897951853506925,-0.01690961862536582,-0.16798609457395436,0.2222433004683091,1.0553551179754497,0.16423562518986143,63,33,1
0.1075977703004642,-0.5759623160354195,0.2620939249282881,-0.6800644994330259,-0.5174644449428011,-0.3689351000641816,50,175,1
0.2819460092132534,-0.788540378754304,-0.04955826311681514,-0.5244941891052095,-0.5174644449428011,0.16423562518986143,53,77,1
2.0602980461237035,-0.5759623160354195,-0.5949495921957458,-0.7111785614985892,-0.5174644449428011,-0.6021972923628255,20,47,1
0.6306424870388317,-0.5759623160354195,-0.7507756862182974,-0.7111785614985892,-0.5174644449428011,-0.5688741220344478,38,10,1
-0.6246648331332504,1.839697487588269,1.508702677108701,1.2801214106974603,0.48342073145972214,0.16423562518986143,277,151,1
-0.6769693048070872,-0.23086805837489252,-0.04955826311681514,-0.21335356844957676,-0.2314972516849373,-0.46890461104931475,66,119,1
-0.6630214456940641,1.839697487588269,1.508702677108701,0.28447142459943564,0.48342073145972214,0.430820987816883,220,2,1
0.35168530477836907,-0.7443683137737566,-0.8286887332295733,-0.5867223132363361,-0.5174644449428011,-0.5355509517060701,69,25,1
-0.35965550998581086,-0.23086805837489252,-0.36121045116191836,0.28447142459943564,0.05446994157292649,0.2975283065033722,70,193,1
-0.20622905974255634,-0.7443683137737566,-0.8286887332295733,-0.6489504373674626,-0.2314972516849373,-0.3689351000641816,32,177,1
-0.6769693048070872,-0.23086805837489252,-0.04955826311681514,-0.46226606497408296,-0.5174644449428011,-0.5022277813776924,49,118,1
2.0254283983411456,-0.8327124437348514,-0.36121045116191836,-0.7111785614985892,-0.5174644449428011,-0.5022277813776924,16,60,1
-0.502621065894298,-0.23086805837489252,-0.36121045116191836,-0.46226606497408296,-0.2314972516849373,0.16423562518986143,62,70,1
0.2819460092132534,-0.6560241838126617,-0.6339061157013837,-0.7111785614985892,-0.5174644449428011,0.16423562518986143,45,76,1
-0.38057729865534556,-0.5759623160354195,-0.04955826311681514,-0.21335356844957676,-0.5174644449428011,-0.5688741220344478,60,55,1
-0.27596835530767205,-0.23086805837489252,1.508702677108701,0.28447142459943564,-0.5174644449428011,1.1639307350411923,189,91,1
-0.6734823400288314,1.839697487588269,0.8853983010184946,0.28447142459943564,0.48342073145972214,-0.10234973743716011,173,190,1
2.3741248761667237,-0.7443683137737566,-0.906601780240849,-0.7111785614985892,-0.5174644449428011,-0.5688741220344478,11,108,1
2.3741248761667237,-0.5759623160354195,-0.6728626392070216,-0.5867223132363361,-0.5174644449428011,-0.5688741220344478,18,109,1
-0.5897951853506925,-0.23086805837489252,-0.36121045116191836,-0.46226606497408296,-0.5174644449428011,-0.46890461104931475,71,38,1
-0.3980121225466245,-0.23086805837489252,-0.36121045116191836,-0.21335356844957676,-0.08851365505600539,-0.16899607809391548,58,185,1
2.0254283983411456,-0.8327124437348514,-0.36121045116191836,-0.7111785614985892,-0.5174644449428011,-0.5022277813776924,12,57,1
