Class Name,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,sampleNum,set
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,38,2
republican,n,y,n,y,y,y,n,n,y,y,n,y,y,y,n,y,231,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,119,2
republican,y,?,n,y,y,y,y,y,n,n,n,y,?,y,?,?,188,2
republican,n,n,n,y,y,y,y,y,y,y,n,y,y,y,?,y,141,2
republican,n,y,n,y,?,y,n,n,n,y,n,y,y,y,n,n,399,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,y,y,n,n,61,2
republican,n,y,n,y,y,y,n,n,n,n,n,y,?,?,n,?,14,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,y,278,2
republican,n,n,n,y,y,y,n,n,n,y,n,y,n,y,n,y,206,2
republican,n,n,n,y,y,y,n,n,n,y,n,y,y,y,n,y,133,2
republican,n,n,n,y,y,n,n,n,n,n,n,y,n,y,n,n,256,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,?,n,?,15,2
republican,y,y,n,y,y,y,n,n,n,y,n,y,y,y,n,y,150,2
republican,n,n,n,y,y,y,n,n,n,n,n,y,y,y,n,n,83,2
republican,n,y,n,y,y,y,?,?,n,n,?,?,y,?,?,?,377,2
republican,n,n,y,y,y,y,y,n,n,n,n,y,y,y,n,y,204,2
republican,n,y,n,y,y,y,n,n,n,y,y,y,y,y,n,y,56,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,?,304,2
republican,n,n,n,y,n,y,y,?,y,n,n,y,y,y,n,y,240,2
republican,n,y,n,y,y,y,n,n,n,y,n,y,y,y,n,n,158,2
republican,n,y,n,y,y,y,n,?,n,n,?,?,?,y,n,?,400,2
republican,y,y,n,y,y,y,n,n,n,n,y,n,y,y,n,y,364,2
republican,n,y,n,y,y,y,y,y,n,n,y,y,y,y,y,y,314,2
republican,n,n,y,y,y,y,y,n,n,y,y,y,y,y,n,y,353,2
