Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,set
M,-0.2637828169752598,-0.25232454768447077,-0.11276219077961139,-0.4244019141061283,-0.7419258449999533,-0.5534963780586173,0.12770774865712778,1.268817825692536,2187,1
I,0.30612254138447625,0.19290704595940494,-0.36756357116193855,-0.38191116874667513,-0.3789709750275731,-0.4068383087631559,-0.23165376559115966,-0.2963634726481014,3770,1
M,-1.2814709569033604,-1.2911982661868475,-0.8771663319265924,-1.232737760349059,-1.2295768666192866,-1.1223519195682852,-1.2019298540615355,-0.2963634726481014,299,1
F,-0.9965182777234921,-1.043847380829139,-1.1319677123089193,-1.0010620296987072,-0.9846379973127721,-0.8468125166495398,-1.0222490969373916,-0.2963634726481014,300,1
M,1.364518206909701,1.1328404103186986,0.9064433307496957,1.8185024302250072,1.4669774127460666,1.8152536502589844,1.8885791684737354,0.642745306356281,2621,1
M,0.753905322952841,0.5886684625317389,0.14203918960271505,0.49218416436207607,0.6430921250787005,0.7708704295185785,0.10255244265974764,0.01667278702002605,1804,1
F,0.0211698622046087,0.09396669181632133,0.01463849941155218,-0.4375538114792923,-0.3388900691410526,-0.6068265850751486,-0.42570898328523477,-0.6093997323162289,3489,1
I,-1.5257161104861046,-1.5880193286160984,-1.6415704730735732,-1.3490814678808951,-1.2830180744679804,-1.2823425406178792,-1.381610611185679,-0.9224359919843564,3405,1
M,-0.9151032265292444,-0.9449070266860554,-0.6223649515442653,-0.9181039078064414,-0.7352456940188665,-1.0645775286337096,-1.0006874060824944,-0.2963634726481014,1443,1
I,-1.3628860080976086,-1.390138620329931,-1.2593684025000829,-1.2367844980023401,-1.0982005639912469,-1.2556774371096138,-1.3384872294758845,-0.6093997323162289,2818,1
I,0.22470749019022904,0.19290704595940494,0.01463849941155218,-0.15529386016292485,-0.1139916527777983,-0.17574074502485335,-0.08790915989184461,-0.2963634726481014,1318,1
I,-1.9734988920544692,-1.9837807451884326,-1.7689711632647365,-1.4856588636791375,-1.4366615470329758,-1.4067796903231193,-1.5037935260300967,-1.5485085113206114,2502,1
I,-0.6301505473493759,-0.6975561413283464,-0.36756357116193855,-0.8877533754068319,-0.8710754306342972,-1.0201356894532667,-0.7742896521060734,-0.6093997323162289,3020,1
I,-0.4673204449608801,-0.5986157871852634,-0.24016288097077496,-0.7633161925684333,-0.8109540718045165,-0.7623730222066984,-0.6988237341139332,0.32970904668815354,652,1
M,-0.8743957009321204,-0.6975561413283464,-0.36756357116193855,-0.7967017782080037,-0.8977960345586442,-0.6423800564195029,-0.706010964398899,0.32970904668815354,2389,1
I,-0.5487354961551278,-0.5491456101137215,0.01463849941155218,-0.7076735498358161,-0.6706709012016946,-0.4601685157796873,-0.9144406426629054,0.9557815660244086,583,1
