Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,set
F,0.7953079754585395,0.9280995165975297,0.7918681766260133,0.641126459518272,0.8473441324978577,0.339456457108313,0.6639979888897847,0.012700828795437925,2996,1
F,0.5098609859237576,0.4318261430824986,0.7918681766260133,0.08315544546163248,-0.10897151073015232,-0.1575635145158195,0.2262798935080971,3.7036721187391572,351,1
I,-1.89604935444083,-1.950286049789651,-1.751791421878538,-1.428057640910018,-1.3744217456062868,-1.4155078674760135,-1.4818882835911718,-1.5252038753477786,1992,1
M,-0.1425892758700285,-0.06444723043253239,-0.2255956627758074,-0.12545983528584115,-0.2379629230725352,0.06675523373931992,-0.14738189523236805,0.3202817696240812,2347,1
M,-0.6319269722153683,-0.6103479412990671,-1.243059502177628,-0.8930442893279807,-0.9518636706915847,-0.9448783368230738,-0.8057383801560445,0.012700828795437925,739,1
M,0.02052328957841826,-0.01481989308102923,-0.2255956627758074,-0.21629232594622436,-0.13565938914581774,0.14152814982436648,-0.44987000992703025,-0.6024610528618486,2112,1
M,-0.6727051135774801,-0.8584846280565823,-0.47996162262626274,-0.7393277666719476,-0.5048417072291892,-0.7865356909959165,-0.965879146759101,-0.6024610528618486,1447,1
I,0.22441399638897672,0.08443478162197653,-0.09841268285057972,-0.03462734462545796,-0.2602028217522564,0.17671540445262368,0.2974535675539,0.6278627104527245,3326,1
I,-0.4688144067669216,-0.5110932665960608,-0.47996162262626274,-0.6574787091538,-0.5315295856448546,-0.7249579953964664,-0.69897786908734,-0.6024610528618486,3642,1
I,-1.1212646685607082,-1.255503326868607,-0.9886935423271727,-1.100661410837428,-1.0074634173908876,-1.0592369143649096,-1.1794001688965094,-0.6024610528618486,2042,1
I,-1.2435990926470433,-1.3051306642201101,-1.3702424821028554,-1.242400022637147,-1.1609187182809637,-1.103220982650231,-1.1260199133621573,-1.2176229345191352,3846,1
I,-1.16204280992282,-1.2058759895171045,-1.243059502177628,-1.190495742259785,-1.1409028094692144,-1.252766814820324,-1.143813331873608,-0.9100419936904919,3532,1
M,0.10207957230264164,0.1340621189734797,0.1559532769998749,-0.07155923643242688,-0.12009146007001291,0.06675523373931992,0.08393254541649126,0.012700828795437925,381,1
I,0.3059702791132001,0.1340621189734797,0.028770297074647955,0.02027141346598239,0.2535388377493025,0.2866755751659272,-0.271935824812523,-0.6024610528618486,4113,1
M,1.0399768236312097,1.1266088660035423,1.3006000963269233,1.0334030400625647,0.7205767100234473,1.0959824316158422,1.4824952404165175,1.8581864737672975,142,1
I,0.8360861168206511,0.5807081551370081,0.4103192368503303,0.2897744077330535,0.2090590403898604,0.027169572282530564,0.7956692858745197,1.2430245921100112,2396,1
I,0.18363585502686502,0.233316793676486,0.028770297074647955,-0.27917635794187423,-0.4247780719821929,-0.35989022862829817,0.08393254541649126,-0.29488011203320535,1879,1
M,-0.1833674172321402,-0.06444723043253239,-0.35277864270103504,-0.30812297584463383,-0.09340358165434749,-0.5402249085981163,-0.3964897543926781,-0.9100419936904919,960,1
F,0.7953079754585395,0.8784721792460265,0.7918681766260133,0.46944307057776774,0.0667236888396448,0.27787876150886287,0.7244956118287171,0.3202817696240812,1932,1
I,-0.7134832549395917,-0.6103479412990671,-0.60714460255149,-0.8161860279999642,-0.6004732715519902,-0.949276743651606,-0.94096836084307,-0.9100419936904919,1082,1
M,-0.1833674172321402,-0.01481989308102923,0.028770297074647955,-0.4219131289796193,-0.5159616565690498,-0.4038742969136197,-0.2363489877896217,-0.29488011203320535,213,1
F,1.4885363786144374,1.4740002274640644,1.5549660561773786,1.2809465310930594,0.5092976725660959,1.2499266706144674,2.0056217446531686,2.7809292962532273,3319,1
F,0.9991986822690979,0.729590167191517,1.3006000963269233,1.0863054796779525,1.4923011942097717,0.9596318199313455,0.7956692858745197,0.6278627104527245,1716,1
M,-2.2630526266998348,-2.2480500738986695,-1.8789744018037657,-1.5238809277605323,-1.4789492694009763,-1.4770855630754633,-1.5530619576369746,-1.8327848161764217,3906,1
M,-0.4280362654048104,-0.36221125454155134,-0.2255956627758074,-0.6075707472524907,-0.693880846006819,-0.4258663310562804,-0.521043683972833,-0.9100419936904919,98,1
M,0.5098609859237576,0.531080817785505,0.2831362569251026,0.75691293112931,0.9963514536519894,0.3042692024800558,0.6035003659508522,0.012700828795437925,3125,1
M,0.06130143094052995,0.03480744427047337,0.028770297074647955,-0.14442486080833888,-0.03335585521910053,-0.0871890052593051,-0.1972034670644301,-0.6024610528618486,1784,1
