Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,set
F,0.42028223764840106,0.514809815411614,1.2869969194587714,0.321352110499917,0.13647103955560747,0.5405136369328267,0.6870535665474078,0.9388437187963371,156,1
I,0.05688175630565955,0.07518544348638134,-0.7395741176252566,-0.5115203443564565,-0.4787829167950731,-0.5161701972160757,-0.35602469808680054,-0.2810690760004584,1299,1
M,0.3395265751277916,0.5636569678477509,0.2737114009167572,0.588387498290578,0.0703147001630611,1.517280206314165,0.6179755357769303,1.8537783148939337,3389,1
I,-0.912186193941653,-0.7552161479279458,-0.8662348074430084,-0.9870220200134326,-0.9198251794120484,-0.9557151534376781,-0.9017411411735718,-0.8910254733988562,3885,1
M,-0.6295413751195201,-0.5598275381833986,0.02039002128125422,-0.47975405287206563,-0.6993040481035607,-0.20982068227374687,-0.34911689500975285,1.243821917495536,2460,1
I,-2.8906999256965817,-2.8556437026818333,-3.1461272241625395,-1.6233405463101378,-1.5681573054590021,-1.5861735754929056,-1.627060464263584,-1.8059600694964528,2169,1
I,-0.5487857125989106,-0.7552161479279458,-0.9928954972607599,-0.9135624709557787,-0.013483329734164273,-0.924636217139181,-0.9017411411735718,-0.5860472746996573,1264,1
I,-0.26614089377677813,-0.21789747113043986,-0.4862527379897532,-0.4787613562631785,-0.39719009821093265,-0.6138468541542096,-0.4354644334728496,-0.2810690760004584,3955,1
I,-2.931077756956886,-2.8067965502456964,-2.6394844648915328,-1.6104354903946039,-1.5593364602066626,-1.5728540313649781,-1.627060464263584,-1.500981870797254,239,1
I,-2.244654625531707,-2.2206307210120535,-1.8795203259850222,-1.5111658295058823,-1.460101951117843,-1.4973766146400564,-1.5130817134922965,-1.8059600694964528,1058,1
F,-0.46803005007830123,-0.5598275381833986,-0.35959204817200136,-0.6951692170005914,-0.5780174258838925,-0.6715648787085614,-0.9051950427120957,-1.1960036720980551,944,1
M,-2.0427654692301838,-2.0740892637036428,-1.7528596361672704,-1.4416770668837773,-1.3873299777860424,-1.4529781342136323,-1.4129185688751043,-0.8910254733988562,2149,1
F,0.01650392504535484,-0.07135601382202898,-0.2329313583542495,-0.2633461921346527,-0.21856798185105772,-0.449572476576439,-0.12115939346717752,-0.2810690760004584,3120,1
I,0.13763741882626898,0.17287974835865524,-0.2329313583542495,-0.03304057887281879,0.028415685214448417,-0.400734148107372,0.037720077304920364,0.32888732139793936,2894,1
M,-0.46803005007830123,-0.5109803857472616,-0.35959204817200136,-0.6088046120274037,-0.6993040481035607,-0.41405369223529936,-0.659968033476901,0.9388437187963371,2440,1
M,-1.92163197544927,-1.878700653959095,-1.6261989463495188,-1.4416770668837773,-1.409382090916891,-1.4085796537872077,-1.419826371952152,-1.500981870797254,3358,1
I,-0.427652218817997,-0.07135601382202898,0.527032780552261,-0.6395782069029073,-0.8801313757765207,-0.964594849522963,-0.29385447039337087,1.243821917495536,3346,1
I,-2.2042767942714026,-2.2206307210120535,-1.8795203259850222,-1.4923045939370252,-1.4402550493000794,-1.44853828617099,-1.5130817134922965,-1.8059600694964528,3428,1
I,-0.9525640252019574,-1.0482990625447675,-0.4862527379897532,-1.0088613454089512,-1.034496167692462,-0.9912339377788176,-0.9017411411735718,-0.8910254733988562,217,1
M,0.2183930813468784,0.17287974835865524,0.527032780552261,0.27370267327333064,-0.3200077022529621,-0.3785349078941598,1.6541459973340906,3.073691109690729,3140,1
M,0.7433048877308387,0.7101984251561613,1.1603362296410196,0.7710436743258254,0.6061810492426861,1.1842916031159816,0.6179755357769303,0.023909122698740484,3780,1
F,-1.1948310127637856,-1.1459933674170415,-1.499538256531767,-1.0922478605554775,-0.9727502509260854,-0.9690346975656055,-1.1089752334850038,-0.8910254733988562,2117,1
M,1.6316171754575415,1.5894471690066254,1.2869969194587714,3.4106239573569304,3.128942791411785,2.6760805454438437,3.346557751210786,1.243821917495536,165,1
F,0.5817935626896199,0.8567398824645721,2.4269431278185367,1.0599183875120053,0.6414644302520439,0.33184077892863173,1.9304581204160003,0.9388437187963371,2212,1
I,-1.638987156627137,-1.6344648917784106,-1.3728775667140152,-1.3920422364394165,-1.321173638393496,-1.3775007174887106,-1.3991029627210088,-1.1960036720980551,3524,1
I,0.2183930813468784,0.07518544348638134,0.14705071109900536,-0.10054394827714949,0.05267300965838208,-0.19206129010317705,-0.13152109808274914,-0.5860472746996573,1614,1
M,0.09725958756596427,0.27057405323092915,0.02039002128125422,0.08310492436698538,0.054878220971466954,0.4206377397814808,-0.1453367042368446,-0.5860472746996573,979,1
I,-0.22576306251647343,-0.21789747113043986,-0.35959204817200136,-0.4906737155698251,-0.3773431963931687,-0.5161701972160757,-0.5218119719359462,-0.5860472746996573,2299,1
M,-0.145007399995864,-0.12020316625816595,-0.10627066853649764,-0.47776865965429116,-0.32221291356604703,-0.44513262853379654,-0.38365591039499153,0.6338655200971383,2017,1
I,-1.275586675284395,-1.3413819771615887,-0.8662348074430084,-1.224276509537477,-1.1888609596084032,-1.1910270996977277,-1.2264078857948153,-1.1960036720980551,3433,1
F,0.7433048877308387,1.1009756446452568,0.2737114009167572,1.0152470401120803,1.1817412019578388,0.700348166467955,0.7215925819326461,0.023909122698740484,868,1
F,0.9451940440323623,0.905587034900709,0.7803541601877646,0.5715116559394955,0.5929497813641768,0.7358669508090946,0.548897505006453,0.6338655200971383,3619,1
I,0.5414157314293152,0.514809815411614,-0.35959204817200136,-0.15315686854817184,-0.1193334727622382,-0.28085825095602607,-0.017542347311461575,-0.2810690760004584,2914,1
I,-0.5084078813386059,-0.5598275381833986,-0.7395741176252566,-0.7239574186583205,-0.6551998218418633,-0.7337227513055556,-0.7117765565547589,-0.8910254733988562,2012,1
F,1.2278388628544952,1.149822797081394,0.4003720907345091,1.2832751245116285,1.1773307793316692,1.4107238532907467,1.2396778127112265,-0.2810690760004584,887,1
F,-0.5084078813386059,-0.31559177600271376,-0.4862527379897532,-0.6763079814317343,-0.6199164408325052,-0.8313994082436895,-0.48727295655070746,-0.8910254733988562,3886,1
F,0.01650392504535484,0.17287974835865524,0.527032780552261,0.006667285482669854,-0.028919808925758423,0.28300245045956474,0.03081227422787262,-0.2810690760004584,49,1
F,-0.10462956873555929,-0.36443892843885073,1.7936396787297781,0.6965914286592845,0.6480800641912987,0.9800585931544289,0.707776975778551,-0.2810690760004584,2982,1
M,1.0259497065529717,1.149822797081394,0.9070148500055158,1.2693773719872077,1.3846206427616476,1.1842916031159816,1.0946139480932242,0.32888732139793936,880,1
M,0.8644383815117529,0.905587034900709,1.1603362296410196,1.0519768146409076,0.9590148593362664,1.1620923629027695,0.990996901937508,0.023909122698740484,2533,1
M,0.9451940440323623,0.7590455775922982,0.2737114009167572,0.527833005148458,0.6987999243922507,0.35847986718448643,0.5316279973138336,0.023909122698740484,2798,1
M,0.2587709126071831,0.514809815411614,0.527032780552261,0.05530941931814334,-0.11712826144915331,0.10540852875386696,0.2380463665393049,0.023909122698740484,3767,1
F,-0.5084078813386059,-0.2667446235665768,-0.2329313583542495,-0.38346248181000575,-0.26928784205200995,-0.25865901074281383,-0.5563509873211849,0.32888732139793936,265,1
I,-0.7910527001607389,-0.657521843055672,-0.9928954972607599,-0.9155478641735532,-0.9308512359774729,-0.8447189523716169,-0.8672021257883331,-0.5860472746996573,2874,1
M,0.6625492252102293,0.8078927300284351,1.0336755398232678,0.6648251371748936,0.4231485102566414,0.9622992009838591,0.9253727727055545,-0.2810690760004584,2924,1
M,0.5010379001690105,0.465962662975477,0.4003720907345091,0.5973217677705629,0.839933448429683,0.3673595632697713,0.4452804588507368,0.6338655200971383,4008,1
F,0.6221713939499246,0.6613512727200243,1.0336755398232678,0.6548981710860212,0.6613113320698081,0.7625060390649493,0.548897505006453,2.4637347122923314,2270,1
M,0.702927056470534,0.7101984251561613,0.02039002128125422,0.3948116595575708,0.33714526904633113,0.7092278625532399,0.20350735115406618,-0.5860472746996573,1922,1
F,0.7433048877308387,0.6613512727200243,0.4003720907345091,0.34120604267766136,0.3812494953080287,0.1009686807112245,0.3382095111564968,0.023909122698740484,1369,1
I,-0.46803005007830123,-0.8040633003640828,0.02039002128125422,-0.14025181263263814,0.004158360770514753,-0.24977931465752892,-0.2178686365458459,0.023909122698740484,1773,1
F,-0.26614089377677813,-0.36443892843885073,0.02039002128125422,-0.4906737155698251,-0.5206819317436858,-0.5916476139409973,-0.3145778796245141,0.023909122698740484,2189,1
