MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP,sampleNum,set
2.387561618652479,-0.7105661998826472,-0.9168300592468573,-0.6096934421105434,-0.696458500053469,-0.5816201322345421,11,108,1
-0.7207469873832155,-0.47027180930997675,-0.7852340436970431,2.579026442387755,1.9195075733180975,0.19331426168718377,274,30,1
2.387561618652479,-0.2624984640779684,-0.6731337341546088,-0.6096934421105434,-0.22082830489500233,-0.44072296970331926,37,111,1
-0.45432053543729883,-0.5636192542692848,-0.34820530069827743,-0.025500486171923867,-0.45864340247423563,-0.44072296970331926,26,132,1
-0.5537864108304411,0.3397431163046646,0.30165156621438527,0.948154440392442,0.9682471830011642,-0.08848006337526203,143,148,1
-0.31222642773280995,-0.2624984640779684,1.6013653000397108,0.16923049914094934,-0.696458500053469,0.052417099155960864,134,88,1
0.6113852723463679,-0.5636192542692848,-0.7543658425186917,-0.6096934421105434,-0.696458500053469,-0.5816201322345421,38,10,1
-0.6745664023792566,1.5442262770699304,0.951508433127048,3.284926264146921,0.016986792684230995,-0.3702743884377078,140,168,1
-0.63193817006791,-0.2624984640779684,0.30165156621438527,-0.025500486171923867,0.49261698784269764,-0.08848006337526203,54,135,1
-0.5999669958343999,1.5442262770699304,0.30165156621438527,0.948154440392442,1.9195075733180975,0.19331426168718377,188,189,1
-0.3370928965810955,-0.5636192542692848,-0.023276867241946064,-0.39062108363356113,-0.22082830489500233,-0.2293772259064849,72,44,1
2.387561618652479,-0.5636192542692848,-0.6731337341546088,-0.5123279494541069,-0.696458500053469,-0.5816201322345421,18,109,1
-0.5431293527526044,0.038622326113348086,-0.34820530069827743,-0.4149624567976703,-0.22082830489500233,1.038697236874521,64,71,1
0.25615000308514563,-0.8069248527438686,-0.9356759083873245,-0.4636452031258886,0.49261698784269764,0.19331426168718377,36,78,1
-0.4365587719742377,-0.2624984640779684,-0.34820530069827743,-0.22023147148479708,0.016986792684230995,-0.15892864464087347,58,185,1
-0.2411793738805655,-0.2624984640779684,-0.34820530069827743,0.16923049914094934,-0.696458500053469,-0.1941529352736792,109,180,1
-0.63193817006791,-0.2624984640779684,0.30165156621438527,-0.4149624567976703,-0.22082830489500233,-0.47594726033612494,40,41,1
