Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,Sex_I,Sex_M,estimate,portion_to_leave,error_threshold
-2.0049799431043915,-2.2796188467020873,-0.9526591357224851,-1.2011793236374766,-1.175269924141964,-1.106002940832273,-1.1920408220938374,-1.5110182656313051,1764,True,False,-0.9679693388577795,0.25,0.5
0.024106027337465353,0.1735744425496949,0.384908159088451,0.01415244372791568,-0.010779149940832605,0.29507600077664314,0.032882928119411244,-0.28814426340000904,49,False,False,0.4313060551984048,0.25,0.5
0.42992322142583617,0.27170217411976627,0.0027460748567551775,0.034273830604826167,0.19869404541836533,0.09364292610443481,-0.12856833981700544,-0.28814426340000904,1138,False,True,0.13486013771708422,0.25,0.5
-1.0310186772923002,-1.0039583362911606,-0.6660375725487131,-1.0955420425336968,-1.0964359258885026,-1.0836214880909165,-1.023569933812359,-0.5938627639578331,1247,True,False,-0.6178305572901772,0.25,0.5
-1.1933455549276488,-1.5927247257115882,-0.761578093606637,-0.8742067868876815,-0.859933931128118,-0.8016151835498248,-0.8972167676012504,-1.2052997650734811,1765,True,False,-0.6289557365722451,0.25,0.5
0.47050494083467337,0.27170217411976627,0.1938271169726028,0.12683221023861418,0.027511649210848737,0.10707179774924871,0.07851046036231167,-1.2052997650734811,3982,True,False,0.21142929013642062,0.25,0.5
-1.1933455549276488,-1.3474053967864097,-0.0927944462011689,-0.4657426332863991,-0.38242514170715103,-0.44351193968812086,-0.5111376486228624,-0.8995812645156571,1766,False,False,-0.07241272982538535,0.25,0.5
0.9980672931495566,0.8114046977551583,0.9581512854359949,0.9618697656303987,0.5500684376337936,1.5752950975822342,0.7348449626255708,2.463322241620407,3918,False,False,0.3787728777141225,0.25,0.5
0.5110866602435106,0.5170215030449448,0.09828659591467873,0.03628596929251721,-0.08060354839389833,-0.12121902021258742,0.383863945372491,0.017574237157814955,2775,True,False,0.22532074955471168,0.25,0.5
1.119812451376068,0.9585962951102653,1.149232327551843,1.613802700442298,0.5838544368852772,1.0426165223379498,2.595044354066894,2.463322241620407,2210,False,True,1.504457523701423,0.25,0.5
-0.9092735190657891,-0.9058306047210891,-0.761578093606637,-1.0633478235306402,-1.0491355269364255,-1.1015266502840018,-0.9849620219145202,-0.5938627639578331,2731,True,False,-0.538299335408412,0.25,0.5
-0.5440380443862546,-0.4151919468707328,-0.8571186146645611,-0.6327501443647559,-0.5964031369665466,-0.7120893725843987,-0.6339810046614405,1.546166739946935,0,False,True,-0.3209467566393084,0.25,0.5
1.2821393290114167,1.1057878924653723,0.8626107643780708,1.4337162878939491,1.088392025707431,1.9199694697991243,1.5245522514450007,0.017574237157814955,3826,False,False,0.9178882631399834,0.25,0.5
1.6473748036909504,1.5964265503157282,0.9581512854359949,3.02229978182603,4.0367835603868905,3.2270463098943436,1.9632785230113505,-0.28814426340000904,2811,False,True,0.5672768320588223,0.25,0.5
-1.558581029607183,-1.5927247257115882,-1.0481996567804088,-1.322913714242785,-1.312666321097997,-1.289530853311396,-1.3008449374422921,0.323292737715639,3364,False,True,-0.5384553963979922,0.25,0.5
-1.1527638355188117,-1.2002137994313034,-0.9526591357224851,-1.2031914623251676,-1.154998324591074,-1.2671494005700397,-1.142903479678406,-0.8995812645156571,3532,True,False,-0.694847745253608,0.25,0.5
-0.868691799656952,-0.8077028731510177,-0.761578093606637,-1.0371900205906561,-0.9815635284334585,-1.0567637448012888,-1.0095306931222359,-0.8995812645156571,1556,True,False,-0.6946884891439046,0.25,0.5
0.3487597826081618,0.2226383083347306,-0.188334967259093,-0.08947269868817322,-0.03330314944182163,0.0712614733630783,-0.19174492292255987,-0.28814426340000904,2661,False,True,0.0682062787819202,0.25,0.5
0.42992322142583617,0.41889377147487333,0.5759892012042991,0.20731775774625613,0.004987649709859712,0.3040285818731857,0.1381772332953353,0.934729738831287,2425,True,False,0.3516499732655766,0.25,0.5
0.5110866602435106,0.41889377147487333,0.09828659591467873,0.31194896950619067,0.5748448370848815,0.5502245620281071,-0.14260758050712863,-0.28814426340000904,3497,False,False,-0.0675396429678521,0.25,0.5
-0.8281100802481148,-1.0039583362911606,-0.570497051490789,-1.1035905972844609,-1.1842795239423596,-0.9135224472566071,-1.0165503134672975,-0.28814426340000904,2414,True,False,-0.4131759715648634,0.25,0.5
1.079230731967231,1.2039156240354438,0.9581512854359949,1.2063446161848608,0.6131356362365629,1.2306207253653445,2.279161438539122,2.463322241620407,3279,False,False,1.3810234758033129,0.25,0.5
0.5516683796523477,0.41889377147487333,0.384908159088451,0.3411249804777107,0.3969052410270685,0.29955229132491445,0.42598166744286065,-0.28814426340000904,4045,False,True,-0.008236694436819856,0.25,0.5
0.8763221349230451,0.713276966185087,0.09828659591467873,0.36828885276154,0.3000520431728157,0.5054616565453941,0.454060148823107,0.629011238273463,484,False,True,0.2288083076032044,0.25,0.5
0.42992322142583617,0.5170215030449448,0.1938271169726028,0.19826313365164652,-0.10763234779508515,0.2368842236491162,0.40843261658020663,-0.28814426340000904,3773,False,False,0.5173308090539153,0.25,0.5
-0.3817111667509064,-0.4642558126557685,-0.761578093606637,-0.8047880021623405,-0.722537534172085,-0.7299945347774839,-0.9007265777737812,-0.8995812645156571,1570,False,True,-0.25584212980745585,0.25,0.5
1.0386490125583938,1.154851758250408,0.48044868014637504,0.824038265523562,1.3068748208670242,0.608416339155634,0.4224718572703298,-0.28814426340000904,3739,False,False,0.05042826584911475,0.25,0.5
-0.3411294473420692,-0.26800034951562574,-0.0927944462011689,-0.6045802027370812,-0.7067707345213927,-0.36741500036750874,-0.5637848012108244,1.240448239389111,3265,False,True,0.0865750104074321,0.25,0.5
