nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,MMIN,-1.1895246692412391e-17,117.27380952380952,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['MMIN']
2,1,CACH,-0.37777148894143275,46.52459016393443,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`MMIN`<-1.1895246692412391e-17,"['MMIN', 'CACH']"
3,1,MMAX,1.1263159848691842,304.9130434782609,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`MMIN`>=-1.1895246692412391e-17,"['MMIN', 'MMAX']"
4,2,MMAX,-0.5705397989651527,30.348837209302324,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`MMIN`<-1.1895246692412391e-17 & `CACH`<-0.37777148894143275,"['MMIN', 'CACH', 'MMAX']"
5,2,CHMAX,-0.16063842533629308,85.16666666666667,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`MMIN`<-1.1895246692412391e-17 & `CACH`>=-0.37777148894143275,"['MMIN', 'CACH', 'CHMAX']"
6,3,CHMIN,0.3530056038474506,139.23076923076923,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`MMIN`>=-1.1895246692412391e-17 & `MMAX`<1.1263159848691842,"['MMIN', 'MMAX', 'CHMIN']"
7,3,CHMAX,1.3963716862514943,520.3,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`MMIN`>=-1.1895246692412391e-17 & `MMAX`>=1.1263159848691842,"['MMIN', 'MMAX', 'CHMAX']"
8,4,CHMIN,-0.37611149347253076,25.448275862068964,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`MMIN`<-1.1895246692412391e-17 & `CACH`<-0.37777148894143275 & `MMAX`<-0.5705397989651527,"['MMIN', 'CACH', 'MMAX', 'CHMIN']"
9,4,CHMAX,-0.28530566953899905,40.5,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`MMIN`<-1.1895246692412391e-17 & `CACH`<-0.37777148894143275 & `MMAX`>=-0.5705397989651527,"['MMIN', 'CACH', 'MMAX', 'CHMAX']"
10,5,MMAX,-0.2364481552692422,57.416666666666664,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`MMIN`<-1.1895246692412391e-17 & `CACH`>=-0.37777148894143275 & `CHMAX`<-0.16063842533629308,"['MMIN', 'CACH', 'CHMAX', 'MMAX']"
11,5,MYCT,-0.40119170706214335,140.66666666666666,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,False,`MMIN`<-1.1895246692412391e-17 & `CACH`>=-0.37777148894143275 & `CHMAX`>=-0.16063842533629308,"['MMIN', 'CACH', 'CHMAX', 'MYCT']"
