nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,safety,,unacc,1,"{'low': np.int64(2), 'med': np.int64(3), 'high': np.int64(4)}",True,False,,['safety']
2,1,maint,,unacc,2,"{'vhigh': np.int64(5), 'high': np.int64(6), 'med': np.int64(7), 'low': np.int64(8)}",False,False,`safety`=='low',"['safety', 'maint']"
3,1,persons,,unacc,2,"{'2': np.int64(9), 'more': np.int64(10), '4': np.int64(11)}",False,False,`safety`=='med',"['safety', 'persons']"
4,1,persons,,unacc,2,"{'2': np.int64(12), 'more': np.int64(13), '4': np.int64(14)}",False,False,`safety`=='high',"['safety', 'persons']"
5,2,buying,,unacc,3,"{'vhigh': np.int64(15), 'high': np.int64(16), 'med': np.int64(17), 'low': np.int64(18)}",False,False,`safety`=='low' & `maint`=='vhigh',"['safety', 'maint', 'buying']"
6,2,buying,,unacc,3,"{'med': np.int64(19), 'high': np.int64(20), 'vhigh': np.int64(21), 'low': np.int64(22)}",False,False,`safety`=='low' & `maint`=='high',"['safety', 'maint', 'buying']"
7,2,buying,,unacc,3,"{'vhigh': np.int64(23), 'high': np.int64(24), 'low': np.int64(25), 'med': np.int64(26)}",False,False,`safety`=='low' & `maint`=='med',"['safety', 'maint', 'buying']"
8,2,buying,,unacc,3,"{'med': np.int64(27), 'vhigh': np.int64(28), 'high': np.int64(29), 'low': np.int64(30)}",False,False,`safety`=='low' & `maint`=='low',"['safety', 'maint', 'buying']"
9,3,buying,,unacc,3,"{'low': np.int64(31), 'vhigh': np.int64(32), 'high': np.int64(33), 'med': np.int64(34)}",False,False,`safety`=='med' & `persons`=='2',"['safety', 'persons', 'buying']"
10,3,buying,,acc,3,"{'high': np.int64(35), 'vhigh': np.int64(36), 'med': np.int64(37), 'low': np.int64(38)}",False,False,`safety`=='med' & `persons`=='more',"['safety', 'persons', 'buying']"
11,3,buying,,unacc,3,"{'high': np.int64(39), 'vhigh': np.int64(40), 'med': np.int64(41), 'low': np.int64(42)}",False,False,`safety`=='med' & `persons`=='4',"['safety', 'persons', 'buying']"
12,4,buying,,unacc,3,"{'low': np.int64(43), 'med': np.int64(44), 'high': np.int64(45), 'vhigh': np.int64(46)}",False,False,`safety`=='high' & `persons`=='2',"['safety', 'persons', 'buying']"
13,4,buying,,acc,3,"{'vhigh': np.int64(47), 'high': np.int64(48), 'med': np.int64(49), 'low': np.int64(50)}",False,False,`safety`=='high' & `persons`=='more',"['safety', 'persons', 'buying']"
14,4,buying,,acc,3,"{'vhigh': np.int64(51), 'high': np.int64(52), 'low': np.int64(53), 'med': np.int64(54)}",False,False,`safety`=='high' & `persons`=='4',"['safety', 'persons', 'buying']"
15,5,lug_boot,,unacc,4,"{'big': np.int64(55), 'med': np.int64(56), 'small': np.int64(57)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='vhigh',"['safety', 'maint', 'buying', 'lug_boot']"
16,5,lug_boot,,unacc,4,"{'small': np.int64(58), 'big': np.int64(59), 'med': np.int64(60)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='high',"['safety', 'maint', 'buying', 'lug_boot']"
17,5,lug_boot,,unacc,4,"{'small': np.int64(61), 'big': np.int64(62), 'med': np.int64(63)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='med',"['safety', 'maint', 'buying', 'lug_boot']"
18,5,lug_boot,,unacc,4,"{'med': np.int64(64), 'big': np.int64(65), 'small': np.int64(66)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='low',"['safety', 'maint', 'buying', 'lug_boot']"
19,6,lug_boot,,unacc,4,"{'med': np.int64(67), 'big': np.int64(68), 'small': np.int64(69)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='med',"['safety', 'maint', 'buying', 'lug_boot']"
20,6,lug_boot,,unacc,4,"{'med': np.int64(70), 'small': np.int64(71), 'big': np.int64(72)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='high',"['safety', 'maint', 'buying', 'lug_boot']"
21,6,lug_boot,,unacc,4,"{'med': np.int64(73), 'small': np.int64(74), 'big': np.int64(75)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='vhigh',"['safety', 'maint', 'buying', 'lug_boot']"
22,6,lug_boot,,unacc,4,"{'big': np.int64(76), 'small': np.int64(77), 'med': np.int64(78)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='low',"['safety', 'maint', 'buying', 'lug_boot']"
23,7,lug_boot,,unacc,4,"{'med': np.int64(79), 'big': np.int64(80), 'small': np.int64(81)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='vhigh',"['safety', 'maint', 'buying', 'lug_boot']"
24,7,lug_boot,,unacc,4,"{'med': np.int64(82), 'big': np.int64(83), 'small': np.int64(84)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='high',"['safety', 'maint', 'buying', 'lug_boot']"
25,7,lug_boot,,unacc,4,"{'med': np.int64(85), 'small': np.int64(86), 'big': np.int64(87)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='low',"['safety', 'maint', 'buying', 'lug_boot']"
26,7,lug_boot,,unacc,4,"{'big': np.int64(88), 'small': np.int64(89), 'med': np.int64(90)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='med',"['safety', 'maint', 'buying', 'lug_boot']"
27,8,lug_boot,,unacc,4,"{'med': np.int64(91), 'big': np.int64(92), 'small': np.int64(93)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='med',"['safety', 'maint', 'buying', 'lug_boot']"
28,8,lug_boot,,unacc,4,"{'med': np.int64(94), 'small': np.int64(95), 'big': np.int64(96)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='vhigh',"['safety', 'maint', 'buying', 'lug_boot']"
29,8,lug_boot,,unacc,4,"{'big': np.int64(97), 'small': np.int64(98), 'med': np.int64(99)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='high',"['safety', 'maint', 'buying', 'lug_boot']"
30,8,lug_boot,,unacc,4,"{'med': np.int64(100), 'big': np.int64(101), 'small': np.int64(102)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='low',"['safety', 'maint', 'buying', 'lug_boot']"
31,9,lug_boot,,unacc,4,"{'med': np.int64(103), 'small': np.int64(104), 'big': np.int64(105)}",False,False,`safety`=='med' & `persons`=='2' & `buying`=='low',"['safety', 'persons', 'buying', 'lug_boot']"
32,9,lug_boot,,unacc,4,"{'small': np.int64(106), 'med': np.int64(107), 'big': np.int64(108)}",False,False,`safety`=='med' & `persons`=='2' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'lug_boot']"
33,9,lug_boot,,unacc,4,"{'med': np.int64(109), 'big': np.int64(110), 'small': np.int64(111)}",False,False,`safety`=='med' & `persons`=='2' & `buying`=='high',"['safety', 'persons', 'buying', 'lug_boot']"
34,9,lug_boot,,unacc,4,"{'big': np.int64(112), 'small': np.int64(113), 'med': np.int64(114)}",False,False,`safety`=='med' & `persons`=='2' & `buying`=='med',"['safety', 'persons', 'buying', 'lug_boot']"
35,10,lug_boot,,unacc,4,"{'med': np.int64(115), 'big': np.int64(116), 'small': np.int64(117)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='high',"['safety', 'persons', 'buying', 'lug_boot']"
36,10,maint,,unacc,4,"{'vhigh': np.int64(118), 'high': np.int64(119), 'med': np.int64(120), 'low': np.int64(121)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'maint']"
37,10,lug_boot,,acc,4,"{'small': np.int64(122), 'med': np.int64(123), 'big': np.int64(124)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='med',"['safety', 'persons', 'buying', 'lug_boot']"
38,10,maint,,acc,4,"{'vhigh': np.int64(125), 'high': np.int64(126), 'med': np.int64(127), 'low': np.int64(128)}",False,False,`safety`=='med' & `persons`=='more' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']"
39,11,lug_boot,,unacc,4,"{'med': np.int64(129), 'small': np.int64(130), 'big': np.int64(131)}",False,False,`safety`=='med' & `persons`=='4' & `buying`=='high',"['safety', 'persons', 'buying', 'lug_boot']"
40,11,lug_boot,,unacc,4,"{'small': np.int64(132), 'med': np.int64(133), 'big': np.int64(134)}",False,False,`safety`=='med' & `persons`=='4' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'lug_boot']"
41,11,maint,,acc,4,"{'high': np.int64(135), 'vhigh': np.int64(136), 'low': np.int64(137), 'med': np.int64(138)}",False,False,`safety`=='med' & `persons`=='4' & `buying`=='med',"['safety', 'persons', 'buying', 'maint']"
42,11,maint,,acc,4,"{'high': np.int64(139), 'low': np.int64(140), 'med': np.int64(141), 'vhigh': np.int64(142)}",False,False,`safety`=='med' & `persons`=='4' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']"
43,12,lug_boot,,unacc,4,"{'big': np.int64(143), 'med': np.int64(144), 'small': np.int64(145)}",False,False,`safety`=='high' & `persons`=='2' & `buying`=='low',"['safety', 'persons', 'buying', 'lug_boot']"
44,12,lug_boot,,unacc,4,"{'med': np.int64(146), 'big': np.int64(147), 'small': np.int64(148)}",False,False,`safety`=='high' & `persons`=='2' & `buying`=='med',"['safety', 'persons', 'buying', 'lug_boot']"
45,12,lug_boot,,unacc,4,"{'small': np.int64(149), 'med': np.int64(150), 'big': np.int64(151)}",False,False,`safety`=='high' & `persons`=='2' & `buying`=='high',"['safety', 'persons', 'buying', 'lug_boot']"
46,12,lug_boot,,unacc,4,"{'big': np.int64(152), 'small': np.int64(153), 'med': np.int64(154)}",False,False,`safety`=='high' & `persons`=='2' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'lug_boot']"
47,13,maint,,unacc,4,"{'vhigh': np.int64(155), 'low': np.int64(156), 'high': np.int64(157), 'med': np.int64(158)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'maint']"
48,13,maint,,acc,4,"{'vhigh': np.int64(159), 'med': np.int64(160), 'low': np.int64(161), 'high': np.int64(162)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='high',"['safety', 'persons', 'buying', 'maint']"
49,13,maint,,acc,4,"{'vhigh': np.int64(163), 'low': np.int64(164), 'high': np.int64(165), 'med': np.int64(166)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='med',"['safety', 'persons', 'buying', 'maint']"
50,13,maint,,vgood,4,"{'med': np.int64(167), 'vhigh': np.int64(168), 'high': np.int64(169), 'low': np.int64(170)}",False,False,`safety`=='high' & `persons`=='more' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']"
51,14,maint,,unacc,4,"{'high': np.int64(171), 'vhigh': np.int64(172), 'low': np.int64(173), 'med': np.int64(174)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='vhigh',"['safety', 'persons', 'buying', 'maint']"
52,14,maint,,acc,4,"{'vhigh': np.int64(175), 'med': np.int64(176), 'high': np.int64(177), 'low': np.int64(178)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='high',"['safety', 'persons', 'buying', 'maint']"
53,14,maint,,acc,4,"{'high': np.int64(179), 'vhigh': np.int64(180), 'med': np.int64(181), 'low': np.int64(182)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='low',"['safety', 'persons', 'buying', 'maint']"
54,14,maint,,acc,4,"{'vhigh': np.int64(183), 'high': np.int64(184), 'med': np.int64(185), 'low': np.int64(186)}",False,False,`safety`=='high' & `persons`=='4' & `buying`=='med',"['safety', 'persons', 'buying', 'maint']"
55,15,persons,,unacc,5,"{'4': np.int64(187), 'more': np.int64(188), '2': np.int64(189)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='vhigh' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
56,15,persons,,unacc,5,"{'2': np.int64(190), '4': np.int64(191)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='vhigh' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
57,15,persons,,unacc,5,"{'2': np.int64(192), 'more': np.int64(193)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='vhigh' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
58,16,persons,,unacc,5,"{'2': np.int64(194), '4': np.int64(195), 'more': np.int64(196)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='high' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
59,16,persons,,unacc,5,"{'4': np.int64(197), 'more': np.int64(198), '2': np.int64(199)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='high' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
60,16,persons,,unacc,5,"{'4': np.int64(200), 'more': np.int64(201)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='high' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
61,17,persons,,unacc,5,"{'2': np.int64(202), 'more': np.int64(203), '4': np.int64(204)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='med' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
62,17,persons,,unacc,5,"{'4': np.int64(205), 'more': np.int64(206)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='med' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
63,17,persons,,unacc,5,"{'more': np.int64(207), '4': np.int64(208)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='med' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
64,18,persons,,unacc,5,"{'4': np.int64(209), '2': np.int64(210), 'more': np.int64(211)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='low' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
65,18,persons,,unacc,5,"{'4': np.int64(212), 'more': np.int64(213), '2': np.int64(214)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='low' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
66,18,persons,,unacc,5,"{'4': np.int64(215), 'more': np.int64(216), '2': np.int64(217)}",False,False,`safety`=='low' & `maint`=='vhigh' & `buying`=='low' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
67,19,persons,,unacc,5,"{'4': np.int64(218), '2': np.int64(219), 'more': np.int64(220)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='med' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
68,19,persons,,unacc,5,"{'2': np.int64(221), 'more': np.int64(222), '4': np.int64(223)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='med' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
69,19,persons,,unacc,5,"{'2': np.int64(224), 'more': np.int64(225), '4': np.int64(226)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='med' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
70,20,persons,,unacc,5,"{'2': np.int64(227), 'more': np.int64(228), '4': np.int64(229)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='high' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
71,20,persons,,unacc,5,"{'more': np.int64(230), '4': np.int64(231), '2': np.int64(232)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='high' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
72,20,persons,,unacc,5,"{'more': np.int64(233), '2': np.int64(234), '4': np.int64(235)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='high' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
73,21,persons,,unacc,5,"{'more': np.int64(236), '4': np.int64(237), '2': np.int64(238)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='vhigh' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
74,21,persons,,unacc,5,"{'2': np.int64(239), 'more': np.int64(240), '4': np.int64(241)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='vhigh' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
75,21,persons,,unacc,5,"{'4': np.int64(242), '2': np.int64(243), 'more': np.int64(244)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='vhigh' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
76,22,persons,,unacc,5,"{'4': np.int64(245), '2': np.int64(246), 'more': np.int64(247)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='low' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
77,22,persons,,unacc,5,"{'4': np.int64(248), 'more': np.int64(249), '2': np.int64(250)}",False,False,`safety`=='low' & `maint`=='high' & `buying`=='low' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
78,22,,,unacc,5,,False,True,`safety`=='low' & `maint`=='high' & `buying`=='low' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot']"
79,23,persons,,unacc,5,"{'2': np.int64(251), '4': np.int64(252), 'more': np.int64(253)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='vhigh' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
80,23,persons,,unacc,5,"{'2': np.int64(254), '4': np.int64(255)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='vhigh' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
81,23,persons,,unacc,5,"{'more': np.int64(256), '2': np.int64(257), '4': np.int64(258)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='vhigh' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
82,24,persons,,unacc,5,"{'more': np.int64(259), '4': np.int64(260), '2': np.int64(261)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='high' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
83,24,persons,,unacc,5,"{'4': np.int64(262), '2': np.int64(263), 'more': np.int64(264)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='high' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
84,24,persons,,unacc,5,"{'2': np.int64(265), '4': np.int64(266), 'more': np.int64(267)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='high' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
85,25,persons,,unacc,5,"{'more': np.int64(268), '4': np.int64(269), '2': np.int64(270)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='low' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
86,25,persons,,unacc,5,"{'2': np.int64(271), '4': np.int64(272), 'more': np.int64(273)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='low' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
87,25,persons,,unacc,5,"{'more': np.int64(274), '4': np.int64(275), '2': np.int64(276)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='low' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
88,26,persons,,unacc,5,"{'more': np.int64(277), '2': np.int64(278)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='med' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
89,26,persons,,unacc,5,"{'2': np.int64(279), '4': np.int64(280)}",False,False,`safety`=='low' & `maint`=='med' & `buying`=='med' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
90,26,,,unacc,5,,False,True,`safety`=='low' & `maint`=='med' & `buying`=='med' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot']"
91,27,persons,,unacc,5,"{'4': np.int64(281), 'more': np.int64(282), '2': np.int64(283)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='med' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
92,27,persons,,unacc,5,"{'more': np.int64(284), '4': np.int64(285), '2': np.int64(286)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='med' & `lug_boot`=='big',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
93,27,persons,,unacc,5,"{'more': np.int64(287), '2': np.int64(288)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='med' & `lug_boot`=='small',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
94,28,persons,,unacc,5,"{'more': np.int64(289), '4': np.int64(290), '2': np.int64(291)}",False,False,`safety`=='low' & `maint`=='low' & `buying`=='vhigh' & `lug_boot`=='med',"['safety', 'maint', 'buying', 'lug_boot', 'persons']"
