nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,month,,1.042265999763351,1,"{np.int64(8): np.int64(2), np.int64(2): np.int64(3), np.int64(9): np.int64(4), np.int64(7): np.int64(5), np.int64(12): np.int64(6), np.int64(6): np.int64(7), np.int64(3): np.int64(8), np.int64(1): np.int64(9), np.int64(10): np.int64(10), np.int64(4): np.int64(11)}",True,False,,['month']
2,1,Y,0.049644944317755624,0.97652453939803,2,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`month`==8,"['month', 'Y']"
3,1,temp,-1.5928593598489669,0.9656622931720683,2,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`month`==2,"['month', 'temp']"
4,1,X,-0.15934316788216618,1.1891660774291613,2,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`month`==9,"['month', 'X']"
5,1,day,,0.8962309478673474,2,"{np.int64(1): np.int64(18), np.int64(7): np.int64(19), np.int64(3): np.int64(20), np.int64(4): np.int64(21), np.int64(6): np.int64(22), np.int64(5): np.int64(23), np.int64(2): np.int64(24)}",False,False,`month`==7,"['month', 'day']"
6,1,day,,2.510995994873394,2,"{np.int64(1): np.int64(25), np.int64(4): np.int64(26), np.int64(7): np.int64(27)}",False,False,`month`==12,"['month', 'day']"
7,1,day,,0.7512099527264313,2,"{np.int64(3): np.int64(28), np.int64(5): np.int64(29), np.int64(1): np.int64(30)}",False,False,`month`==6,"['month', 'day']"
8,1,day,,0.5984787380702513,2,"{np.int64(6): np.int64(31), np.int64(5): np.int64(32), np.int64(4): np.int64(33), np.int64(2): np.int64(34), np.int64(1): np.int64(35), np.int64(3): np.int64(36), np.int64(7): np.int64(37)}",False,False,`month`==3,"['month', 'day']"
9,1,,,0.0,2,,False,True,`month`==1,['month']
10,1,day,,1.0210613603443608,2,"{np.int64(6): np.int64(38), np.int64(7): np.int64(39), np.int64(2): np.int64(40), np.int64(1): np.int64(41)}",False,False,`month`==10,"['month', 'day']"
11,1,,,2.101803477822215,2,,False,True,`month`==4,['month']
12,2,day,,0.6818976084030084,3,"{np.int64(3): np.int64(42), np.int64(5): np.int64(43), np.int64(6): np.int64(44), np.int64(7): np.int64(45), np.int64(1): np.int64(46), np.int64(4): np.int64(47), np.int64(2): np.int64(48)}",False,False,`month`==8 & `Y`<0.049644944317755624,"['month', 'Y', 'day']"
13,2,day,,1.4000507527033736,3,"{np.int64(1): np.int64(49), np.int64(6): np.int64(50), np.int64(7): np.int64(51), np.int64(3): np.int64(52), np.int64(5): np.int64(53), np.int64(2): np.int64(54), np.int64(4): np.int64(55)}",False,False,`month`==8 & `Y`>=0.049644944317755624,"['month', 'Y', 'day']"
14,3,day,,1.6094371552867806,3,"{np.int64(7): np.int64(56), np.int64(5): np.int64(57), np.int64(6): np.int64(58), np.int64(1): np.int64(59)}",False,False,`month`==2 & `temp`<-1.5928593598489669,"['month', 'temp', 'day']"
15,3,Y,0.14612474176546958,0.0,3,"{'<': np.int64(60), '>=': np.int64(61)}",False,False,`month`==2 & `temp`>=-1.5928593598489669,"['month', 'temp', 'Y']"
16,4,DMC,0.15363255968341194,1.5766414125537362,3,"{'<': np.int64(62), '>=': np.int64(63)}",False,False,`month`==9 & `X`<-0.15934316788216618,"['month', 'X', 'DMC']"
17,4,DMC,0.054990780116233325,0.6079530747422993,3,"{'<': np.int64(64), '>=': np.int64(65)}",False,False,`month`==9 & `X`>=-0.15934316788216618,"['month', 'X', 'DMC']"
18,5,FFMC,0.22576335847949056,2.200031155850276,3,"{'<': np.int64(66), '>=': np.int64(67)}",False,False,`month`==7 & `day`==1,"['month', 'day', 'FFMC']"
19,5,Y,-0.2719543805079575,1.0617292135483052,3,"{'<': np.int64(68), '>=': np.int64(69)}",False,False,`month`==7 & `day`==7,"['month', 'day', 'Y']"
20,5,Y,0.5642038640388967,1.0833826849257555,3,"{'<': np.int64(70), '>=': np.int64(71)}",False,False,`month`==7 & `day`==3,"['month', 'day', 'Y']"
21,5,X,0.8691445520845428,0.6608779199911597,3,"{'<': np.int64(72), '>=': np.int64(73)}",False,False,`month`==7 & `day`==4,"['month', 'day', 'X']"
22,5,DMC,-0.5776726601853649,0.3560961569667564,3,"{'<': np.int64(74), '>=': np.int64(75)}",False,False,`month`==7 & `day`==6,"['month', 'day', 'DMC']"
23,5,Y,-0.6900335027813845,0.6459918408243247,3,"{'<': np.int64(76), '>=': np.int64(77)}",False,False,`month`==7 & `day`==5,"['month', 'day', 'Y']"
24,5,Y,1.818441230859178,0.1537423498739803,3,"{'<': np.int64(78), '>=': np.int64(79)}",False,False,`month`==7 & `day`==2,"['month', 'day', 'Y']"
25,6,X,-0.3259292070317035,2.728056195390074,3,"{'<': np.int64(80), '>=': np.int64(81)}",False,False,`month`==12 & `day`==1,"['month', 'day', 'X']"
26,6,,,1.8531680973566984,3,,False,True,`month`==12 & `day`==4,"['month', 'day']"
27,6,,,2.300583090323373,3,,False,True,`month`==12 & `day`==7,"['month', 'day']"
28,7,,,2.214846178686039,3,,False,True,`month`==6 & `day`==3,"['month', 'day']"
