nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,Mitoses,5.0572436708903925e-17,2,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Mitoses']
2,1,Bland Chromatin,-0.16037415462155852,2,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Mitoses`<5.0572436708903925e-17,"['Mitoses', 'Bland Chromatin']"
3,1,Bare Nuclei,1.0587265132817871,4,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Mitoses`>=5.0572436708903925e-17,"['Mitoses', 'Bare Nuclei']"
4,2,Clump Thickness,-0.45697805497992616,2,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852,"['Mitoses', 'Bland Chromatin', 'Clump Thickness']"
5,2,Bare Nuclei,1.1051151017477345,4,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei']"
6,3,Normal Nucleoli,1.0505017317680827,4,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli']"
7,3,Bland Chromatin,1.0664197813131768,4,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin']"
8,4,Single Epithelial Cell Size,-0.5677267155459338,2,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852 & `Clump Thickness`<-0.45697805497992616,"['Mitoses', 'Bland Chromatin', 'Clump Thickness', 'Single Epithelial Cell Size']"
9,4,Bare Nuclei,-0.49915150943756015,2,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852 & `Clump Thickness`>=-0.45697805497992616,"['Mitoses', 'Bland Chromatin', 'Clump Thickness', 'Bare Nuclei']"
10,5,Clump Thickness,0.47906167312836595,4,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852 & `Bare Nuclei`<1.1051151017477345,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Clump Thickness']"
11,5,Clump Thickness,1.0866604869022303,4,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852 & `Bare Nuclei`>=1.1051151017477345,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Clump Thickness']"
12,6,Single Epithelial Cell Size,-0.396169336184274,2,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871 & `Normal Nucleoli`<1.0505017317680827,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli', 'Single Epithelial Cell Size']"
13,6,Uniformity of Cell Size,1.763926459615454,4,4,"{'<': np.int64(26), '>=': np.int64(27)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871 & `Normal Nucleoli`>=1.0505017317680827,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli', 'Uniformity of Cell Size']"
14,7,Clump Thickness,1.1018035746220571,4,4,"{'<': np.int64(28), '>=': np.int64(29)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871 & `Bland Chromatin`<1.0664197813131768,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Clump Thickness']"
15,7,Uniformity of Cell Shape,1.4212298493907167,4,4,"{'<': np.int64(30), '>=': np.int64(31)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871 & `Bland Chromatin`>=1.0664197813131768,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Uniformity of Cell Shape']"
16,8,Bare Nuclei,-0.6112626714923258,2,5,"{'<': np.int64(32), '>=': np.int64(33)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852 & `Clump Thickness`<-0.45697805497992616 & `Single Epithelial Cell Size`<-0.5677267155459338,"['Mitoses', 'Bland Chromatin', 'Clump Thickness', 'Single Epithelial Cell Size', 'Bare Nuclei']"
17,8,Marginal Adhesion,-0.5036025260947152,2,5,"{'<': np.int64(34), '>=': np.int64(35)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852 & `Clump Thickness`<-0.45697805497992616 & `Single Epithelial Cell Size`>=-0.5677267155459338,"['Mitoses', 'Bland Chromatin', 'Clump Thickness', 'Single Epithelial Cell Size', 'Marginal Adhesion']"
18,9,Uniformity of Cell Shape,-0.524311175109123,2,5,"{'<': np.int64(36), '>=': np.int64(37)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852 & `Clump Thickness`>=-0.45697805497992616 & `Bare Nuclei`<-0.49915150943756015,"['Mitoses', 'Bland Chromatin', 'Clump Thickness', 'Bare Nuclei', 'Uniformity of Cell Shape']"
19,9,Normal Nucleoli,0.3705122565591036,4,5,"{'<': np.int64(38), '>=': np.int64(39)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`<-0.16037415462155852 & `Clump Thickness`>=-0.45697805497992616 & `Bare Nuclei`>=-0.49915150943756015,"['Mitoses', 'Bland Chromatin', 'Clump Thickness', 'Bare Nuclei', 'Normal Nucleoli']"
20,10,Marginal Adhesion,0.522863288714889,2,5,"{'<': np.int64(40), '>=': np.int64(41)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852 & `Bare Nuclei`<1.1051151017477345 & `Clump Thickness`<0.47906167312836595,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Clump Thickness', 'Marginal Adhesion']"
21,10,Normal Nucleoli,1.2299433988371187,4,5,"{'<': np.int64(42), '>=': np.int64(43)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852 & `Bare Nuclei`<1.1051151017477345 & `Clump Thickness`>=0.47906167312836595,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Clump Thickness', 'Normal Nucleoli']"
22,11,Normal Nucleoli,0.9380096457458565,4,5,"{'<': np.int64(44), '>=': np.int64(45)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852 & `Bare Nuclei`>=1.1051151017477345 & `Clump Thickness`<1.0866604869022303,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Clump Thickness', 'Normal Nucleoli']"
23,11,Uniformity of Cell Size,1.2119534861431212,4,5,"{'<': np.int64(46), '>=': np.int64(47)}",False,False,`Mitoses`<5.0572436708903925e-17 & `Bland Chromatin`>=-0.16037415462155852 & `Bare Nuclei`>=1.1051151017477345 & `Clump Thickness`>=1.0866604869022303,"['Mitoses', 'Bland Chromatin', 'Bare Nuclei', 'Clump Thickness', 'Uniformity of Cell Size']"
24,12,Marginal Adhesion,-0.4180919854890887,2,5,"{'<': np.int64(48), '>=': np.int64(49)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871 & `Normal Nucleoli`<1.0505017317680827 & `Single Epithelial Cell Size`<-0.396169336184274,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Marginal Adhesion']"
25,12,,,4,5,,False,True,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871 & `Normal Nucleoli`<1.0505017317680827 & `Single Epithelial Cell Size`>=-0.396169336184274,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli', 'Single Epithelial Cell Size']"
26,13,Bland Chromatin,0.6320023329864332,4,5,"{'<': np.int64(50), '>=': np.int64(51)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871 & `Normal Nucleoli`>=1.0505017317680827 & `Uniformity of Cell Size`<1.763926459615454,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli', 'Uniformity of Cell Size', 'Bland Chromatin']"
27,13,Uniformity of Cell Shape,2.0107841103429203,4,5,"{'<': np.int64(52), '>=': np.int64(53)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`<1.0587265132817871 & `Normal Nucleoli`>=1.0505017317680827 & `Uniformity of Cell Size`>=1.763926459615454,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli', 'Uniformity of Cell Size', 'Uniformity of Cell Shape']"
28,14,Marginal Adhesion,2.165547919952342,4,5,"{'<': np.int64(54), '>=': np.int64(55)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871 & `Bland Chromatin`<1.0664197813131768 & `Clump Thickness`<1.1018035746220571,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Clump Thickness', 'Marginal Adhesion']"
29,14,Normal Nucleoli,1.2124039877702206,4,5,"{'<': np.int64(56), '>=': np.int64(57)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871 & `Bland Chromatin`<1.0664197813131768 & `Clump Thickness`>=1.1018035746220571,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Clump Thickness', 'Normal Nucleoli']"
30,15,Single Epithelial Cell Size,0.37583887094319485,4,5,"{'<': np.int64(58), '>=': np.int64(59)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871 & `Bland Chromatin`>=1.0664197813131768 & `Uniformity of Cell Shape`<1.4212298493907167,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Uniformity of Cell Shape', 'Single Epithelial Cell Size']"
31,15,Uniformity of Cell Size,1.7849140251467213,4,5,"{'<': np.int64(60), '>=': np.int64(61)}",False,False,`Mitoses`>=5.0572436708903925e-17 & `Bare Nuclei`>=1.0587265132817871 & `Bland Chromatin`>=1.0664197813131768 & `Uniformity of Cell Shape`>=1.4212298493907167,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Uniformity of Cell Shape', 'Uniformity of Cell Size']"
