nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,Rings,1.5307922493933936e-16,1.5307922493933936e-16,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Rings']
2,1,Diameter,-0.539655364788403,-0.7357904719001044,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Rings`<1.5307922493933936e-16,"['Rings', 'Diameter']"
3,1,Shell weight,0.5664431599581189,0.7314003139532067,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Rings`>=1.5307922493933936e-16,"['Rings', 'Shell weight']"
4,2,Height,-1.2554459221342404,-1.0243576507196113,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`<-0.539655364788403,"['Rings', 'Diameter', 'Height']"
5,2,Length,0.24011356988690402,-0.471768087600877,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`>=-0.539655364788403,"['Rings', 'Diameter', 'Length']"
6,3,Sex,,0.5417580104228835,3,"{'M': np.int64(12), 'I': np.int64(13), 'F': np.int64(14)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`<0.5664431599581189,"['Rings', 'Shell weight', 'Sex']"
7,3,Shucked weight,1.1392556346395055,0.9482036635134481,3,"{'<': np.int64(15), '>=': np.int64(16)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`>=0.5664431599581189,"['Rings', 'Shell weight', 'Shucked weight']"
8,4,Length,-1.9452262503423394,-1.3319578088675774,4,"{'<': np.int64(17), '>=': np.int64(18)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`<-0.539655364788403 & `Height`<-1.2554459221342404,"['Rings', 'Diameter', 'Height', 'Length']"
9,4,Sex,,-0.8042644341137393,4,"{'I': np.int64(19), 'F': np.int64(20), 'M': np.int64(21)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`<-0.539655364788403 & `Height`>=-1.2554459221342404,"['Rings', 'Diameter', 'Height', 'Sex']"
10,5,Shell weight,-0.4507258588756294,-0.552003196705328,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`>=-0.539655364788403 & `Length`<0.24011356988690402,"['Rings', 'Diameter', 'Length', 'Shell weight']"
11,5,Shell weight,0.3662803109332273,-0.3933565037033452,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`>=-0.539655364788403 & `Length`>=0.24011356988690402,"['Rings', 'Diameter', 'Length', 'Shell weight']"
12,6,Shucked weight,-0.09560003829876124,0.5243429625532271,4,"{'<': np.int64(26), '>=': np.int64(27)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`<0.5664431599581189 & `Sex`=='M',"['Rings', 'Shell weight', 'Sex', 'Shucked weight']"
13,6,Length,-0.09209851765477516,0.4375577140378838,4,"{'<': np.int64(28), '>=': np.int64(29)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`<0.5664431599581189 & `Sex`=='I',"['Rings', 'Shell weight', 'Sex', 'Length']"
14,6,Shucked weight,-0.08476462949678484,0.6100124766234579,4,"{'<': np.int64(30), '>=': np.int64(31)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`<0.5664431599581189 & `Sex`=='F',"['Rings', 'Shell weight', 'Sex', 'Shucked weight']"
15,7,Height,0.9283279468498493,1.1015965075252365,4,"{'<': np.int64(32), '>=': np.int64(33)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`>=0.5664431599581189 & `Shucked weight`<1.1392556346395055,"['Rings', 'Shell weight', 'Shucked weight', 'Height']"
16,7,Whole weight,1.7838925668306145,0.7738555129426723,4,"{'<': np.int64(34), '>=': np.int64(35)}",False,False,`Rings`>=1.5307922493933936e-16 & `Shell weight`>=0.5664431599581189 & `Shucked weight`>=1.1392556346395055,"['Rings', 'Shell weight', 'Shucked weight', 'Whole weight']"
17,8,Shell weight,-1.517992079535017,-1.5560984127308441,5,"{'<': np.int64(36), '>=': np.int64(37)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`<-0.539655364788403 & `Height`<-1.2554459221342404 & `Length`<-1.9452262503423394,"['Rings', 'Diameter', 'Height', 'Length', 'Shell weight']"
18,8,Shell weight,-1.2891606992899236,-1.107817205004311,5,"{'<': np.int64(38), '>=': np.int64(39)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`<-0.539655364788403 & `Height`<-1.2554459221342404 & `Length`>=-1.9452262503423394,"['Rings', 'Diameter', 'Height', 'Length', 'Shell weight']"
19,9,Shell weight,-1.0001551946270242,-0.8734305773200564,5,"{'<': np.int64(40), '>=': np.int64(41)}",False,False,`Rings`<1.5307922493933936e-16 & `Diameter`<-0.539655364788403 & `Height`>=-1.2554459221342404 & `Sex`=='I',"['Rings', 'Diameter', 'Height', 'Sex', 'Shell weight']"
