nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,Mitoses,-2.5286218354451963e-17,2,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Mitoses']
2,1,Normal Nucleoli,-0.2132064597978998,2,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Mitoses`<-2.5286218354451963e-17,"['Mitoses', 'Normal Nucleoli']"
3,1,Bare Nuclei,0.9907442217639758,4,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Mitoses`>=-2.5286218354451963e-17,"['Mitoses', 'Bare Nuclei']"
4,2,Single Epithelial Cell Size,-0.4125184105308848,2,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size']"
5,2,Clump Thickness,0.7042478066412597,4,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`>=-0.2132064597978998,"['Mitoses', 'Normal Nucleoli', 'Clump Thickness']"
6,3,Clump Thickness,0.4777747320823402,4,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Mitoses`>=-2.5286218354451963e-17 & `Bare Nuclei`<0.9907442217639758,"['Mitoses', 'Bare Nuclei', 'Clump Thickness']"
7,3,Bland Chromatin,1.2700272638866463,4,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`Mitoses`>=-2.5286218354451963e-17 & `Bare Nuclei`>=0.9907442217639758,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin']"
8,4,Bland Chromatin,-0.6111632271641951,2,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998 & `Single Epithelial Cell Size`<-0.4125184105308848,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin']"
9,4,Uniformity of Cell Shape,0.23058727203385812,4,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998 & `Single Epithelial Cell Size`>=-0.4125184105308848,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape']"
10,5,Bland Chromatin,0.321637477388396,2,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`>=-0.2132064597978998 & `Clump Thickness`<0.7042478066412597,"['Mitoses', 'Normal Nucleoli', 'Clump Thickness', 'Bland Chromatin']"
11,5,Bland Chromatin,1.1298920566279498,4,4,"{'<': np.int64(22), '>=': np.int64(23)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`>=-0.2132064597978998 & `Clump Thickness`>=0.7042478066412597,"['Mitoses', 'Normal Nucleoli', 'Clump Thickness', 'Bland Chromatin']"
12,6,Normal Nucleoli,0.275970276923977,2,4,"{'<': np.int64(24), '>=': np.int64(25)}",False,False,`Mitoses`>=-2.5286218354451963e-17 & `Bare Nuclei`<0.9907442217639758 & `Clump Thickness`<0.4777747320823402,"['Mitoses', 'Bare Nuclei', 'Clump Thickness', 'Normal Nucleoli']"
13,6,Bland Chromatin,0.9586156922006539,4,4,"{'<': np.int64(26), '>=': np.int64(27)}",False,False,`Mitoses`>=-2.5286218354451963e-17 & `Bare Nuclei`<0.9907442217639758 & `Clump Thickness`>=0.4777747320823402,"['Mitoses', 'Bare Nuclei', 'Clump Thickness', 'Bland Chromatin']"
14,7,Clump Thickness,1.1644995388093868,4,4,"{'<': np.int64(28), '>=': np.int64(29)}",False,False,`Mitoses`>=-2.5286218354451963e-17 & `Bare Nuclei`>=0.9907442217639758 & `Bland Chromatin`<1.2700272638866463,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Clump Thickness']"
15,7,Normal Nucleoli,1.4577095558278437,4,4,"{'<': np.int64(30), '>=': np.int64(31)}",False,False,`Mitoses`>=-2.5286218354451963e-17 & `Bare Nuclei`>=0.9907442217639758 & `Bland Chromatin`>=1.2700272638866463,"['Mitoses', 'Bare Nuclei', 'Bland Chromatin', 'Normal Nucleoli']"
16,8,Clump Thickness,-0.6559690526085384,2,5,"{'<': np.int64(32), '>=': np.int64(33)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998 & `Single Epithelial Cell Size`<-0.4125184105308848 & `Bland Chromatin`<-0.6111632271641951,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin', 'Clump Thickness']"
17,8,Clump Thickness,-0.4939408694364306,2,5,"{'<': np.int64(34), '>=': np.int64(35)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998 & `Single Epithelial Cell Size`<-0.4125184105308848 & `Bland Chromatin`>=-0.6111632271641951,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin', 'Clump Thickness']"
18,9,Clump Thickness,0.007910390637518954,2,5,"{'<': np.int64(36), '>=': np.int64(37)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998 & `Single Epithelial Cell Size`>=-0.4125184105308848 & `Uniformity of Cell Shape`<0.23058727203385812,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape', 'Clump Thickness']"
19,9,Bland Chromatin,1.2830027460402298,4,5,"{'<': np.int64(38), '>=': np.int64(39)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`<-0.2132064597978998 & `Single Epithelial Cell Size`>=-0.4125184105308848 & `Uniformity of Cell Shape`>=0.23058727203385812,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Uniformity of Cell Shape', 'Bland Chromatin']"
20,10,Bare Nuclei,-0.1598187586101067,2,5,"{'<': np.int64(40), '>=': np.int64(41)}",False,False,`Mitoses`<-2.5286218354451963e-17 & `Normal Nucleoli`>=-0.2132064597978998 & `Clump Thickness`<0.7042478066412597 & `Bland Chromatin`<0.321637477388396,"['Mitoses', 'Normal Nucleoli', 'Clump Thickness', 'Bland Chromatin', 'Bare Nuclei']"
