nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,month,,1.156424236253287,1,"{np.int64(9): np.int64(2), np.int64(8): np.int64(3), np.int64(2): np.int64(4), np.int64(6): np.int64(5), np.int64(3): np.int64(6), np.int64(1): np.int64(7), np.int64(7): np.int64(8), np.int64(10): np.int64(9), np.int64(4): np.int64(10), np.int64(12): np.int64(11)}",True,False,,['month']
2,1,day,,1.456937453611748,2,"{np.int64(3): np.int64(12), np.int64(5): np.int64(13), np.int64(6): np.int64(14), np.int64(2): np.int64(15), np.int64(1): np.int64(16), np.int64(7): np.int64(17), np.int64(4): np.int64(18)}",False,False,`month`==9,"['month', 'day']"
3,1,day,,1.0422958537320968,2,"{np.int64(5): np.int64(19), np.int64(2): np.int64(20), np.int64(7): np.int64(21), np.int64(3): np.int64(22), np.int64(4): np.int64(23), np.int64(6): np.int64(24), np.int64(1): np.int64(25)}",False,False,`month`==8,"['month', 'day']"
4,1,temp,-1.634318585911621,1.735725433489805,2,"{'<': np.int64(26), '>=': np.int64(27)}",False,False,`month`==2,"['month', 'temp']"
5,1,day,,0.914271545060809,2,"{np.int64(4): np.int64(28), np.int64(6): np.int64(29), np.int64(7): np.int64(30), np.int64(1): np.int64(31), np.int64(3): np.int64(32), np.int64(5): np.int64(33)}",False,False,`month`==6,"['month', 'day']"
6,1,X,-0.022338897521450015,0.6207016002883011,2,"{'<': np.int64(34), '>=': np.int64(35)}",False,False,`month`==3,"['month', 'X']"
7,1,,,0.0,2,,False,True,`month`==1,['month']
8,1,day,,0.7422756524107114,2,"{np.int64(2): np.int64(36), np.int64(1): np.int64(37), np.int64(6): np.int64(38), np.int64(3): np.int64(39), np.int64(5): np.int64(40), np.int64(4): np.int64(41), np.int64(7): np.int64(42)}",False,False,`month`==7,"['month', 'day']"
9,1,day,,1.0228213369348043,2,"{np.int64(1): np.int64(43), np.int64(6): np.int64(44), np.int64(5): np.int64(45), np.int64(7): np.int64(46), np.int64(2): np.int64(47)}",False,False,`month`==10,"['month', 'day']"
10,1,ISI,-1.3656270216256765,0.8263520787032749,2,"{'<': np.int64(48), '>=': np.int64(49)}",False,False,`month`==4,"['month', 'ISI']"
11,1,,,3.036655313863307,2,,False,True,`month`==12,['month']
12,2,Y,-0.1089096723538003,1.624914088249403,3,"{'<': np.int64(50), '>=': np.int64(51)}",False,False,`month`==9 & `day`==3,"['month', 'day', 'Y']"
13,2,Y,-0.5475905313878223,0.6399324251333766,3,"{'<': np.int64(52), '>=': np.int64(53)}",False,False,`month`==9 & `day`==5,"['month', 'day', 'Y']"
14,2,DMC,0.11308134827351743,1.7129951476365672,3,"{'<': np.int64(54), '>=': np.int64(55)}",False,False,`month`==9 & `day`==6,"['month', 'day', 'DMC']"
15,2,ISI,-0.40977101277536826,2.1294314246267163,3,"{'<': np.int64(56), '>=': np.int64(57)}",False,False,`month`==9 & `day`==2,"['month', 'day', 'ISI']"
16,2,FFMC,-0.18777403250962665,0.9828957066525367,3,"{'<': np.int64(58), '>=': np.int64(59)}",False,False,`month`==9 & `day`==1,"['month', 'day', 'FFMC']"
17,2,DMC,-0.08311293511839284,2.2605891791644757,3,"{'<': np.int64(60), '>=': np.int64(61)}",False,False,`month`==9 & `day`==7,"['month', 'day', 'DMC']"
18,2,RH,-0.972301226388085,1.5340577159162898,3,"{'<': np.int64(62), '>=': np.int64(63)}",False,False,`month`==9 & `day`==4,"['month', 'day', 'RH']"
19,3,DC,0.46213813793553893,0.6267257721907151,3,"{'<': np.int64(64), '>=': np.int64(65)}",False,False,`month`==8 & `day`==5,"['month', 'day', 'DC']"
20,3,RH,0.4454624612312487,0.8964317752560055,3,"{'<': np.int64(66), '>=': np.int64(67)}",False,False,`month`==8 & `day`==2,"['month', 'day', 'RH']"
21,3,FFMC,-0.0023827451633058223,1.1970299912587432,3,"{'<': np.int64(68), '>=': np.int64(69)}",False,False,`month`==8 & `day`==7,"['month', 'day', 'FFMC']"
22,3,DC,0.2999265498392965,1.9415048544786095,3,"{'<': np.int64(70), '>=': np.int64(71)}",False,False,`month`==8 & `day`==3,"['month', 'day', 'DC']"
23,3,DC,0.4664802469736751,0.58594187455631,3,"{'<': np.int64(72), '>=': np.int64(73)}",False,False,`month`==8 & `day`==4,"['month', 'day', 'DC']"
24,3,RH,0.0960413625743009,1.1601329603207007,3,"{'<': np.int64(74), '>=': np.int64(75)}",False,False,`month`==8 & `day`==6,"['month', 'day', 'RH']"
25,3,temp,1.0787547329346223,0.46439344979015035,3,"{'<': np.int64(76), '>=': np.int64(77)}",False,False,`month`==8 & `day`==1,"['month', 'day', 'temp']"
26,4,ISI,-1.349099252020196,2.7245510525591725,3,"{'<': np.int64(78), '>=': np.int64(79)}",False,False,`month`==2 & `temp`<-1.634318585911621,"['month', 'temp', 'ISI']"
27,4,day,,0.4996934096530953,3,"{np.int64(5): np.int64(80), np.int64(7): np.int64(81), np.int64(6): np.int64(82)}",False,False,`month`==2 & `temp`>=-1.634318585911621,"['month', 'temp', 'day']"
28,5,,,2.405141681319138,3,,False,True,`month`==6 & `day`==4,"['month', 'day']"
29,5,,,4.267176792994939,3,,False,True,`month`==6 & `day`==6,"['month', 'day']"
30,5,Y,0.643114657418809,0.21395129539079827,3,"{'<': np.int64(83), '>=': np.int64(84)}",False,False,`month`==6 & `day`==7,"['month', 'day', 'Y']"
31,5,,,0.0,3,,False,True,`month`==6 & `day`==1,"['month', 'day']"
32,5,,,0.0,3,,False,True,`month`==6 & `day`==3,"['month', 'day']"
33,5,,,0.0,3,,False,True,`month`==6 & `day`==5,"['month', 'day']"
34,6,Y,0.2044337983847869,0.0,3,"{'<': np.int64(85), '>=': np.int64(86)}",False,False,`month`==3 & `X`<-0.022338897521450015,"['month', 'X', 'Y']"
35,6,day,,1.3103700450530802,3,"{np.int64(3): np.int64(87), np.int64(1): np.int64(88), np.int64(5): np.int64(89), np.int64(6): np.int64(90), np.int64(4): np.int64(91)}",False,False,`month`==3 & `X`>=-0.022338897521450015,"['month', 'X', 'day']"
36,8,,,0.0,3,,False,True,`month`==7 & `day`==2,"['month', 'day']"
37,8,ISI,0.5288685694025643,1.650023366887707,3,"{'<': np.int64(92), '>=': np.int64(93)}",False,False,`month`==7 & `day`==1,"['month', 'day', 'ISI']"
38,8,temp,0.8117633158194186,0.0,3,"{'<': np.int64(94), '>=': np.int64(95)}",False,False,`month`==7 & `day`==6,"['month', 'day', 'temp']"
39,8,,,0.0,3,,False,True,`month`==7 & `day`==3,"['month', 'day']"
40,8,,,1.2919836816486494,3,,False,True,`month`==7 & `day`==5,"['month', 'day']"
41,8,,,1.0152306797290584,3,,False,True,`month`==7 & `day`==4,"['month', 'day']"
42,8,,,0.0,3,,False,True,`month`==7 & `day`==7,"['month', 'day']"
43,9,ISI,-0.1095165316091331,1.9924527565867571,3,"{'<': np.int64(96), '>=': np.int64(97)}",False,False,`month`==10 & `day`==1,"['month', 'day', 'ISI']"
44,9,Y,-0.6729279196832572,1.6140168813264832,3,"{'<': np.int64(98), '>=': np.int64(99)}",False,False,`month`==10 & `day`==6,"['month', 'day', 'Y']"
45,9,,,0.0,3,,False,True,`month`==10 & `day`==5,"['month', 'day']"
46,9,Y,0.20443379838478692,0.0,3,"{'<': np.int64(100), '>=': np.int64(101)}",False,False,`month`==10 & `day`==7,"['month', 'day', 'Y']"
47,9,,,0.0,3,,False,True,`month`==10 & `day`==2,"['month', 'day']"
48,10,,,2.4790562361098245,3,,False,True,`month`==4 & `ISI`<-1.3656270216256765,"['month', 'ISI']"
49,10,Y,-0.23424706064923512,0.0,3,"{'<': np.int64(102), '>=': np.int64(103)}",False,False,`month`==4 & `ISI`>=-1.3656270216256765,"['month', 'ISI', 'Y']"
50,12,DMC,0.38033671056801444,1.895733102957637,4,"{'<': np.int64(104), '>=': np.int64(105)}",False,False,`month`==9 & `day`==3 & `Y`<-0.1089096723538003,"['month', 'day', 'Y', 'DMC']"
51,12,,,0.0,4,,False,True,`month`==9 & `day`==3 & `Y`>=-0.1089096723538003,"['month', 'day', 'Y']"
52,13,ISI,0.6135733886306535,0.31375737890558225,4,"{'<': np.int64(106), '>=': np.int64(107)}",False,False,`month`==9 & `day`==5 & `Y`<-0.5475905313878223,"['month', 'day', 'Y', 'ISI']"
53,13,RH,-0.01160020810201002,0.8845637098042223,4,"{'<': np.int64(108), '>=': np.int64(109)}",False,False,`month`==9 & `day`==5 & `Y`>=-0.5475905313878223,"['month', 'day', 'Y', 'RH']"
54,14,temp,0.6039296959747241,1.0083512581235101,4,"{'<': np.int64(110), '>=': np.int64(111)}",False,False,`month`==9 & `day`==6 & `DMC`<0.11308134827351743,"['month', 'day', 'DMC', 'temp']"
55,14,Y,-0.4535874901662462,2.4176390371496246,4,"{'<': np.int64(112), '>=': np.int64(113)}",False,False,`month`==9 & `day`==6 & `DMC`>=0.11308134827351743,"['month', 'day', 'DMC', 'Y']"
56,15,X,0.40303876452565585,2.5933259871374235,4,"{'<': np.int64(114), '>=': np.int64(115)}",False,False,`month`==9 & `day`==2 & `ISI`<-0.40977101277536826,"['month', 'day', 'ISI', 'X']"
57,15,temp,-0.5727523772813276,0.50580045583924,4,"{'<': np.int64(116), '>=': np.int64(117)}",False,False,`month`==9 & `day`==2 & `ISI`>=-0.40977101277536826,"['month', 'day', 'ISI', 'temp']"
58,16,Y,-0.6729279196832572,2.9777404146139883,4,"{'<': np.int64(118), '>=': np.int64(119)}",False,False,`month`==9 & `day`==1 & `FFMC`<-0.18777403250962665,"['month', 'day', 'FFMC', 'Y']"
59,16,temp,-0.3196016523577148,0.5839267650602464,4,"{'<': np.int64(120), '>=': np.int64(121)}",False,False,`month`==9 & `day`==1 & `FFMC`>=-0.18777403250962665,"['month', 'day', 'FFMC', 'temp']"
60,17,ISI,-0.564030195759856,1.2833623944400407,4,"{'<': np.int64(122), '>=': np.int64(123)}",False,False,`month`==9 & `day`==7 & `DMC`<-0.08311293511839284,"['month', 'day', 'DMC', 'ISI']"
61,17,X,-0.6990760871418457,4.215042748613346,4,"{'<': np.int64(124), '>=': np.int64(125)}",False,False,`month`==9 & `day`==7 & `DMC`>=-0.08311293511839284,"['month', 'day', 'DMC', 'X']"
62,18,wind,-0.7781934642443723,0.8356286568314861,4,"{'<': np.int64(126), '>=': np.int64(127)}",False,False,`month`==9 & `day`==4 & `RH`<-0.972301226388085,"['month', 'day', 'RH', 'wind']"
63,18,DMC,0.07332044693695298,2.698106147724296,4,"{'<': np.int64(128), '>=': np.int64(129)}",False,False,`month`==9 & `day`==4 & `RH`>=-0.972301226388085,"['month', 'day', 'RH', 'DMC']"
