nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,Mitoses,-7.640244470538712e-17,2,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Mitoses']
2,1,Normal Nucleoli,-0.24324874790069503,2,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Mitoses`<-7.640244470538712e-17,"['Mitoses', 'Normal Nucleoli']"
3,1,Bare Nuclei,0.9871208823865423,4,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Mitoses`>=-7.640244470538712e-17,"['Mitoses', 'Bare Nuclei']"
4,2,Single Epithelial Cell Size,-0.42328048071610863,2,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Mitoses`<-7.640244470538712e-17 & `Normal Nucleoli`<-0.24324874790069503,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size']"
5,2,Bare Nuclei,0.8672903227569924,4,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Mitoses`<-7.640244470538712e-17 & `Normal Nucleoli`>=-0.24324874790069503,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei']"
6,3,Normal Nucleoli,1.0624451681445168,4,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Mitoses`>=-7.640244470538712e-17 & `Bare Nuclei`<0.9871208823865423,"['Mitoses', 'Bare Nuclei', 'Normal Nucleoli']"
7,3,Single Epithelial Cell Size,1.1672851480442272,4,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`Mitoses`>=-7.640244470538712e-17 & `Bare Nuclei`>=0.9871208823865423,"['Mitoses', 'Bare Nuclei', 'Single Epithelial Cell Size']"
8,4,Clump Thickness,-0.5296221633783657,2,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`Mitoses`<-7.640244470538712e-17 & `Normal Nucleoli`<-0.24324874790069503 & `Single Epithelial Cell Size`<-0.42328048071610863,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Clump Thickness']"
9,4,Bland Chromatin,0.15592763954792138,4,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`Mitoses`<-7.640244470538712e-17 & `Normal Nucleoli`<-0.24324874790069503 & `Single Epithelial Cell Size`>=-0.42328048071610863,"['Mitoses', 'Normal Nucleoli', 'Single Epithelial Cell Size', 'Bland Chromatin']"
10,5,Clump Thickness,0.5436034150550438,4,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`Mitoses`<-7.640244470538712e-17 & `Normal Nucleoli`>=-0.24324874790069503 & `Bare Nuclei`<0.8672903227569924,"['Mitoses', 'Normal Nucleoli', 'Bare Nuclei', 'Clump Thickness']"
