nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,MMAX,-5.815453938512725e-17,106.14285714285714,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['MMAX']
2,1,CACH,-0.40931757338882624,41.59649122807018,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`MMAX`<-5.815453938512725e-17,"['MMAX', 'CACH']"
3,1,CHMIN,0.5999258842684815,242.40740740740742,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`MMAX`>=-5.815453938512725e-17,"['MMAX', 'CHMIN']"
4,2,CHMAX,-0.3226077657052175,31.5609756097561,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`MMAX`<-5.815453938512725e-17 & `CACH`<-0.40931757338882624,"['MMAX', 'CACH', 'CHMAX']"
5,2,CHMIN,0.009787567626385267,67.3125,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`MMAX`<-5.815453938512725e-17 & `CACH`>=-0.40931757338882624,"['MMAX', 'CACH', 'CHMIN']"
6,3,CHMAX,0.09425696750026827,155.05,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`MMAX`>=-5.815453938512725e-17 & `CHMIN`<0.5999258842684815,"['MMAX', 'CHMIN', 'CHMAX']"
7,3,CACH,1.9824102401773174,492.0,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`MMAX`>=-5.815453938512725e-17 & `CHMIN`>=0.5999258842684815,"['MMAX', 'CHMIN', 'CACH']"
8,4,MYCT,0.752570022118509,26.7,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`MMAX`<-5.815453938512725e-17 & `CACH`<-0.40931757338882624 & `CHMAX`<-0.3226077657052175,"['MMAX', 'CACH', 'CHMAX', 'MYCT']"
9,4,MMIN,-0.5546292164709504,44.81818181818182,4,"{'<': np.int64(18), '>=': np.int64(19)}",False,False,`MMAX`<-5.815453938512725e-17 & `CACH`<-0.40931757338882624 & `CHMAX`>=-0.3226077657052175,"['MMAX', 'CACH', 'CHMAX', 'MMIN']"
10,5,MYCT,-0.20657775622038194,63.9,4,"{'<': np.int64(20), '>=': np.int64(21)}",False,False,`MMAX`<-5.815453938512725e-17 & `CACH`>=-0.40931757338882624 & `CHMIN`<0.009787567626385267,"['MMAX', 'CACH', 'CHMIN', 'MYCT']"
