nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,physician-fee-freeze,,democrat,1,"{'y': np.int64(2), '?': np.int64(3), 'n': np.int64(4)}",True,False,,['physician-fee-freeze']
2,1,crime,,republican,2,"{'y': np.int64(5), 'n': np.int64(6), '?': np.int64(7)}",False,False,`physician-fee-freeze`=='y',"['physician-fee-freeze', 'crime']"
3,1,export-administration-act-south-africa,,republican,2,"{'?': np.int64(8), 'y': np.int64(9)}",False,False,`physician-fee-freeze`=='?',"['physician-fee-freeze', 'export-administration-act-south-africa']"
4,1,mx-missile,,democrat,2,"{'n': np.int64(10), 'y': np.int64(11), '?': np.int64(12)}",False,False,`physician-fee-freeze`=='n',"['physician-fee-freeze', 'mx-missile']"
5,2,superfund-right-to-sue,,republican,3,"{'y': np.int64(13), 'n': np.int64(14), '?': np.int64(15)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue']"
6,2,mx-missile,,democrat,3,"{'n': np.int64(16), 'y': np.int64(17)}",False,False,`physician-fee-freeze`=='y' & `crime`=='n',"['physician-fee-freeze', 'crime', 'mx-missile']"
7,2,aid-to-nicaraguan-contras,,republican,3,"{'?': np.int64(18), 'n': np.int64(19)}",False,False,`physician-fee-freeze`=='y' & `crime`=='?',"['physician-fee-freeze', 'crime', 'aid-to-nicaraguan-contras']"
8,3,mx-missile,,republican,3,"{'y': np.int64(20), '?': np.int64(21)}",False,False,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile']"
9,3,,,democrat,3,,False,True,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='y',"['physician-fee-freeze', 'export-administration-act-south-africa']"
10,4,export-administration-act-south-africa,,democrat,3,"{'y': np.int64(22), '?': np.int64(23), 'n': np.int64(24)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa']"
11,4,export-administration-act-south-africa,,democrat,3,"{'?': np.int64(25), 'y': np.int64(26), 'n': np.int64(27)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa']"
12,4,export-administration-act-south-africa,,democrat,3,"{'y': np.int64(28), '?': np.int64(29)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='?',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa']"
13,5,mx-missile,,republican,4,"{'n': np.int64(30), 'y': np.int64(31), '?': np.int64(32)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='y',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile']"
14,5,mx-missile,,republican,4,"{'n': np.int64(33), 'y': np.int64(34)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='n',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile']"
15,5,aid-to-nicaraguan-contras,,republican,4,"{'y': np.int64(35), '?': np.int64(36), 'n': np.int64(37)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='?',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'aid-to-nicaraguan-contras']"
16,6,,,republican,4,,False,True,`physician-fee-freeze`=='y' & `crime`=='n' & `mx-missile`=='n',"['physician-fee-freeze', 'crime', 'mx-missile']"
17,6,,,democrat,4,,False,True,`physician-fee-freeze`=='y' & `crime`=='n' & `mx-missile`=='y',"['physician-fee-freeze', 'crime', 'mx-missile']"
18,7,,,republican,4,,False,True,`physician-fee-freeze`=='y' & `crime`=='?' & `aid-to-nicaraguan-contras`=='?',"['physician-fee-freeze', 'crime', 'aid-to-nicaraguan-contras']"
19,7,,,republican,4,,False,True,`physician-fee-freeze`=='y' & `crime`=='?' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'crime', 'aid-to-nicaraguan-contras']"
20,8,aid-to-nicaraguan-contras,,democrat,4,"{'y': np.int64(38), '?': np.int64(39)}",False,False,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?' & `mx-missile`=='y',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile', 'aid-to-nicaraguan-contras']"
21,8,crime,,republican,4,"{'y': np.int64(40), '?': np.int64(41)}",False,False,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?' & `mx-missile`=='?',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile', 'crime']"
22,10,aid-to-nicaraguan-contras,,democrat,4,"{'n': np.int64(42), 'y': np.int64(43)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
23,10,aid-to-nicaraguan-contras,,democrat,4,"{'y': np.int64(44), 'n': np.int64(45)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='?',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
24,10,,,democrat,4,,False,True,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa']"
25,11,aid-to-nicaraguan-contras,,democrat,4,"{'y': np.int64(46), 'n': np.int64(47)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='?',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
26,11,aid-to-nicaraguan-contras,,democrat,4,"{'y': np.int64(48), 'n': np.int64(49)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
27,11,,,democrat,4,,False,True,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa']"
28,12,aid-to-nicaraguan-contras,,democrat,4,"{'?': np.int64(50), 'y': np.int64(51)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='?' & `export-administration-act-south-africa`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
29,12,aid-to-nicaraguan-contras,,democrat,4,"{'y': np.int64(52), 'n': np.int64(53)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='?' & `export-administration-act-south-africa`=='?',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
30,13,aid-to-nicaraguan-contras,,republican,5,"{'n': np.int64(54), '?': np.int64(55), 'y': np.int64(56)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='y' & `mx-missile`=='n',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile', 'aid-to-nicaraguan-contras']"
31,13,aid-to-nicaraguan-contras,,republican,5,"{'y': np.int64(57), 'n': np.int64(58)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='y' & `mx-missile`=='y',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile', 'aid-to-nicaraguan-contras']"
32,13,,,republican,5,,False,True,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='y' & `mx-missile`=='?',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile']"
33,14,aid-to-nicaraguan-contras,,republican,5,"{'y': np.int64(59), 'n': np.int64(60)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='n' & `mx-missile`=='n',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile', 'aid-to-nicaraguan-contras']"
34,14,synfuels-corporation-cutback,,republican,5,"{'n': np.int64(61), 'y': np.int64(62)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='n' & `mx-missile`=='y',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'mx-missile', 'synfuels-corporation-cutback']"
35,15,export-administration-act-south-africa,,republican,5,"{'y': np.int64(63), '?': np.int64(64)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='?' & `aid-to-nicaraguan-contras`=='y',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'aid-to-nicaraguan-contras', 'export-administration-act-south-africa']"
36,15,,,republican,5,,False,True,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='?' & `aid-to-nicaraguan-contras`=='?',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'aid-to-nicaraguan-contras']"
37,15,immigration,,democrat,5,"{'y': np.int64(65), 'n': np.int64(66)}",False,False,`physician-fee-freeze`=='y' & `crime`=='y' & `superfund-right-to-sue`=='?' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'crime', 'superfund-right-to-sue', 'aid-to-nicaraguan-contras', 'immigration']"
38,20,,,republican,5,,False,True,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?' & `mx-missile`=='y' & `aid-to-nicaraguan-contras`=='y',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile', 'aid-to-nicaraguan-contras']"
39,20,,,democrat,5,,False,True,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?' & `mx-missile`=='y' & `aid-to-nicaraguan-contras`=='?',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile', 'aid-to-nicaraguan-contras']"
40,21,,,republican,5,,False,True,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?' & `mx-missile`=='?' & `crime`=='y',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile', 'crime']"
41,21,,,republican,5,,False,True,`physician-fee-freeze`=='?' & `export-administration-act-south-africa`=='?' & `mx-missile`=='?' & `crime`=='?',"['physician-fee-freeze', 'export-administration-act-south-africa', 'mx-missile', 'crime']"
42,22,adoption-of-the-budget-resolution,,democrat,5,"{'y': np.int64(67), 'n': np.int64(68), '?': np.int64(69)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='y' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras', 'adoption-of-the-budget-resolution']"
43,22,religious-groups-in-schools,,democrat,5,"{'y': np.int64(70), '?': np.int64(71), 'n': np.int64(72)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='y' & `aid-to-nicaraguan-contras`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras', 'religious-groups-in-schools']"
44,23,religious-groups-in-schools,,democrat,5,"{'y': np.int64(73), 'n': np.int64(74)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='?' & `aid-to-nicaraguan-contras`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras', 'religious-groups-in-schools']"
45,23,adoption-of-the-budget-resolution,,democrat,5,"{'n': np.int64(75), 'y': np.int64(76)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='n' & `export-administration-act-south-africa`=='?' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras', 'adoption-of-the-budget-resolution']"
46,25,religious-groups-in-schools,,democrat,5,"{'y': np.int64(77), 'n': np.int64(78), '?': np.int64(79)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='?' & `aid-to-nicaraguan-contras`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras', 'religious-groups-in-schools']"
47,25,,,democrat,5,,False,True,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='?' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
48,26,religious-groups-in-schools,,democrat,5,"{'y': np.int64(80), 'n': np.int64(81)}",False,False,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='y' & `aid-to-nicaraguan-contras`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras', 'religious-groups-in-schools']"
49,26,,,democrat,5,,False,True,`physician-fee-freeze`=='n' & `mx-missile`=='y' & `export-administration-act-south-africa`=='y' & `aid-to-nicaraguan-contras`=='n',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa', 'aid-to-nicaraguan-contras']"
