nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,Rings,1.3925957268787122e-16,1.3925957268787122e-16,1,"{'<': np.int64(2), '>=': np.int64(3)}",True,False,,['Rings']
2,1,Length,-0.5115302213755167,-0.7319418811151499,2,"{'<': np.int64(4), '>=': np.int64(5)}",False,False,`Rings`<1.3925957268787122e-16,"['Rings', 'Length']"
3,1,Shell weight,0.5616567688839483,0.7258350954562636,2,"{'<': np.int64(6), '>=': np.int64(7)}",False,False,`Rings`>=1.3925957268787122e-16,"['Rings', 'Shell weight']"
4,2,Diameter,-1.355955824832169,-1.0040379319822448,3,"{'<': np.int64(8), '>=': np.int64(9)}",False,False,`Rings`<1.3925957268787122e-16 & `Length`<-0.5115302213755167,"['Rings', 'Length', 'Diameter']"
5,2,Shell weight,-0.03340272159214161,-0.4883570337557691,3,"{'<': np.int64(10), '>=': np.int64(11)}",False,False,`Rings`<1.3925957268787122e-16 & `Length`>=-0.5115302213755167,"['Rings', 'Length', 'Shell weight']"
6,3,Shucked weight,-0.1868251978029527,0.5982766663596087,3,"{'<': np.int64(12), '>=': np.int64(13)}",False,False,`Rings`>=1.3925957268787122e-16 & `Shell weight`<0.5616567688839483,"['Rings', 'Shell weight', 'Shucked weight']"
7,3,Shucked weight,1.1378442580632768,0.8658304713898421,3,"{'<': np.int64(14), '>=': np.int64(15)}",False,False,`Rings`>=1.3925957268787122e-16 & `Shell weight`>=0.5616567688839483,"['Rings', 'Shell weight', 'Shucked weight']"
8,4,Height,-1.4842923773004888,-1.2611643097349206,4,"{'<': np.int64(16), '>=': np.int64(17)}",False,False,`Rings`<1.3925957268787122e-16 & `Length`<-0.5115302213755167 & `Diameter`<-1.355955824832169,"['Rings', 'Length', 'Diameter', 'Height']"
9,4,Sex,,-0.8100452630527705,4,"{'F': np.int64(18), 'M': np.int64(19), 'I': np.int64(20)}",False,False,`Rings`<1.3925957268787122e-16 & `Length`<-0.5115302213755167 & `Diameter`>=-1.355955824832169,"['Rings', 'Length', 'Diameter', 'Sex']"
10,5,Diameter,-0.10939743601077194,-0.5703354944682496,4,"{'<': np.int64(21), '>=': np.int64(22)}",False,False,`Rings`<1.3925957268787122e-16 & `Length`>=-0.5115302213755167 & `Shell weight`<-0.03340272159214161,"['Rings', 'Length', 'Shell weight', 'Diameter']"
11,5,Diameter,0.6016215283594637,-0.3921743843059775,4,"{'<': np.int64(23), '>=': np.int64(24)}",False,False,`Rings`<1.3925957268787122e-16 & `Length`>=-0.5115302213755167 & `Shell weight`>=-0.03340272159214161,"['Rings', 'Length', 'Shell weight', 'Diameter']"
12,6,Height,-0.21180862368837639,0.667955904173764,4,"{'<': np.int64(25), '>=': np.int64(26)}",False,False,`Rings`>=1.3925957268787122e-16 & `Shell weight`<0.5616567688839483 & `Shucked weight`<-0.1868251978029527,"['Rings', 'Shell weight', 'Shucked weight', 'Height']"
13,6,Length,0.4706123923005082,0.5215961654158013,4,"{'<': np.int64(27), '>=': np.int64(28)}",False,False,`Rings`>=1.3925957268787122e-16 & `Shell weight`<0.5616567688839483 & `Shucked weight`>=-0.1868251978029527,"['Rings', 'Shell weight', 'Shucked weight', 'Length']"
14,7,Diameter,0.8590112692314784,1.0176678707437672,4,"{'<': np.int64(29), '>=': np.int64(30)}",False,False,`Rings`>=1.3925957268787122e-16 & `Shell weight`>=0.5616567688839483 & `Shucked weight`<1.1378442580632768,"['Rings', 'Shell weight', 'Shucked weight', 'Diameter']"
15,7,Whole weight,1.7771512686617639,0.6783664196735437,4,"{'<': np.int64(31), '>=': np.int64(32)}",False,False,`Rings`>=1.3925957268787122e-16 & `Shell weight`>=0.5616567688839483 & `Shucked weight`>=1.1378442580632768,"['Rings', 'Shell weight', 'Shucked weight', 'Whole weight']"
