nodeNum,parentNodeNum,splitFeature,splitBoundary,predictedValue,depth,childNodeDirectory,isRoot,isLeaf,fullCondition,used_features
1,,physician-fee-freeze,,democrat,1,"{'y': np.int64(2), 'n': np.int64(3), '?': np.int64(4)}",True,False,,['physician-fee-freeze']
2,1,synfuels-corporation-cutback,,republican,2,"{'n': np.int64(5), 'y': np.int64(6)}",False,False,`physician-fee-freeze`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback']"
3,1,adoption-of-the-budget-resolution,,democrat,2,"{'n': np.int64(7), 'y': np.int64(8), '?': np.int64(9)}",False,False,`physician-fee-freeze`=='n',"['physician-fee-freeze', 'adoption-of-the-budget-resolution']"
4,1,mx-missile,,democrat,2,"{'y': np.int64(10), 'n': np.int64(11)}",False,False,`physician-fee-freeze`=='?',"['physician-fee-freeze', 'mx-missile']"
5,2,mx-missile,,republican,3,"{'n': np.int64(12), 'y': np.int64(13)}",False,False,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='n',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'mx-missile']"
6,2,mx-missile,,republican,3,"{'n': np.int64(14), 'y': np.int64(15)}",False,False,`physician-fee-freeze`=='y' & `synfuels-corporation-cutback`=='y',"['physician-fee-freeze', 'synfuels-corporation-cutback', 'mx-missile']"
7,3,religious-groups-in-schools,,democrat,3,"{'n': np.int64(16), 'y': np.int64(17), '?': np.int64(18)}",False,False,`physician-fee-freeze`=='n' & `adoption-of-the-budget-resolution`=='n',"['physician-fee-freeze', 'adoption-of-the-budget-resolution', 'religious-groups-in-schools']"
8,3,mx-missile,,democrat,3,"{'y': np.int64(19), 'n': np.int64(20), '?': np.int64(21)}",False,False,`physician-fee-freeze`=='n' & `adoption-of-the-budget-resolution`=='y',"['physician-fee-freeze', 'adoption-of-the-budget-resolution', 'mx-missile']"
9,3,,,democrat,3,,False,True,`physician-fee-freeze`=='n' & `adoption-of-the-budget-resolution`=='?',"['physician-fee-freeze', 'adoption-of-the-budget-resolution']"
10,4,export-administration-act-south-africa,,democrat,3,"{'?': np.int64(22), 'y': np.int64(23)}",False,False,`physician-fee-freeze`=='?' & `mx-missile`=='y',"['physician-fee-freeze', 'mx-missile', 'export-administration-act-south-africa']"
11,4,aid-to-nicaraguan-contras,,democrat,3,"{'y': np.int64(24), 'n': np.int64(25)}",False,False,`physician-fee-freeze`=='?' & `mx-missile`=='n',"['physician-fee-freeze', 'mx-missile', 'aid-to-nicaraguan-contras']"
