learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,3,3,138400,1384,4152,-362.375280094523,0.6994219653179191,0.6994219653179191
0.01,3,7,138400,1384,2768,-376.01586600459643,0.6994219653179191,0.6994219653179191
0.01,3,15,138400,1384,2768,-385.2608293945851,0.6994219653179191,0.6994219653179191
0.01,3,30,138400,1384,4152,-363.0422703848867,0.6994219653179191,0.6994219653179191
0.01,3,60,138400,1384,4152,-381.0011581458653,0.6994219653179191,0.6994219653179191
0.01,7,3,138400,1384,4152,-365.1065708751838,0.6994219653179191,0.6994219653179191
0.01,7,7,138400,1384,2768,-368.7519466516729,0.6994219653179191,0.6994219653179191
0.01,7,15,138400,1384,2768,-377.03204854734696,0.6994219653179191,0.6994219653179191
0.01,7,30,138400,1384,4152,-346.6626592847348,0.6994219653179191,0.6994219653179191
0.01,7,60,138400,1384,4152,-360.0398424618252,0.6994219653179191,0.6994219653179191
0.01,15,3,138400,1384,4152,-379.2009062539809,0.6994219653179191,0.6994219653179191
0.01,15,7,138400,1384,5536,-382.9861349914028,0.6994219653179191,0.6994219653179191
0.01,15,15,138400,1384,2768,-364.1148649861283,0.6994219653179191,0.6994219653179191
0.01,15,30,138400,1384,4152,-347.42530054742775,0.6994219653179191,0.6994219653179191
0.01,15,60,138400,1384,2768,-296.78039656760666,0.22254335260115607,0.6994219653179191
0.01,30,3,138400,1384,4152,-366.2999008384152,0.6994219653179191,0.6994219653179191
0.01,30,7,138400,1384,4152,-369.8435970609901,0.6994219653179191,0.6994219653179191
0.01,30,15,138400,1384,2768,-379.1791217668956,0.6994219653179191,0.6994219653179191
0.01,30,30,138400,1384,4152,-379.9065269291997,0.6994219653179191,0.6994219653179191
0.01,30,60,138400,1384,4152,-362.545438785258,0.6994219653179191,0.6994219653179191
0.01,60,3,138400,1384,2768,-359.6339094005057,0.6994219653179191,0.6994219653179191
0.01,60,7,138400,1384,2768,-378.5671730492244,0.6994219653179191,0.6994219653179191
0.01,60,15,138400,1384,2768,-376.3491097850399,0.6994219653179191,0.6994219653179191
0.01,60,30,138400,1384,5536,-372.09447921089924,0.6994219653179191,0.6994219653179191
0.01,60,60,138400,1384,2768,-360.36766378797563,0.6994219653179191,0.6994219653179191
0.1,3,3,138400,1384,8304,-554.3715298972277,0.8569364161849711,0.6994219653179191
0.1,3,7,138400,1384,8304,-563.887684725997,0.861271676300578,0.6994219653179191
0.1,3,15,138400,1384,8304,-555.5386810073504,0.861271676300578,0.6994219653179191
0.1,3,30,138400,1384,8304,-562.9898964015961,0.8265895953757225,0.6994219653179191
0.1,3,60,138400,1384,5536,-546.4625941234758,0.8526011560693642,0.6994219653179191
0.1,7,3,138400,1384,9688,-556.1609477379993,0.8670520231213873,0.6994219653179191
0.1,7,7,138400,1384,8304,-558.2858843769809,0.8670520231213873,0.6994219653179191
0.1,7,15,138400,1384,5536,-556.4651645667544,0.861271676300578,0.6994219653179191
0.1,7,30,138400,1384,6920,-565.7984879990925,0.8511560693641619,0.6994219653179191
0.1,7,60,138400,1384,5536,-556.8000085513627,0.8554913294797688,0.6994219653179191
0.1,15,3,138400,1384,2768,-364.3778360722285,0.6994219653179191,0.6994219653179191
0.1,15,7,138400,1384,8304,-561.3423109315266,0.8338150289017341,0.6994219653179191
0.1,15,15,138400,1384,8304,-569.2065692389659,0.8598265895953757,0.6994219653179191
0.1,15,30,138400,1384,8304,-567.948028323035,0.8858381502890174,0.6994219653179191
0.1,15,60,138400,1384,8304,-558.4523082464777,0.8598265895953757,0.6994219653179191
0.1,30,3,138400,1384,2768,-370.2394227653122,0.6994219653179191,0.6994219653179191
0.1,30,7,138400,1384,8304,-561.0272980836543,0.861271676300578,0.6994219653179191
0.1,30,15,138400,1384,5536,-542.7137547035061,0.8684971098265896,0.6994219653179191
0.1,30,30,138400,1384,6920,-561.9586420996537,0.8641618497109826,0.6994219653179191
0.1,30,60,138400,1384,6920,-567.6640443024784,0.865606936416185,0.6994219653179191
0.1,60,3,138400,1384,2768,-355.8391785595836,0.6994219653179191,0.6994219653179191
0.1,60,7,138400,1384,2768,-389.2086959333062,0.6994219653179191,0.6994219653179191
0.1,60,15,138400,1384,8304,-568.2603762393456,0.8598265895953757,0.6994219653179191
0.1,60,30,138400,1384,6920,-535.7138143806782,0.8294797687861272,0.6994219653179191
0.1,60,60,138400,1384,9688,-576.0147824710343,0.8497109826589595,0.6994219653179191
