learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,2,2,56200,562,2248,-152.47489737308956,0.6559139784946236,0.6559139784946236
0.01,2,4,56200,562,2248,-155.05325032954804,0.6559139784946236,0.6559139784946236
0.01,2,9,56200,562,1124,-152.26017883660234,0.6559139784946236,0.6559139784946236
0.01,2,18,56200,562,1124,-153.81960979221574,0.6559139784946236,0.6559139784946236
0.01,2,36,56200,562,1124,-148.06180082956536,0.6559139784946236,0.6559139784946236
0.01,4,2,56200,562,1686,-152.2306558978632,0.6559139784946236,0.6559139784946236
0.01,4,4,56200,562,1686,-153.16252873416755,0.6559139784946236,0.6559139784946236
0.01,4,9,56200,562,1686,-152.97026746860826,0.6559139784946236,0.6559139784946236
0.01,4,18,56200,562,1124,-149.70882279187316,0.6559139784946236,0.6559139784946236
0.01,4,36,56200,562,1686,-153.73950798562225,0.6559139784946236,0.6559139784946236
0.01,9,2,56200,562,1686,-154.145840938038,0.6559139784946236,0.6559139784946236
0.01,9,4,56200,562,1686,-153.84258348648922,0.6559139784946236,0.6559139784946236
0.01,9,9,56200,562,1686,-156.65020256322651,0.6559139784946236,0.6559139784946236
0.01,9,18,56200,562,1124,-151.57166509560392,0.6559139784946236,0.6559139784946236
0.01,9,36,56200,562,1124,-156.357193178078,0.6559139784946236,0.6559139784946236
0.01,18,2,56200,562,1686,-152.10119621576155,0.6559139784946236,0.6559139784946236
0.01,18,4,56200,562,1124,-149.94485875837128,0.6559139784946236,0.6559139784946236
0.01,18,9,56200,562,1124,-150.74460797465085,0.6559139784946236,0.6559139784946236
0.01,18,18,56200,562,1124,-151.36680944885936,0.6559139784946236,0.6559139784946236
0.01,18,36,56200,562,1124,-148.24621522553576,0.6559139784946236,0.6559139784946236
0.01,36,2,56200,562,1686,-153.6758242056737,0.6559139784946236,0.6559139784946236
0.01,36,4,56200,562,1686,-153.41075139150024,0.6559139784946236,0.6559139784946236
0.01,36,9,56200,562,1124,-156.40993116206485,0.6559139784946236,0.6559139784946236
0.01,36,18,56200,562,1686,-150.3155332167897,0.6559139784946236,0.6559139784946236
0.01,36,36,56200,562,1686,-158.47659728216513,0.6559139784946236,0.6559139784946236
0.1,2,2,56200,562,3372,-263.2165320742591,0.96415770609319,0.6559139784946236
0.1,2,4,56200,562,3372,-263.2698817926168,0.96415770609319,0.6559139784946236
0.1,2,9,56200,562,2810,-262.2058071585704,0.96415770609319,0.6559139784946236
0.1,2,18,56200,562,2810,-261.3644661114612,0.96415770609319,0.6559139784946236
0.1,2,36,56200,562,2810,-267.14259374095474,0.974910394265233,0.6559139784946236
0.1,4,2,56200,562,2810,-262.8757220483154,0.96415770609319,0.6559139784946236
0.1,4,4,56200,562,2810,-263.5253534659763,0.96415770609319,0.6559139784946236
0.1,4,9,56200,562,2810,-264.33437371540396,0.9605734767025089,0.6559139784946236
0.1,4,18,56200,562,2810,-263.21280569612014,0.9605734767025089,0.6559139784946236
0.1,4,36,56200,562,2248,-263.56168647558115,0.96415770609319,0.6559139784946236
0.1,9,2,56200,562,2810,-261.52879527026073,0.956989247311828,0.6559139784946236
0.1,9,4,56200,562,2248,-262.1068221199421,0.956989247311828,0.6559139784946236
0.1,9,9,56200,562,2248,-261.7205481397049,0.9605734767025089,0.6559139784946236
0.1,9,18,56200,562,2248,-261.63249748980286,0.9605734767025089,0.6559139784946236
0.1,9,36,56200,562,2248,-265.23335992666574,0.967741935483871,0.6559139784946236
0.1,18,2,56200,562,2810,-261.24643251665117,0.9605734767025089,0.6559139784946236
0.1,18,4,56200,562,2248,-261.0461963172753,0.9605734767025089,0.6559139784946236
0.1,18,9,56200,562,2248,-263.76421491427004,0.9605734767025089,0.6559139784946236
0.1,18,18,56200,562,2248,-262.43127927636755,0.9605734767025089,0.6559139784946236
0.1,18,36,56200,562,2248,-264.6085500308084,0.9605734767025089,0.6559139784946236
0.1,36,2,56200,562,2810,-262.4490844879661,0.96415770609319,0.6559139784946236
0.1,36,4,56200,562,2248,-260.3821446727806,0.956989247311828,0.6559139784946236
0.1,36,9,56200,562,2810,-262.8784403835535,0.96415770609319,0.6559139784946236
0.1,36,18,56200,562,2248,-263.7496319964939,0.9605734767025089,0.6559139784946236
0.1,36,36,56200,562,1686,-260.84606722648317,0.956989247311828,0.6559139784946236
