learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,3,3,138400,1384,4152,-376.64643275221465,0.6994219653179191,0.6994219653179191
0.01,3,7,138400,1384,2768,-372.040426193739,0.6994219653179191,0.6994219653179191
0.01,3,15,138400,1384,2768,-372.5642838325129,0.6994219653179191,0.6994219653179191
0.01,3,30,138400,1384,2768,-353.2313614299911,0.6994219653179191,0.6994219653179191
0.01,3,60,138400,1384,2768,-370.31638594270294,0.6994219653179191,0.6994219653179191
0.01,7,3,138400,1384,2768,-368.6075273693587,0.6994219653179191,0.6994219653179191
0.01,7,7,138400,1384,5536,-358.2070778426524,0.6994219653179191,0.6994219653179191
0.01,7,15,138400,1384,2768,-382.95263286627807,0.6994219653179191,0.6994219653179191
0.01,7,30,138400,1384,4152,-376.1724072786757,0.6994219653179191,0.6994219653179191
0.01,7,60,138400,1384,5536,-377.4340793888671,0.6994219653179191,0.6994219653179191
0.01,15,3,138400,1384,4152,-377.0054026689685,0.6994219653179191,0.6994219653179191
0.01,15,7,138400,1384,5536,-391.22386676279586,0.6994219653179191,0.6994219653179191
0.01,15,15,138400,1384,2768,-373.99671107129404,0.6994219653179191,0.6994219653179191
0.01,15,30,138400,1384,2768,-378.26200716747485,0.6994219653179191,0.6994219653179191
0.01,15,60,138400,1384,2768,-362.8655762326341,0.6994219653179191,0.6994219653179191
0.01,30,3,138400,1384,4152,-366.1481295342354,0.6994219653179191,0.6994219653179191
0.01,30,7,138400,1384,2768,-362.6543014052171,0.6994219653179191,0.6994219653179191
0.01,30,15,138400,1384,4152,-388.79099064954295,0.6994219653179191,0.6994219653179191
0.01,30,30,138400,1384,4152,-391.624984631315,0.6994219653179191,0.6994219653179191
0.01,30,60,138400,1384,2768,-379.99678986846345,0.6994219653179191,0.6994219653179191
0.01,60,3,138400,1384,4152,-378.8092910257716,0.6994219653179191,0.6994219653179191
0.01,60,7,138400,1384,2768,-360.18814570621174,0.6994219653179191,0.6994219653179191
0.01,60,15,138400,1384,2768,-376.3707899959472,0.6994219653179191,0.6994219653179191
0.01,60,30,138400,1384,2768,-368.33803932616655,0.6994219653179191,0.6994219653179191
0.01,60,60,138400,1384,5536,-373.22004960083444,0.6994219653179191,0.6994219653179191
0.1,3,3,138400,1384,2768,-338.1118783534676,0.6994219653179191,0.6994219653179191
0.1,3,7,138400,1384,6920,-555.4000947049864,0.869942196531792,0.6994219653179191
0.1,3,15,138400,1384,5536,-548.409826490864,0.8323699421965318,0.6994219653179191
0.1,3,30,138400,1384,5536,-537.621635253355,0.865606936416185,0.6994219653179191
0.1,3,60,138400,1384,6920,-549.3254870132216,0.8670520231213873,0.6994219653179191
0.1,7,3,138400,1384,8304,-553.5271257569311,0.8815028901734104,0.6994219653179191
0.1,7,7,138400,1384,8304,-549.8468970970792,0.8742774566473989,0.6994219653179191
0.1,7,15,138400,1384,6920,-566.6139973924752,0.8771676300578035,0.6994219653179191
0.1,7,30,138400,1384,5536,-543.1346631080446,0.8583815028901735,0.6994219653179191
0.1,7,60,138400,1384,5536,-558.6664031793875,0.8208092485549133,0.6994219653179191
0.1,15,3,138400,1384,8304,-554.9444039467487,0.8713872832369942,0.6994219653179191
0.1,15,7,138400,1384,8304,-572.0461333621985,0.8728323699421965,0.6994219653179191
0.1,15,15,138400,1384,8304,-549.8859040684993,0.861271676300578,0.6994219653179191
0.1,15,30,138400,1384,5536,-543.8771728102603,0.8670520231213873,0.6994219653179191
0.1,15,60,138400,1384,5536,-544.5671726038365,0.8583815028901735,0.6994219653179191
0.1,30,3,138400,1384,2768,-368.7190281050698,0.6994219653179191,0.6994219653179191
0.1,30,7,138400,1384,6920,-552.4808362249056,0.8670520231213873,0.6994219653179191
0.1,30,15,138400,1384,8304,-572.6919608701088,0.8583815028901735,0.6994219653179191
0.1,30,30,138400,1384,6920,-564.4674150677138,0.8713872832369942,0.6994219653179191
0.1,30,60,138400,1384,6920,-559.5611851854768,0.8858381502890174,0.6994219653179191
0.1,60,3,138400,1384,4152,-332.7091480673911,0.6994219653179191,0.6994219653179191
0.1,60,7,138400,1384,2768,-347.67548654450803,0.6994219653179191,0.6994219653179191
0.1,60,15,138400,1384,6920,-542.1875141464294,0.8554913294797688,0.6994219653179191
0.1,60,30,138400,1384,6920,-546.4977661042401,0.8424855491329479,0.6994219653179191
0.1,60,60,138400,1384,8304,-560.2447356529927,0.8569364161849711,0.6994219653179191
