learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,1,1,16800,168,1848,35053.75469105198,,42990.20110544217
0.001,1,3,16800,168,1176,33388.93096212201,,42990.20110544217
0.001,1,6,16800,168,1008,30122.436062667628,,42990.20110544217
0.001,1,12,16800,168,672,44529.93543123371,,42990.20110544217
0.001,1,24,16800,168,504,28587.08694311807,,42990.20110544217
0.001,3,1,16800,168,2016,35076.825321242926,,42990.20110544217
0.001,3,3,16800,168,1176,32206.31989987652,,42990.20110544217
0.001,3,6,16800,168,840,31055.78384431409,,42990.20110544217
0.001,3,12,16800,168,1344,25663.944459878498,,42990.20110544217
0.001,3,24,16800,168,504,27606.071233261788,,42990.20110544217
0.001,6,1,16800,168,2184,34117.16322576471,,42990.20110544217
0.001,6,3,16800,168,1176,32278.3077304963,,42990.20110544217
0.001,6,6,16800,168,1176,29194.736307770087,,42990.20110544217
0.001,6,12,16800,168,504,30444.91058259665,,42990.20110544217
0.001,6,24,16800,168,504,28132.47766795928,,42990.20110544217
0.001,12,1,16800,168,2184,34066.14920455425,,42990.20110544217
0.001,12,3,16800,168,1680,29990.25651675321,,42990.20110544217
0.001,12,6,16800,168,1008,30084.692409301937,,42990.20110544217
0.001,12,12,16800,168,840,27433.45850179811,,42990.20110544217
0.001,12,24,16800,168,504,26244.838689089782,,42990.20110544217
0.001,24,1,16800,168,1848,44127.385148270296,,42990.20110544217
0.001,24,3,16800,168,1680,29525.595074242512,,42990.20110544217
0.001,24,6,16800,168,1008,29379.32488428685,,42990.20110544217
0.001,24,12,16800,168,1008,26667.596749086504,,42990.20110544217
0.001,24,24,16800,168,672,25904.31169780668,,42990.20110544217
0.01,1,1,16800,168,336,43105.44058183575,,42990.20110544217
0.01,1,3,16800,168,504,43165.28240405439,,42990.20110544217
0.01,1,6,16800,168,504,41288.58428300113,,42990.20110544217
0.01,1,12,16800,168,840,33044.50923813006,,42990.20110544217
0.01,1,24,16800,168,840,30657.167976735953,,42990.20110544217
0.01,3,1,16800,168,336,43168.05173306355,,42990.20110544217
0.01,3,3,16800,168,504,43090.892033219214,,42990.20110544217
0.01,3,6,16800,168,504,30984.37512010246,,42990.20110544217
0.01,3,12,16800,168,336,39227.765603958396,,42990.20110544217
0.01,3,24,16800,168,336,30032.206128666556,,42990.20110544217
0.01,6,1,16800,168,504,43619.17414134351,,42990.20110544217
0.01,6,3,16800,168,336,42994.64493503854,,42990.20110544217
0.01,6,6,16800,168,336,36387.48406694216,,42990.20110544217
0.01,6,12,16800,168,336,42443.72438545266,,42990.20110544217
0.01,6,24,16800,168,504,34491.19537193566,,42990.20110544217
0.01,12,1,16800,168,336,43002.52714096764,,42990.20110544217
0.01,12,3,16800,168,336,38979.465652116436,,42990.20110544217
0.01,12,6,16800,168,504,33673.98536531022,,42990.20110544217
0.01,12,12,16800,168,672,36550.876347490994,,42990.20110544217
0.01,12,24,16800,168,1008,31635.091460704833,,42990.20110544217
0.01,24,1,16800,168,336,43101.780137798014,,42990.20110544217
0.01,24,3,16800,168,504,42993.08014183141,,42990.20110544217
0.01,24,6,16800,168,336,38566.5463859548,,42990.20110544217
0.01,24,12,16800,168,504,38523.496137620314,,42990.20110544217
0.01,24,24,16800,168,336,32442.721869648933,,42990.20110544217
