learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,3,3,138400,1384,4152,-380.22072849024016,0.6994219653179191,0.6994219653179191
0.01,3,7,138400,1384,4152,-375.730252186576,0.6994219653179191,0.6994219653179191
0.01,3,15,138400,1384,2768,-374.70084814742404,0.6994219653179191,0.6994219653179191
0.01,3,30,138400,1384,4152,-366.09082368500685,0.6994219653179191,0.6994219653179191
0.01,3,60,138400,1384,5536,-363.49872090969984,0.6994219653179191,0.6994219653179191
0.01,7,3,138400,1384,4152,-362.3575353587771,0.6994219653179191,0.6994219653179191
0.01,7,7,138400,1384,4152,-376.29665689207985,0.6994219653179191,0.6994219653179191
0.01,7,15,138400,1384,4152,-363.32012117383454,0.6994219653179191,0.6994219653179191
0.01,7,30,138400,1384,5536,-371.9873353934755,0.6994219653179191,0.6994219653179191
0.01,7,60,138400,1384,2768,-314.26113888676326,0.6994219653179191,0.6994219653179191
0.01,15,3,138400,1384,4152,-368.37314371861083,0.6994219653179191,0.6994219653179191
0.01,15,7,138400,1384,2768,-362.23607204486626,0.6994219653179191,0.6994219653179191
0.01,15,15,138400,1384,4152,-387.5040506642524,0.6994219653179191,0.6994219653179191
0.01,15,30,138400,1384,5536,-370.98659485596306,0.6994219653179191,0.6994219653179191
0.01,15,60,138400,1384,2768,-341.4233757597155,0.6994219653179191,0.6994219653179191
0.01,30,3,138400,1384,4152,-375.12053276025597,0.6994219653179191,0.6994219653179191
0.01,30,7,138400,1384,2768,-367.67209372851966,0.6994219653179191,0.6994219653179191
0.01,30,15,138400,1384,2768,-355.75138198330325,0.6994219653179191,0.6994219653179191
0.01,30,30,138400,1384,2768,-374.371661050424,0.6994219653179191,0.6994219653179191
0.01,30,60,138400,1384,4152,-346.7047773504727,0.6994219653179191,0.6994219653179191
0.01,60,3,138400,1384,4152,-376.1987319020094,0.6994219653179191,0.6994219653179191
0.01,60,7,138400,1384,2768,-366.28165081155515,0.6994219653179191,0.6994219653179191
0.01,60,15,138400,1384,2768,-380.8427709778485,0.6994219653179191,0.6994219653179191
0.01,60,30,138400,1384,2768,-377.0864451072228,0.6994219653179191,0.6994219653179191
0.01,60,60,138400,1384,4152,-356.4449512289828,0.6994219653179191,0.6994219653179191
0.1,3,3,138400,1384,2768,-376.14363565266035,0.6994219653179191,0.6994219653179191
0.1,3,7,138400,1384,8304,-554.0974608918193,0.8598265895953757,0.6994219653179191
0.1,3,15,138400,1384,5536,-545.7313536370343,0.8583815028901735,0.6994219653179191
0.1,3,30,138400,1384,5536,-541.5944795488081,0.846820809248555,0.6994219653179191
0.1,3,60,138400,1384,6920,-556.2388601105696,0.8627167630057804,0.6994219653179191
0.1,7,3,138400,1384,9688,-553.2969889230214,0.8641618497109826,0.6994219653179191
0.1,7,7,138400,1384,5536,-545.648482736418,0.865606936416185,0.6994219653179191
0.1,7,15,138400,1384,6920,-562.4085292015108,0.8569364161849711,0.6994219653179191
0.1,7,30,138400,1384,5536,-551.6164253197095,0.8627167630057804,0.6994219653179191
0.1,7,60,138400,1384,5536,-558.0825913207955,0.8583815028901735,0.6994219653179191
0.1,15,3,138400,1384,2768,-368.9337671523577,0.6994219653179191,0.6994219653179191
0.1,15,7,138400,1384,5536,-530.1901190198972,0.7687861271676301,0.6994219653179191
0.1,15,15,138400,1384,6920,-553.7715910694756,0.8526011560693642,0.6994219653179191
0.1,15,30,138400,1384,9688,-573.5327079202859,0.9104046242774566,0.6994219653179191
0.1,15,60,138400,1384,6920,-550.2975953113834,0.8569364161849711,0.6994219653179191
0.1,30,3,138400,1384,11072,-568.1953802681655,0.8713872832369942,0.6994219653179191
0.1,30,7,138400,1384,6920,-554.9841316009703,0.8670520231213873,0.6994219653179191
0.1,30,15,138400,1384,8304,-565.9679017200223,0.865606936416185,0.6994219653179191
0.1,30,30,138400,1384,5536,-549.1960816696262,0.8497109826589595,0.6994219653179191
0.1,30,60,138400,1384,4152,-538.5681957257024,0.8627167630057804,0.6994219653179191
0.1,60,3,138400,1384,9688,-557.6903912989444,0.838150289017341,0.6994219653179191
0.1,60,7,138400,1384,6920,-543.9672519195085,0.861271676300578,0.6994219653179191
0.1,60,15,138400,1384,8304,-537.6744005743179,0.8554913294797688,0.6994219653179191
0.1,60,30,138400,1384,6920,-565.2098909906757,0.846820809248555,0.6994219653179191
0.1,60,60,138400,1384,6920,-553.9533204110118,0.8511560693641619,0.6994219653179191
