learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,1,1,16800,168,1512,28535.387784237115,,34577.35189909297
0.001,1,3,16800,168,2016,28241.493897089647,,34577.35189909297
0.001,1,6,16800,168,840,24721.9118791251,,34577.35189909297
0.001,1,12,16800,168,504,25985.500278915017,,34577.35189909297
0.001,1,24,16800,168,672,25440.093574113824,,34577.35189909297
0.001,3,1,16800,168,2184,26677.09996329436,,34577.35189909297
0.001,3,3,16800,168,1344,23973.819400569566,,34577.35189909297
0.001,3,6,16800,168,840,23498.501962909653,,34577.35189909297
0.001,3,12,16800,168,504,26281.330885455704,,34577.35189909297
0.001,3,24,16800,168,504,22487.16511600414,,34577.35189909297
0.001,6,1,16800,168,1680,27746.64803759625,,34577.35189909297
0.001,6,3,16800,168,1176,25435.726387956933,,34577.35189909297
0.001,6,6,16800,168,1008,23093.966016252612,,34577.35189909297
0.001,6,12,16800,168,672,21274.03735347525,,34577.35189909297
0.001,6,24,16800,168,504,23487.535499760204,,34577.35189909297
0.001,12,1,16800,168,1512,28446.217604879057,,34577.35189909297
0.001,12,3,16800,168,1176,24650.014959967644,,34577.35189909297
0.001,12,6,16800,168,1008,27417.302354663156,,34577.35189909297
0.001,12,12,16800,168,1008,20738.942384733695,,34577.35189909297
0.001,12,24,16800,168,672,18461.655257151586,,34577.35189909297
0.001,24,1,16800,168,2688,25509.370021696013,,34577.35189909297
0.001,24,3,16800,168,1176,27618.966637583395,,34577.35189909297
0.001,24,6,16800,168,840,23595.2184250812,,34577.35189909297
0.001,24,12,16800,168,672,21210.865845621804,,34577.35189909297
0.001,24,24,16800,168,336,22949.802577462546,,34577.35189909297
0.01,1,1,16800,168,1008,21930.867070162345,,34577.35189909297
0.01,1,3,16800,168,840,29153.393747727892,,34577.35189909297
0.01,1,6,16800,168,336,34719.18916400023,,34577.35189909297
0.01,1,12,16800,168,504,35416.701517758076,,34577.35189909297
0.01,1,24,16800,168,336,22432.010095742957,,34577.35189909297
0.01,3,1,16800,168,504,32163.00733601393,,34577.35189909297
0.01,3,3,16800,168,336,31328.238217309496,,34577.35189909297
0.01,3,6,16800,168,504,21916.19551118958,,34577.35189909297
0.01,3,12,16800,168,504,34581.10888586342,,34577.35189909297
0.01,3,24,16800,168,336,26380.636440804792,,34577.35189909297
0.01,6,1,16800,168,336,34586.80606164172,,34577.35189909297
0.01,6,3,16800,168,336,34578.84249129187,,34577.35189909297
0.01,6,6,16800,168,336,34224.512880877,,34577.35189909297
0.01,6,12,16800,168,336,33265.78980250284,,34577.35189909297
0.01,6,24,16800,168,336,23488.758999853122,,34577.35189909297
0.01,12,1,16800,168,336,34579.70255245957,,34577.35189909297
0.01,12,3,16800,168,336,34578.17443953358,,34577.35189909297
0.01,12,6,16800,168,504,23501.49683170314,,34577.35189909297
0.01,12,12,16800,168,336,27808.397867062395,,34577.35189909297
0.01,12,24,16800,168,504,28633.037219031543,,34577.35189909297
0.01,24,1,16800,168,336,34419.387229109474,,34577.35189909297
0.01,24,3,16800,168,336,34584.11266679334,,34577.35189909297
0.01,24,6,16800,168,504,34673.48442426096,,34577.35189909297
0.01,24,12,16800,168,336,34607.655537542494,,34577.35189909297
0.01,24,24,16800,168,336,34578.92188654774,,34577.35189909297
