learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41200,412,1648,1.8639483352187909,,1.863949077075429
0.001,6,13,41200,412,1236,1.8644994424328911,,1.863949077075429
0.001,6,27,41200,412,1236,1.8649275748662701,,1.863949077075429
0.001,6,54,41200,412,824,1.8654793048114013,,1.863949077075429
0.001,13,6,41200,412,1648,1.8639764360892337,,1.863949077075429
0.001,13,13,41200,412,1236,1.8657445299176916,,1.863949077075429
0.001,13,27,41200,412,824,1.8661953699457712,,1.863949077075429
0.001,13,54,41200,412,1236,1.8645901259293334,,1.863949077075429
0.001,27,6,41200,412,1648,1.8641388158840095,,1.863949077075429
0.001,27,13,41200,412,1236,1.8654172806540665,,1.863949077075429
0.001,27,27,41200,412,1236,1.8677210299491103,,1.863949077075429
0.001,27,54,41200,412,824,1.8654168960367337,,1.863949077075429
0.001,54,6,41200,412,1648,1.8642121502649225,,1.863949077075429
0.001,54,13,41200,412,1236,1.8639526866329805,,1.863949077075429
0.001,54,27,41200,412,824,1.8639733606844293,,1.863949077075429
0.001,54,54,41200,412,824,1.8753454571499568,,1.863949077075429
