learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41200,412,2060,2.2068143958982263,,2.1746400649888584
0.001,6,13,41200,412,1236,2.2003664510865075,,2.1746400649888584
0.001,6,27,41200,412,824,2.2203031058804084,,2.1746400649888584
0.001,6,54,41200,412,1236,2.2224448160802805,,2.1746400649888584
0.001,13,6,41200,412,1648,2.208465980321603,,2.1746400649888584
0.001,13,13,41200,412,1236,2.21028785401172,,2.1746400649888584
0.001,13,27,41200,412,824,2.2084236729326068,,2.1746400649888584
0.001,13,54,41200,412,1236,2.2019227176823106,,2.1746400649888584
0.001,27,6,41200,412,1648,2.2119447123620497,,2.1746400649888584
0.001,27,13,41200,412,1236,2.2214797562038817,,2.1746400649888584
0.001,27,27,41200,412,824,2.203118854040094,,2.1746400649888584
0.001,27,54,41200,412,824,2.2420223254226053,,2.1746400649888584
0.001,54,6,41200,412,1648,2.2022301435260707,,2.1746400649888584
0.001,54,13,41200,412,1236,2.1962850351057823,,2.1746400649888584
0.001,54,27,41200,412,1236,2.208287153089731,,2.1746400649888584
0.001,54,54,41200,412,1236,2.2225793592621335,,2.1746400649888584
