learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,2,2,56200,562,1686,-153.39961226372574,0.6559139784946236,0.6559139784946236
0.01,2,4,56200,562,1124,-153.29596080594982,0.6559139784946236,0.6559139784946236
0.01,2,9,56200,562,1124,-153.9322151686213,0.6559139784946236,0.6559139784946236
0.01,2,18,56200,562,1124,-150.02590783571537,0.6559139784946236,0.6559139784946236
0.01,2,36,56200,562,1124,-148.5534041036553,0.6559139784946236,0.6559139784946236
0.01,4,2,56200,562,2248,-151.72861629994975,0.6559139784946236,0.6559139784946236
0.01,4,4,56200,562,1124,-151.84824270210157,0.6559139784946236,0.6559139784946236
0.01,4,9,56200,562,1686,-153.04904009694798,0.6559139784946236,0.6559139784946236
0.01,4,18,56200,562,1124,-159.1471814037601,0.6559139784946236,0.6559139784946236
0.01,4,36,56200,562,1124,-152.5865716477011,0.6559139784946236,0.6559139784946236
0.01,9,2,56200,562,2248,-153.9391132850303,0.6559139784946236,0.6559139784946236
0.01,9,4,56200,562,1124,-152.83618335867334,0.6559139784946236,0.6559139784946236
0.01,9,9,56200,562,1124,-149.7624961301229,0.6559139784946236,0.6559139784946236
0.01,9,18,56200,562,1686,-151.80766056433413,0.6559139784946236,0.6559139784946236
0.01,9,36,56200,562,1124,-151.02231347601005,0.6559139784946236,0.6559139784946236
0.01,18,2,56200,562,1686,-151.51321173030993,0.6559139784946236,0.6559139784946236
0.01,18,4,56200,562,1686,-154.66314895206588,0.6559139784946236,0.6559139784946236
0.01,18,9,56200,562,1124,-147.5247586211283,0.6559139784946236,0.6559139784946236
0.01,18,18,56200,562,1124,-146.92156901616758,0.6559139784946236,0.6559139784946236
0.01,18,36,56200,562,1686,-147.45153620109278,0.6559139784946236,0.6559139784946236
0.01,36,2,56200,562,1686,-152.34727404504648,0.6559139784946236,0.6559139784946236
0.01,36,4,56200,562,1124,-154.50267138680337,0.6559139784946236,0.6559139784946236
0.01,36,9,56200,562,1124,-156.19254802821004,0.6559139784946236,0.6559139784946236
0.01,36,18,56200,562,1124,-148.3847118622725,0.6559139784946236,0.6559139784946236
0.01,36,36,56200,562,1686,-140.3832492413765,0.6559139784946236,0.6559139784946236
0.1,2,2,56200,562,2810,-262.7961632716486,0.96415770609319,0.6559139784946236
0.1,2,4,56200,562,2810,-264.4527606454332,0.967741935483871,0.6559139784946236
0.1,2,9,56200,562,3372,-262.425753358688,0.953405017921147,0.6559139784946236
0.1,2,18,56200,562,2810,-262.9436369902673,0.9605734767025089,0.6559139784946236
0.1,2,36,56200,562,2248,-259.6107051704853,0.9605734767025089,0.6559139784946236
0.1,4,2,56200,562,2810,-263.36498575946484,0.967741935483871,0.6559139784946236
0.1,4,4,56200,562,2810,-263.8790680542136,0.96415770609319,0.6559139784946236
0.1,4,9,56200,562,2810,-264.6146320221486,0.96415770609319,0.6559139784946236
0.1,4,18,56200,562,2248,-263.17825301517865,0.9605734767025089,0.6559139784946236
0.1,4,36,56200,562,2810,-264.35885401343955,0.96415770609319,0.6559139784946236
0.1,9,2,56200,562,2810,-263.7368878770941,0.96415770609319,0.6559139784946236
0.1,9,4,56200,562,2810,-264.5402964423461,0.96415770609319,0.6559139784946236
0.1,9,9,56200,562,2248,-263.4124402618875,0.96415770609319,0.6559139784946236
0.1,9,18,56200,562,2248,-263.87970941761154,0.96415770609319,0.6559139784946236
0.1,9,36,56200,562,2248,-264.6451740544167,0.96415770609319,0.6559139784946236
0.1,18,2,56200,562,2810,-262.295800551515,0.96415770609319,0.6559139784946236
0.1,18,4,56200,562,2248,-264.07281436400325,0.96415770609319,0.6559139784946236
0.1,18,9,56200,562,2248,-264.1428698725395,0.96415770609319,0.6559139784946236
0.1,18,18,56200,562,2248,-265.4278236328397,0.96415770609319,0.6559139784946236
0.1,18,36,56200,562,2248,-264.80824174986446,0.96415770609319,0.6559139784946236
0.1,36,2,56200,562,2248,-263.1746807191078,0.9713261648745519,0.6559139784946236
0.1,36,4,56200,562,2810,-264.25403822988375,0.9713261648745519,0.6559139784946236
0.1,36,9,56200,562,2248,-264.90722193851514,0.967741935483871,0.6559139784946236
0.1,36,18,56200,562,2248,-264.3920079843356,0.96415770609319,0.6559139784946236
0.1,36,36,56200,562,2248,-265.3081449897883,0.96415770609319,0.6559139784946236
