learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,1,1,16800,168,1176,36042.2540821175,,38606.415391156464
0.001,1,3,16800,168,1344,33892.479217283224,,38606.415391156464
0.001,1,6,16800,168,2184,23089.457873237134,,38606.415391156464
0.001,1,12,16800,168,672,27457.888066038766,,38606.415391156464
0.001,1,24,16800,168,672,24909.73359311374,,38606.415391156464
0.001,3,1,16800,168,2688,30480.268848807707,,38606.415391156464
0.001,3,3,16800,168,1680,27594.23997528723,,38606.415391156464
0.001,3,6,16800,168,1176,27928.908786724016,,38606.415391156464
0.001,3,12,16800,168,1008,27315.164077704456,,38606.415391156464
0.001,3,24,16800,168,672,25938.80535847574,,38606.415391156464
0.001,6,1,16800,168,1680,33305.730001239215,,38606.415391156464
0.001,6,3,16800,168,1176,28606.447514944764,,38606.415391156464
0.001,6,6,16800,168,1008,32972.07439905136,,38606.415391156464
0.001,6,12,16800,168,840,25833.145061138785,,38606.415391156464
0.001,6,24,16800,168,504,32834.89265471614,,38606.415391156464
0.001,12,1,16800,168,2688,29778.710649630586,,38606.415391156464
0.001,12,3,16800,168,2016,28829.0952413256,,38606.415391156464
0.001,12,6,16800,168,1008,26309.98412537106,,38606.415391156464
0.001,12,12,16800,168,840,24198.88662296169,,38606.415391156464
0.001,12,24,16800,168,840,22270.322608140334,,38606.415391156464
0.001,24,1,16800,168,2520,30329.728177463712,,38606.415391156464
0.001,24,3,16800,168,1680,25863.331517785246,,38606.415391156464
0.001,24,6,16800,168,672,30410.085684392117,,38606.415391156464
0.001,24,12,16800,168,672,25544.82197425415,,38606.415391156464
0.001,24,24,16800,168,504,24827.79087642768,,38606.415391156464
0.01,1,1,16800,168,672,34100.45069787098,,38606.415391156464
0.01,1,3,16800,168,336,27798.216733029865,,38606.415391156464
0.01,1,6,16800,168,672,29260.45453680944,,38606.415391156464
0.01,1,12,16800,168,336,24164.993581744016,,38606.415391156464
0.01,1,24,16800,168,504,22961.012760988757,,38606.415391156464
0.01,3,1,16800,168,504,40117.17369924343,,38606.415391156464
0.01,3,3,16800,168,336,39422.37806585914,,38606.415391156464
0.01,3,6,16800,168,504,40227.8521351796,,38606.415391156464
0.01,3,12,16800,168,336,32092.94793918333,,38606.415391156464
0.01,3,24,16800,168,336,31731.119812925397,,38606.415391156464
0.01,6,1,16800,168,336,38236.96032809239,,38606.415391156464
0.01,6,3,16800,168,504,26152.25087427437,,38606.415391156464
0.01,6,6,16800,168,840,24513.64685156471,,38606.415391156464
0.01,6,12,16800,168,504,38262.312816545855,,38606.415391156464
0.01,6,24,16800,168,672,27178.58966620044,,38606.415391156464
0.01,12,1,16800,168,504,28990.250326635334,,38606.415391156464
0.01,12,3,16800,168,672,30533.762229361135,,38606.415391156464
0.01,12,6,16800,168,672,25581.088726009497,,38606.415391156464
0.01,12,12,16800,168,504,40931.542717973454,,38606.415391156464
0.01,12,24,16800,168,336,39594.243661542896,,38606.415391156464
0.01,24,1,16800,168,336,40112.97281548288,,38606.415391156464
0.01,24,3,16800,168,504,29681.15573907941,,38606.415391156464
0.01,24,6,16800,168,504,33191.53531584229,,38606.415391156464
0.01,24,12,16800,168,336,41518.2554114722,,38606.415391156464
0.01,24,24,16800,168,504,29289.79580779195,,38606.415391156464
