learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.1,8,8,34800,348,696,-91.72887067257261,0.6114285714285714,0.6114285714285714
0.1,8,16,34800,348,696,-89.17831452766347,0.38857142857142857,0.6114285714285714
0.1,8,32,34800,348,2088,-162.38915155222085,0.9485714285714286,0.6114285714285714
0.1,8,64,34800,348,2088,-163.30494234107752,0.9428571428571428,0.6114285714285714
0.1,16,8,34800,348,2436,-164.50837263233842,0.96,0.6114285714285714
0.1,16,16,34800,348,1740,-161.84271381792473,0.9542857142857143,0.6114285714285714
0.1,16,32,34800,348,2436,-164.00690167844212,0.96,0.6114285714285714
0.1,16,64,34800,348,2436,-160.155555118326,0.9142857142857143,0.6114285714285714
0.1,32,8,34800,348,2088,-163.24474366893716,0.9657142857142857,0.6114285714285714
0.1,32,16,34800,348,2088,-164.02233400080033,0.96,0.6114285714285714
0.1,32,32,34800,348,2088,-163.20443163332604,0.9485714285714286,0.6114285714285714
0.1,32,64,34800,348,2088,-156.69652175517328,0.9142857142857143,0.6114285714285714
0.1,64,8,34800,348,2436,-164.21855994864987,0.9542857142857143,0.6114285714285714
0.1,64,16,34800,348,2088,-161.86603091004793,0.9485714285714286,0.6114285714285714
0.1,64,32,34800,348,2436,-165.14015475630634,0.9714285714285714,0.6114285714285714
0.1,64,64,34800,348,1740,-161.39588024326557,0.9428571428571428,0.6114285714285714
