learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,1,1,16800,168,1512,15894.548624737537,,18731.972222222223
0.001,1,3,16800,168,1008,12204.105364155042,,18731.972222222223
0.001,1,6,16800,168,504,15375.363093815706,,18731.972222222223
0.001,1,12,16800,168,672,11964.392640177928,,18731.972222222223
0.001,1,24,16800,168,336,10643.794120173821,,18731.972222222223
0.001,3,1,16800,168,1680,12879.267339458002,,18731.972222222223
0.001,3,3,16800,168,840,11971.018928577163,,18731.972222222223
0.001,3,6,16800,168,504,11393.859952640612,,18731.972222222223
0.001,3,12,16800,168,504,11384.039083656311,,18731.972222222223
0.001,3,24,16800,168,336,12445.84410087938,,18731.972222222223
0.001,6,1,16800,168,1512,12647.935812776368,,18731.972222222223
0.001,6,3,16800,168,1344,11004.637056121968,,18731.972222222223
0.001,6,6,16800,168,1008,9399.29084906459,,18731.972222222223
0.001,6,12,16800,168,504,9765.066280939152,,18731.972222222223
0.001,6,24,16800,168,504,19941.739903403777,,18731.972222222223
0.001,12,1,16800,168,1512,13186.692844461932,,18731.972222222223
0.001,12,3,16800,168,1176,11072.571675018547,,18731.972222222223
0.001,12,6,16800,168,1008,9493.272762454515,,18731.972222222223
0.001,12,12,16800,168,672,10431.15251884572,,18731.972222222223
0.001,12,24,16800,168,336,13293.846377396569,,18731.972222222223
0.001,24,1,16800,168,1512,12949.042253093296,,18731.972222222223
0.001,24,3,16800,168,1176,9116.628105639493,,18731.972222222223
0.001,24,6,16800,168,840,11359.20469171967,,18731.972222222223
0.001,24,12,16800,168,504,9855.49342506275,,18731.972222222223
0.001,24,24,16800,168,336,12401.557762653889,,18731.972222222223
0.01,1,1,16800,168,336,18734.46724350069,,18731.972222222223
0.01,1,3,16800,168,504,14525.755041891101,,18731.972222222223
0.01,1,6,16800,168,336,19388.330797203493,,18731.972222222223
0.01,1,12,16800,168,336,32720.846416270415,,18731.972222222223
0.01,1,24,16800,168,336,18177.630749354845,,18731.972222222223
0.01,3,1,16800,168,336,24136.46316291701,,18731.972222222223
0.01,3,3,16800,168,336,22154.21825882552,,18731.972222222223
0.01,3,6,16800,168,672,20909.71631225779,,18731.972222222223
0.01,3,12,16800,168,336,24085.96078397382,,18731.972222222223
0.01,3,24,16800,168,336,8664.98481258161,,18731.972222222223
0.01,6,1,16800,168,504,19262.893376072458,,18731.972222222223
0.01,6,3,16800,168,336,18770.272388331086,,18731.972222222223
0.01,6,6,16800,168,504,19325.62128997009,,18731.972222222223
0.01,6,12,16800,168,336,19303.155778679527,,18731.972222222223
0.01,6,24,16800,168,504,14009.485139809258,,18731.972222222223
0.01,12,1,16800,168,336,19157.338033081665,,18731.972222222223
0.01,12,3,16800,168,336,20716.998485589036,,18731.972222222223
0.01,12,6,16800,168,336,24165.594993805335,,18731.972222222223
0.01,12,12,16800,168,336,19189.014545967595,,18731.972222222223
0.01,12,24,16800,168,672,25788.84030510958,,18731.972222222223
0.01,24,1,16800,168,336,24087.96915100297,,18731.972222222223
0.01,24,3,16800,168,504,19166.12470840085,,18731.972222222223
0.01,24,6,16800,168,336,19303.03475913649,,18731.972222222223
0.01,24,12,16800,168,504,9618.05621968199,,18731.972222222223
0.01,24,24,16800,168,336,19383.793620021763,,18731.972222222223
