learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,2,2,55800,558,1674,-153.06439775025194,0.6548042704626335,0.6548042704626335
0.01,2,4,55800,558,2232,-152.9999657122748,0.6548042704626335,0.6548042704626335
0.01,2,9,55800,558,1674,-150.00959397162163,0.6548042704626335,0.6548042704626335
0.01,2,18,55800,558,1116,-153.40015190331005,0.6548042704626335,0.6548042704626335
0.01,2,36,55800,558,1116,-157.88666499588473,0.6548042704626335,0.6548042704626335
0.01,4,2,55800,558,2232,-153.0874435931655,0.6548042704626335,0.6548042704626335
0.01,4,4,55800,558,1116,-151.41974185848494,0.6548042704626335,0.6548042704626335
0.01,4,9,55800,558,1116,-152.25848876311372,0.6548042704626335,0.6548042704626335
0.01,4,18,55800,558,1674,-152.4506971509287,0.6548042704626335,0.6548042704626335
0.01,4,36,55800,558,1116,-150.60648148270232,0.6548042704626335,0.6548042704626335
0.01,9,2,55800,558,1116,-154.71195209084956,0.6548042704626335,0.6548042704626335
0.01,9,4,55800,558,1116,-155.33740268085543,0.6548042704626335,0.6548042704626335
0.01,9,9,55800,558,1116,-153.01076561149716,0.6548042704626335,0.6548042704626335
0.01,9,18,55800,558,1116,-150.78590393216652,0.6548042704626335,0.6548042704626335
0.01,9,36,55800,558,1674,-150.53794351147928,0.6548042704626335,0.6548042704626335
0.01,18,2,55800,558,1674,-152.25076317480097,0.6548042704626335,0.6548042704626335
0.01,18,4,55800,558,1116,-152.92322317754557,0.6548042704626335,0.6548042704626335
0.01,18,9,55800,558,1116,-152.29971122665683,0.6548042704626335,0.6548042704626335
0.01,18,18,55800,558,1116,-152.50551854216,0.6548042704626335,0.6548042704626335
0.01,18,36,55800,558,1116,-148.63547653076958,0.6548042704626335,0.6548042704626335
0.01,36,2,55800,558,1674,-153.56842482546097,0.6548042704626335,0.6548042704626335
0.01,36,4,55800,558,1674,-153.94839450150022,0.6548042704626335,0.6548042704626335
0.01,36,9,55800,558,1116,-155.75875194605817,0.6548042704626335,0.6548042704626335
0.01,36,18,55800,558,1116,-149.56856739698114,0.6548042704626335,0.6548042704626335
0.01,36,36,55800,558,1116,-159.21804863357377,0.6548042704626335,0.6548042704626335
0.1,2,2,55800,558,1116,-154.20608032547497,0.6548042704626335,0.6548042704626335
0.1,2,4,55800,558,2790,-265.8084150085167,0.9786476868327402,0.6548042704626335
0.1,2,9,55800,558,2790,-265.2773793882307,0.9750889679715302,0.6548042704626335
0.1,2,18,55800,558,2790,-264.46735961910923,0.9750889679715302,0.6548042704626335
0.1,2,36,55800,558,2790,-248.0016064116748,0.9822064056939501,0.6548042704626335
0.1,4,2,55800,558,3348,-267.9759750129053,0.9786476868327402,0.6548042704626335
0.1,4,4,55800,558,2790,-266.49510740465354,0.9786476868327402,0.6548042704626335
0.1,4,9,55800,558,2232,-267.4631652602318,0.9786476868327402,0.6548042704626335
0.1,4,18,55800,558,2232,-267.9278208177662,0.9822064056939501,0.6548042704626335
0.1,4,36,55800,558,2232,-264.5733033148829,0.9786476868327402,0.6548042704626335
0.1,9,2,55800,558,2790,-267.41637318501546,0.9822064056939501,0.6548042704626335
0.1,9,4,55800,558,2790,-267.1642965304846,0.9822064056939501,0.6548042704626335
0.1,9,9,55800,558,2232,-267.23529645154406,0.9786476868327402,0.6548042704626335
0.1,9,18,55800,558,2790,-268.70628516391645,0.9822064056939501,0.6548042704626335
0.1,9,36,55800,558,2232,-268.81990746180935,0.9822064056939501,0.6548042704626335
0.1,18,2,55800,558,2790,-266.127691061504,0.9786476868327402,0.6548042704626335
0.1,18,4,55800,558,2232,-266.0086899160214,0.9822064056939501,0.6548042704626335
0.1,18,9,55800,558,2232,-264.7818017598472,0.9786476868327402,0.6548042704626335
0.1,18,18,55800,558,2790,-267.81500729113884,0.9786476868327402,0.6548042704626335
0.1,18,36,55800,558,2232,-267.0879560161681,0.9822064056939501,0.6548042704626335
0.1,36,2,55800,558,2790,-267.73276444059593,0.9822064056939501,0.6548042704626335
0.1,36,4,55800,558,2790,-267.8942626911287,0.9822064056939501,0.6548042704626335
0.1,36,9,55800,558,2790,-267.34057167366313,0.9822064056939501,0.6548042704626335
0.1,36,18,55800,558,2232,-268.9245487477898,0.9822064056939501,0.6548042704626335
0.1,36,36,55800,558,2232,-268.81578439775325,0.9786476868327402,0.6548042704626335
