learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41200,412,1648,1.8065948267467733,,1.806589344904106
0.001,6,13,41200,412,1236,1.8066028254128272,,1.806589344904106
0.001,6,27,41200,412,824,1.8071183839568439,,1.806589344904106
0.001,6,54,41200,412,1236,1.82101869617317,,1.806589344904106
0.001,13,6,41200,412,1648,1.8066784329379122,,1.806589344904106
0.001,13,13,41200,412,1236,1.806834836739277,,1.806589344904106
0.001,13,27,41200,412,824,1.8085805276307592,,1.806589344904106
0.001,13,54,41200,412,1236,1.8073320812749816,,1.806589344904106
0.001,27,6,41200,412,1648,1.806959679710227,,1.806589344904106
0.001,27,13,41200,412,1236,1.8066539185523671,,1.806589344904106
0.001,27,27,41200,412,1236,1.8078368891103114,,1.806589344904106
0.001,27,54,41200,412,824,1.8080559564149987,,1.806589344904106
0.001,54,6,41200,412,1648,1.8067037586199313,,1.806589344904106
0.001,54,13,41200,412,1236,1.8066715747222875,,1.806589344904106
0.001,54,27,41200,412,1236,1.8065911663582055,,1.806589344904106
0.001,54,54,41200,412,824,1.8103232986403137,,1.806589344904106
