learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,2,2,334200,3342,6684,0.9994614643062361,,0.999401555954534
0.001,2,4,334200,3342,6684,1.0003664993278278,,0.999401555954534
0.001,2,9,334200,3342,6684,1.0004857269866427,,0.999401555954534
0.001,2,18,334200,3342,6684,1.001854888594293,,0.999401555954534
0.001,4,2,334200,3342,6684,0.9995649130096476,,0.999401555954534
0.001,4,4,334200,3342,6684,0.9995401471571294,,0.999401555954534
0.001,4,9,334200,3342,6684,0.9994650647475547,,0.999401555954534
0.001,4,18,334200,3342,6684,0.9994016359350879,,0.999401555954534
0.001,9,2,334200,3342,6684,1.0029421492435346,,0.999401555954534
0.001,9,4,334200,3342,6684,0.9994039551184644,,0.999401555954534
0.001,9,9,334200,3342,6684,1.000887908245238,,0.999401555954534
0.001,9,18,334200,3342,6684,0.9994739950736496,,0.999401555954534
0.001,18,2,334200,3342,6684,0.9995861915563603,,0.999401555954534
0.001,18,4,334200,3342,6684,0.9995470143470305,,0.999401555954534
0.001,18,9,334200,3342,6684,0.9994144593060932,,0.999401555954534
0.001,18,18,334200,3342,6684,1.0009762354350975,,0.999401555954534
