learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,3,3,138400,1384,4152,-368.619427635167,0.6994219653179191,0.6994219653179191
0.01,3,7,138400,1384,4152,-357.8896902011507,0.6994219653179191,0.6994219653179191
0.01,3,15,138400,1384,4152,-376.46527673470945,0.6994219653179191,0.6994219653179191
0.01,3,30,138400,1384,2768,-375.31104571336584,0.6994219653179191,0.6994219653179191
0.01,3,60,138400,1384,2768,-338.98066398324426,0.6994219653179191,0.6994219653179191
0.01,7,3,138400,1384,4152,-374.3305313533612,0.6994219653179191,0.6994219653179191
0.01,7,7,138400,1384,4152,-383.4868723265244,0.6994219653179191,0.6994219653179191
0.01,7,15,138400,1384,2768,-376.8270417188978,0.6994219653179191,0.6994219653179191
0.01,7,30,138400,1384,5536,-372.2129373378176,0.6994219653179191,0.6994219653179191
0.01,7,60,138400,1384,2768,-383.2404250350508,0.6994219653179191,0.6994219653179191
0.01,15,3,138400,1384,2768,-368.2575464586823,0.6994219653179191,0.6994219653179191
0.01,15,7,138400,1384,2768,-381.55284199189254,0.6994219653179191,0.6994219653179191
0.01,15,15,138400,1384,4152,-378.83590051146905,0.6994219653179191,0.6994219653179191
0.01,15,30,138400,1384,2768,-378.5875147672069,0.6994219653179191,0.6994219653179191
0.01,15,60,138400,1384,2768,-380.62947817689684,0.6994219653179191,0.6994219653179191
0.01,30,3,138400,1384,4152,-380.9223260219148,0.6994219653179191,0.6994219653179191
0.01,30,7,138400,1384,5536,-377.8104608960753,0.6994219653179191,0.6994219653179191
0.01,30,15,138400,1384,4152,-356.28922166650744,0.6994219653179191,0.6994219653179191
0.01,30,30,138400,1384,4152,-393.590627478937,0.6994219653179191,0.6994219653179191
0.01,30,60,138400,1384,4152,-362.48584200939143,0.6994219653179191,0.6994219653179191
0.01,60,3,138400,1384,4152,-379.5895866617951,0.6994219653179191,0.6994219653179191
0.01,60,7,138400,1384,2768,-366.4239285902049,0.6994219653179191,0.6994219653179191
0.01,60,15,138400,1384,2768,-382.97002590514506,0.6994219653179191,0.6994219653179191
0.01,60,30,138400,1384,2768,-376.464409518974,0.6994219653179191,0.6994219653179191
0.01,60,60,138400,1384,5536,-365.2742638536781,0.6994219653179191,0.6994219653179191
0.1,3,3,138400,1384,2768,-374.20469438789905,0.6994219653179191,0.6994219653179191
0.1,3,7,138400,1384,8304,-559.9100328769404,0.8410404624277457,0.6994219653179191
0.1,3,15,138400,1384,5536,-546.5021344623668,0.8554913294797688,0.6994219653179191
0.1,3,30,138400,1384,9688,-567.0386441038958,0.8395953757225434,0.6994219653179191
0.1,3,60,138400,1384,9688,-570.927692018042,0.8713872832369942,0.6994219653179191
0.1,7,3,138400,1384,8304,-558.0651853609106,0.8482658959537572,0.6994219653179191
0.1,7,7,138400,1384,6920,-551.4689198603625,0.8713872832369942,0.6994219653179191
0.1,7,15,138400,1384,6920,-541.30893690436,0.8627167630057804,0.6994219653179191
0.1,7,30,138400,1384,5536,-554.0856828959045,0.8540462427745664,0.6994219653179191
0.1,7,60,138400,1384,5536,-561.5516781456372,0.8439306358381503,0.6994219653179191
0.1,15,3,138400,1384,2768,-361.14859186189653,0.6994219653179191,0.6994219653179191
0.1,15,7,138400,1384,6920,-557.9790043012738,0.8670520231213873,0.6994219653179191
0.1,15,15,138400,1384,6920,-559.4457607031105,0.8439306358381503,0.6994219653179191
0.1,15,30,138400,1384,8304,-570.1058377936351,0.880057803468208,0.6994219653179191
0.1,15,60,138400,1384,6920,-568.6378545128216,0.8670520231213873,0.6994219653179191
0.1,30,3,138400,1384,9688,-564.0504796888846,0.8583815028901735,0.6994219653179191
0.1,30,7,138400,1384,2768,-421.4952996221199,0.6994219653179191,0.6994219653179191
0.1,30,15,138400,1384,6920,-559.375080739392,0.8526011560693642,0.6994219653179191
0.1,30,30,138400,1384,6920,-567.2297898194108,0.8598265895953757,0.6994219653179191
0.1,30,60,138400,1384,6920,-569.7591065644059,0.8583815028901735,0.6994219653179191
0.1,60,3,138400,1384,4152,-368.17732775784003,0.6994219653179191,0.6994219653179191
0.1,60,7,138400,1384,5536,-523.3939025992923,0.838150289017341,0.6994219653179191
0.1,60,15,138400,1384,6920,-554.1920268057233,0.8670520231213873,0.6994219653179191
0.1,60,30,138400,1384,8304,-548.6435494534171,0.8540462427745664,0.6994219653179191
0.1,60,60,138400,1384,5536,-553.7752159120071,0.8670520231213873,0.6994219653179191
