learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,2,2,334200,3342,6684,0.9998733441397941,,0.9994015559545104
0.001,2,4,334200,3342,6684,0.9997219565960261,,0.9994015559545104
0.001,2,9,334200,3342,6684,0.999613301803367,,0.9994015559545104
0.001,2,18,334200,3342,6684,0.9999862757086839,,0.9994015559545104
0.001,4,2,334200,3342,6684,0.9994154515472512,,0.9994015559545104
0.001,4,4,334200,3342,6684,0.9994159723646153,,0.9994015559545104
0.001,4,9,334200,3342,6684,1.0001868516475083,,0.9994015559545104
0.001,4,18,334200,3342,6684,0.9998152171440409,,0.9994015559545104
0.001,9,2,334200,3342,6684,0.9995315343896941,,0.9994015559545104
0.001,9,4,334200,3342,6684,0.9997122006183633,,0.9994015559545104
0.001,9,9,334200,3342,6684,1.0010249309518988,,0.9994015559545104
0.001,9,18,334200,3342,6684,0.999870447270869,,0.9994015559545104
0.001,18,2,334200,3342,6684,0.9995279175052793,,0.9994015559545104
0.001,18,4,334200,3342,6684,0.999420994932307,,0.9994015559545104
0.001,18,9,334200,3342,6684,1.0009892159373157,,0.9994015559545104
0.001,18,18,334200,3342,6684,1.0004798324841653,,0.9994015559545104
