learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,1,1,16800,168,1344,9646.39780063675,,14776.97902494331
0.001,1,3,16800,168,1176,8672.951151758263,,14776.97902494331
0.001,1,6,16800,168,672,8831.000473369782,,14776.97902494331
0.001,1,12,16800,168,504,8377.973161957918,,14776.97902494331
0.001,1,24,16800,168,336,15915.653044979035,,14776.97902494331
0.001,3,1,16800,168,1680,8469.77917659987,,14776.97902494331
0.001,3,3,16800,168,840,7799.570880897224,,14776.97902494331
0.001,3,6,16800,168,672,8816.335012240152,,14776.97902494331
0.001,3,12,16800,168,672,7827.8281816030985,,14776.97902494331
0.001,3,24,16800,168,336,14559.05480374708,,14776.97902494331
0.001,6,1,16800,168,1848,8495.675382412734,,14776.97902494331
0.001,6,3,16800,168,1008,6786.393445410945,,14776.97902494331
0.001,6,6,16800,168,840,6089.4900575678375,,14776.97902494331
0.001,6,12,16800,168,504,6228.861406420058,,14776.97902494331
0.001,6,24,16800,168,504,7135.846319132498,,14776.97902494331
0.001,12,1,16800,168,1512,9440.839617318308,,14776.97902494331
0.001,12,3,16800,168,1008,8321.650890161705,,14776.97902494331
0.001,12,6,16800,168,672,19426.603411725664,,14776.97902494331
0.001,12,12,16800,168,504,5830.165082049376,,14776.97902494331
0.001,12,24,16800,168,336,8154.4527574946405,,14776.97902494331
0.001,24,1,16800,168,2184,8445.678853283936,,14776.97902494331
0.001,24,3,16800,168,1176,6485.120852256295,,14776.97902494331
0.001,24,6,16800,168,672,5815.487466834563,,14776.97902494331
0.001,24,12,16800,168,504,7253.627897869428,,14776.97902494331
0.001,24,24,16800,168,336,17375.094445507573,,14776.97902494331
0.01,1,1,16800,168,504,14611.541034337943,,14776.97902494331
0.01,1,3,16800,168,504,14790.353214589297,,14776.97902494331
0.01,1,6,16800,168,672,14321.667419583726,,14776.97902494331
0.01,1,12,16800,168,504,18469.370645272986,,14776.97902494331
0.01,1,24,16800,168,672,14401.917018806716,,14776.97902494331
0.01,3,1,16800,168,336,14809.957226204087,,14776.97902494331
0.01,3,3,16800,168,336,14903.917083440867,,14776.97902494331
0.01,3,6,16800,168,672,15008.785551770798,,14776.97902494331
0.01,3,12,16800,168,336,4688.666476944631,,14776.97902494331
0.01,3,24,16800,168,336,18937.769901462616,,14776.97902494331
0.01,6,1,16800,168,840,8975.723850243105,,14776.97902494331
0.01,6,3,16800,168,336,13327.980086906284,,14776.97902494331
0.01,6,6,16800,168,336,14777.461544151753,,14776.97902494331
0.01,6,12,16800,168,336,10805.649830681561,,14776.97902494331
0.01,6,24,16800,168,1008,18413.199907827217,,14776.97902494331
0.01,12,1,16800,168,504,14811.960838425342,,14776.97902494331
0.01,12,3,16800,168,336,14788.170756723903,,14776.97902494331
0.01,12,6,16800,168,504,14785.060996482378,,14776.97902494331
0.01,12,12,16800,168,336,18020.742980840005,,14776.97902494331
0.01,12,24,16800,168,672,6460.8404688122655,,14776.97902494331
0.01,24,1,16800,168,336,14828.139309622893,,14776.97902494331
0.01,24,3,16800,168,336,14815.970933398617,,14776.97902494331
0.01,24,6,16800,168,336,15363.973172928261,,14776.97902494331
0.01,24,12,16800,168,336,7402.855987741667,,14776.97902494331
0.01,24,24,16800,168,336,14777.281425510464,,14776.97902494331
