learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41400,414,1656,1.826886769803995,,1.8248456581106345
0.001,6,13,41400,414,1242,1.8254546886280374,,1.8248456581106345
0.001,6,27,41400,414,1656,1.8254201978924622,,1.8248456581106345
0.001,6,54,41400,414,828,1.8260655748618844,,1.8248456581106345
0.001,13,6,41400,414,1656,1.8266828243155888,,1.8248456581106345
0.001,13,13,41400,414,1656,1.8271276708335946,,1.8248456581106345
0.001,13,27,41400,414,828,1.826368300646334,,1.8248456581106345
0.001,13,54,41400,414,828,1.8424287965436634,,1.8248456581106345
0.001,27,6,41400,414,1656,1.826249499003924,,1.8248456581106345
0.001,27,13,41400,414,1242,1.8263583704835533,,1.8248456581106345
0.001,27,27,41400,414,828,1.8363480238611292,,1.8248456581106345
0.001,27,54,41400,414,828,1.8249747205383995,,1.8248456581106345
0.001,54,6,41400,414,1656,1.8259543203567412,,1.8248456581106345
0.001,54,13,41400,414,1242,1.8304479006194607,,1.8248456581106345
0.001,54,27,41400,414,828,1.8251823219548227,,1.8248456581106345
0.001,54,54,41400,414,828,1.830699289333836,,1.8248456581106345
