learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,3,3,138400,1384,5536,-367.2594711538903,0.6994219653179191,0.6994219653179191
0.01,3,7,138400,1384,2768,-364.22698566991124,0.6994219653179191,0.6994219653179191
0.01,3,15,138400,1384,2768,-388.25007770875305,0.6994219653179191,0.6994219653179191
0.01,3,30,138400,1384,2768,-378.1316736496056,0.6994219653179191,0.6994219653179191
0.01,3,60,138400,1384,4152,-360.59469024847624,0.6994219653179191,0.6994219653179191
0.01,7,3,138400,1384,4152,-376.0382027647202,0.6994219653179191,0.6994219653179191
0.01,7,7,138400,1384,2768,-364.6050725571466,0.6994219653179191,0.6994219653179191
0.01,7,15,138400,1384,4152,-365.3161255627393,0.6994219653179191,0.6994219653179191
0.01,7,30,138400,1384,6920,-372.00815153996155,0.6994219653179191,0.6994219653179191
0.01,7,60,138400,1384,2768,-353.5797039905368,0.6994219653179191,0.6994219653179191
0.01,15,3,138400,1384,4152,-367.8079434380753,0.6994219653179191,0.6994219653179191
0.01,15,7,138400,1384,4152,-362.25207810785656,0.6994219653179191,0.6994219653179191
0.01,15,15,138400,1384,2768,-369.8075302476135,0.6994219653179191,0.6994219653179191
0.01,15,30,138400,1384,2768,-375.60531798270006,0.6994219653179191,0.6994219653179191
0.01,15,60,138400,1384,2768,-383.8087456432517,0.6994219653179191,0.6994219653179191
0.01,30,3,138400,1384,4152,-369.8945693533476,0.6994219653179191,0.6994219653179191
0.01,30,7,138400,1384,4152,-373.33437225451934,0.6994219653179191,0.6994219653179191
0.01,30,15,138400,1384,5536,-370.94946280286115,0.6994219653179191,0.6994219653179191
0.01,30,30,138400,1384,2768,-354.5825151240308,0.6994219653179191,0.6994219653179191
0.01,30,60,138400,1384,2768,-332.93788893025055,0.6994219653179191,0.6994219653179191
0.01,60,3,138400,1384,2768,-374.57316081190015,0.6994219653179191,0.6994219653179191
0.01,60,7,138400,1384,2768,-366.3849866001181,0.6994219653179191,0.6994219653179191
0.01,60,15,138400,1384,2768,-380.83190708697424,0.6994219653179191,0.6994219653179191
0.01,60,30,138400,1384,4152,-382.35809225752746,0.6994219653179191,0.6994219653179191
0.01,60,60,138400,1384,2768,-380.20198569366613,0.6994219653179191,0.6994219653179191
0.1,3,3,138400,1384,6920,-542.8834378054589,0.8063583815028902,0.6994219653179191
0.1,3,7,138400,1384,6920,-550.7772340237506,0.8453757225433526,0.6994219653179191
0.1,3,15,138400,1384,9688,-579.9214553741283,0.8786127167630058,0.6994219653179191
0.1,3,30,138400,1384,5536,-542.9647496701273,0.880057803468208,0.6994219653179191
0.1,3,60,138400,1384,6920,-563.0402515502311,0.8569364161849711,0.6994219653179191
0.1,7,3,138400,1384,8304,-550.5941086021566,0.8757225433526011,0.6994219653179191
0.1,7,7,138400,1384,6920,-558.966187887976,0.8670520231213873,0.6994219653179191
0.1,7,15,138400,1384,5536,-544.7327057458378,0.869942196531792,0.6994219653179191
0.1,7,30,138400,1384,8304,-566.9377706588596,0.8641618497109826,0.6994219653179191
0.1,7,60,138400,1384,6920,-560.5136047188641,0.8294797687861272,0.6994219653179191
0.1,15,3,138400,1384,9688,-569.1100852338154,0.8713872832369942,0.6994219653179191
0.1,15,7,138400,1384,6920,-564.1064322350828,0.865606936416185,0.6994219653179191
0.1,15,15,138400,1384,5536,-549.9934703620115,0.8338150289017341,0.6994219653179191
0.1,15,30,138400,1384,4152,-531.4214430342432,0.8526011560693642,0.6994219653179191
0.1,15,60,138400,1384,6920,-577.3289157007093,0.8713872832369942,0.6994219653179191
0.1,30,3,138400,1384,2768,-377.23586421650066,0.6994219653179191,0.6994219653179191
0.1,30,7,138400,1384,6920,-559.1273249206265,0.8742774566473989,0.6994219653179191
0.1,30,15,138400,1384,5536,-542.8055100390384,0.8598265895953757,0.6994219653179191
0.1,30,30,138400,1384,8304,-571.3201993996835,0.880057803468208,0.6994219653179191
0.1,30,60,138400,1384,5536,-532.20687181994,0.8410404624277457,0.6994219653179191
0.1,60,3,138400,1384,4152,-386.30534712438504,0.6994219653179191,0.6994219653179191
0.1,60,7,138400,1384,6920,-549.3058857663716,0.8713872832369942,0.6994219653179191
0.1,60,15,138400,1384,9688,-568.9007862610781,0.869942196531792,0.6994219653179191
0.1,60,30,138400,1384,6920,-561.3265947964047,0.8742774566473989,0.6994219653179191
0.1,60,60,138400,1384,8304,-574.6982798441909,0.865606936416185,0.6994219653179191
