learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.01,2,2,56200,562,1686,-151.06115969134058,0.6559139784946236,0.6559139784946236
0.01,2,4,56200,562,1124,-150.60451278820412,0.6559139784946236,0.6559139784946236
0.01,2,9,56200,562,1686,-155.40674182331392,0.6559139784946236,0.6559139784946236
0.01,2,18,56200,562,1124,-153.29513154207493,0.6559139784946236,0.6559139784946236
0.01,2,36,56200,562,1124,-153.37989069419697,0.6559139784946236,0.6559139784946236
0.01,4,2,56200,562,1124,-153.03685038058552,0.6559139784946236,0.6559139784946236
0.01,4,4,56200,562,1686,-153.13305785436125,0.6559139784946236,0.6559139784946236
0.01,4,9,56200,562,1686,-152.68741805157765,0.6559139784946236,0.6559139784946236
0.01,4,18,56200,562,1686,-149.15298507960037,0.6559139784946236,0.6559139784946236
0.01,4,36,56200,562,1124,-141.58863333797757,0.6559139784946236,0.6559139784946236
0.01,9,2,56200,562,1124,-149.47959828450186,0.6559139784946236,0.6559139784946236
0.01,9,4,56200,562,1686,-153.46615276127073,0.6559139784946236,0.6559139784946236
0.01,9,9,56200,562,1124,-152.68953255291137,0.6559139784946236,0.6559139784946236
0.01,9,18,56200,562,1124,-148.67566520112908,0.6559139784946236,0.6559139784946236
0.01,9,36,56200,562,1124,-151.27839474260824,0.6559139784946236,0.6559139784946236
0.01,18,2,56200,562,1124,-152.33600355066733,0.6559139784946236,0.6559139784946236
0.01,18,4,56200,562,1124,-153.30114425020992,0.6559139784946236,0.6559139784946236
0.01,18,9,56200,562,2248,-152.66294107267484,0.6559139784946236,0.6559139784946236
0.01,18,18,56200,562,1124,-150.62026101843458,0.6559139784946236,0.6559139784946236
0.01,18,36,56200,562,1124,-149.66824323518142,0.6559139784946236,0.6559139784946236
0.01,36,2,56200,562,1686,-151.24023968482152,0.6559139784946236,0.6559139784946236
0.01,36,4,56200,562,1686,-155.70254807792827,0.6559139784946236,0.6559139784946236
0.01,36,9,56200,562,1686,-152.74819498856672,0.6559139784946236,0.6559139784946236
0.01,36,18,56200,562,1124,-152.07357768299292,0.6559139784946236,0.6559139784946236
0.01,36,36,56200,562,1686,-155.2184404536285,0.6559139784946236,0.6559139784946236
0.1,2,2,56200,562,3372,-264.6936258653772,0.9713261648745519,0.6559139784946236
0.1,2,4,56200,562,2810,-262.87471036452183,0.967741935483871,0.6559139784946236
0.1,2,9,56200,562,2810,-264.1305711327041,0.9713261648745519,0.6559139784946236
0.1,2,18,56200,562,2810,-265.76947025194886,0.9713261648745519,0.6559139784946236
0.1,2,36,56200,562,2248,-264.6241412026947,0.9713261648745519,0.6559139784946236
0.1,4,2,56200,562,1124,-144.7084947572618,0.8315412186379928,0.6559139784946236
0.1,4,4,56200,562,2810,-263.9234530076448,0.967741935483871,0.6559139784946236
0.1,4,9,56200,562,2810,-264.90765914150455,0.967741935483871,0.6559139784946236
0.1,4,18,56200,562,2248,-264.6862745696056,0.9713261648745519,0.6559139784946236
0.1,4,36,56200,562,2810,-267.25542262945163,0.9713261648745519,0.6559139784946236
0.1,9,2,56200,562,2810,-265.1348277194433,0.9713261648745519,0.6559139784946236
0.1,9,4,56200,562,2248,-262.4404061748327,0.96415770609319,0.6559139784946236
0.1,9,9,56200,562,2248,-266.079313172827,0.9713261648745519,0.6559139784946236
0.1,9,18,56200,562,2248,-265.32485617600264,0.9713261648745519,0.6559139784946236
0.1,9,36,56200,562,2248,-266.2164395412365,0.9713261648745519,0.6559139784946236
0.1,18,2,56200,562,2810,-262.3954364801718,0.96415770609319,0.6559139784946236
0.1,18,4,56200,562,2810,-265.4127955143314,0.9713261648745519,0.6559139784946236
0.1,18,9,56200,562,2248,-266.2012168422137,0.9713261648745519,0.6559139784946236
0.1,18,18,56200,562,2248,-266.0702068954092,0.9713261648745519,0.6559139784946236
0.1,18,36,56200,562,2248,-267.70619141520297,0.9713261648745519,0.6559139784946236
0.1,36,2,56200,562,1124,-163.74889724390542,0.6559139784946236,0.6559139784946236
0.1,36,4,56200,562,2810,-262.46827013038757,0.96415770609319,0.6559139784946236
0.1,36,9,56200,562,2810,-267.2042961551113,0.9713261648745519,0.6559139784946236
0.1,36,18,56200,562,2248,-266.7114924030567,0.9713261648745519,0.6559139784946236
0.1,36,36,56200,562,2248,-262.65730779823593,0.96415770609319,0.6559139784946236
