learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,2,2,334200,3342,6684,0.9994514009812897,,0.9994015559545245
0.001,2,4,334200,3342,6684,0.999579719151524,,0.9994015559545245
0.001,2,9,334200,3342,6684,1.0005079955767902,,0.9994015559545245
0.001,2,18,334200,3342,6684,1.0003701149082738,,0.9994015559545245
0.001,4,2,334200,3342,6684,0.9994902690932874,,0.9994015559545245
0.001,4,4,334200,3342,6684,0.9995579993068311,,0.9994015559545245
0.001,4,9,334200,3342,6684,0.9994580643576192,,0.9994015559545245
0.001,4,18,334200,3342,6684,0.9995283448414297,,0.9994015559545245
0.001,9,2,334200,3342,6684,1.0004171544699187,,0.9994015559545245
0.001,9,4,334200,3342,6684,0.9994104384721657,,0.9994015559545245
0.001,9,9,334200,3342,6684,0.9994820185616703,,0.9994015559545245
0.001,9,18,334200,3342,6684,1.0024186697635558,,0.9994015559545245
0.001,18,2,334200,3342,6684,0.9996435348672952,,0.9994015559545245
0.001,18,4,334200,3342,6684,0.9994838036009362,,0.9994015559545245
0.001,18,9,334200,3342,6684,0.9994543493006831,,0.9994015559545245
0.001,18,18,334200,3342,6684,0.9997304121701902,,0.9994015559545245
