learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41200,412,2060,1.8598778697652119,,1.8595955535432784
0.001,6,13,41200,412,1236,1.8600510673722204,,1.8595955535432784
0.001,6,27,41200,412,824,1.861622231795066,,1.8595955535432784
0.001,6,54,41200,412,824,1.8601242053813216,,1.8595955535432784
0.001,13,6,41200,412,1648,1.86008259028724,,1.8595955535432784
0.001,13,13,41200,412,1236,1.861026532007494,,1.8595955535432784
0.001,13,27,41200,412,824,1.8600039534307846,,1.8595955535432784
0.001,13,54,41200,412,824,1.8619776773941212,,1.8595955535432784
0.001,27,6,41200,412,1648,1.8606755786054292,,1.8595955535432784
0.001,27,13,41200,412,1236,1.8595959622742364,,1.8595955535432784
0.001,27,27,41200,412,1236,1.8603942351665093,,1.8595955535432784
0.001,27,54,41200,412,824,1.8694727839907168,,1.8595955535432784
0.001,54,6,41200,412,1648,1.8598597540972415,,1.8595955535432784
0.001,54,13,41200,412,1236,1.8599362373717314,,1.8595955535432784
0.001,54,27,41200,412,1236,1.8606604546037138,,1.8595955535432784
0.001,54,54,41200,412,1236,1.864826457004851,,1.8595955535432784
