learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.1,8,8,35000,350,2450,-164.3045130062197,0.9540229885057471,0.6149425287356322
0.1,8,16,35000,350,1750,-160.59107837236982,0.9367816091954023,0.6149425287356322
0.1,8,32,35000,350,1750,-162.26116750502973,0.9597701149425287,0.6149425287356322
0.1,8,64,35000,350,2100,-162.57485423468302,0.9540229885057471,0.6149425287356322
0.1,16,8,35000,350,2450,-163.58054603715522,0.9540229885057471,0.6149425287356322
0.1,16,16,35000,350,2100,-162.96584583289348,0.9425287356321839,0.6149425287356322
0.1,16,32,35000,350,1750,-162.16123022836604,0.9425287356321839,0.6149425287356322
0.1,16,64,35000,350,2100,-162.59807477860045,0.9425287356321839,0.6149425287356322
0.1,32,8,35000,350,2100,-160.05067370268745,0.9252873563218391,0.6149425287356322
0.1,32,16,35000,350,2100,-163.3610952413247,0.9597701149425287,0.6149425287356322
0.1,32,32,35000,350,2100,-164.435034469024,0.9712643678160919,0.6149425287356322
0.1,32,64,35000,350,2100,-162.38707240881905,0.9367816091954023,0.6149425287356322
0.1,64,8,35000,350,2100,-161.91521817369886,0.9540229885057471,0.6149425287356322
0.1,64,16,35000,350,1750,-160.83131434495428,0.9540229885057471,0.6149425287356322
0.1,64,32,35000,350,1750,-161.03333788616735,0.9425287356321839,0.6149425287356322
0.1,64,64,35000,350,1750,-160.31084849390382,0.9252873563218391,0.6149425287356322
