learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.1,8,8,34800,348,1740,-153.46219378987558,0.9028571428571428,0.6114285714285714
0.1,8,16,34800,348,2436,-155.13698516722533,0.8971428571428571,0.6114285714285714
0.1,8,32,34800,348,2784,-163.2706826568561,0.9371428571428572,0.6114285714285714
0.1,8,64,34800,348,2088,-159.25489903440854,0.9257142857142857,0.6114285714285714
0.1,16,8,34800,348,2088,-161.45292958178803,0.9428571428571428,0.6114285714285714
0.1,16,16,34800,348,2088,-163.45565614812986,0.9542857142857143,0.6114285714285714
0.1,16,32,34800,348,1740,-160.35525940729758,0.9371428571428572,0.6114285714285714
0.1,16,64,34800,348,2088,-165.21413361483027,0.9657142857142857,0.6114285714285714
0.1,32,8,34800,348,1740,-157.95389140387755,0.9371428571428572,0.6114285714285714
0.1,32,16,34800,348,2088,-164.39864031743855,0.9657142857142857,0.6114285714285714
0.1,32,32,34800,348,1740,-162.4465658974297,0.9485714285714286,0.6114285714285714
0.1,32,64,34800,348,2088,-164.05060334930278,0.96,0.6114285714285714
0.1,64,8,34800,348,2088,-161.2983642877452,0.9428571428571428,0.6114285714285714
0.1,64,16,34800,348,1740,-157.46765707733513,0.9314285714285714,0.6114285714285714
0.1,64,32,34800,348,2088,-158.89072925731264,0.9314285714285714,0.6114285714285714
0.1,64,64,34800,348,2088,-164.39635612439324,0.9657142857142857,0.6114285714285714
