learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,6,6,41400,414,1656,2.126502069119058,,2.0856261999872543
0.001,6,13,41400,414,1242,2.1184262477150297,,2.0856261999872543
0.001,6,27,41400,414,828,2.1416986592553715,,2.0856261999872543
0.001,6,54,41400,414,828,2.118792577999052,,2.0856261999872543
0.001,13,6,41400,414,1656,2.1216783201865406,,2.0856261999872543
0.001,13,13,41400,414,1656,2.116264490406946,,2.0856261999872543
0.001,13,27,41400,414,1242,2.115708499647206,,2.0856261999872543
0.001,13,54,41400,414,828,2.1747764620963124,,2.0856261999872543
0.001,27,6,41400,414,2070,2.1212016779155327,,2.0856261999872543
0.001,27,13,41400,414,1242,2.127176563575969,,2.0856261999872543
0.001,27,27,41400,414,1242,2.1258963948179446,,2.0856261999872543
0.001,27,54,41400,414,828,2.1307540396470617,,2.0856261999872543
0.001,54,6,41400,414,1656,2.1221980175172015,,2.0856261999872543
0.001,54,13,41400,414,1242,2.1163151233910242,,2.0856261999872543
0.001,54,27,41400,414,828,2.120449366241641,,2.0856261999872543
0.001,54,54,41400,414,828,2.136947945093359,,2.0856261999872543
