learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.1,8,8,34800,348,2436,-159.83154306740133,0.9428571428571428,0.6114285714285714
0.1,8,16,34800,348,2088,-166.8473085645311,0.9885714285714285,0.6114285714285714
0.1,8,32,34800,348,2088,-158.58839709838784,0.9371428571428572,0.6114285714285714
0.1,8,64,34800,348,1740,-160.9728393021192,0.9485714285714286,0.6114285714285714
0.1,16,8,34800,348,2436,-160.35321238398606,0.9542857142857143,0.6114285714285714
0.1,16,16,34800,348,2088,-163.8483154801952,0.9657142857142857,0.6114285714285714
0.1,16,32,34800,348,1740,-164.90095532221625,0.96,0.6114285714285714
0.1,16,64,34800,348,2088,-165.87917598429414,0.9885714285714285,0.6114285714285714
0.1,32,8,34800,348,2784,-168.1560105841224,0.9771428571428571,0.6114285714285714
0.1,32,16,34800,348,2088,-166.32099816204027,0.9828571428571429,0.6114285714285714
0.1,32,32,34800,348,2088,-166.11408104574886,0.9828571428571429,0.6114285714285714
0.1,32,64,34800,348,2088,-164.0427460118409,0.9542857142857143,0.6114285714285714
0.1,64,8,34800,348,1740,-155.64367303444067,0.9371428571428572,0.6114285714285714
0.1,64,16,34800,348,2088,-165.6395506581423,0.9714285714285714,0.6114285714285714
0.1,64,32,34800,348,2088,-165.98341397717007,0.9828571428571429,0.6114285714285714
0.1,64,64,34800,348,1740,-158.92588782228245,0.9314285714285714,0.6114285714285714
