learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,2,2,334200,3342,6684,0.9994178426311369,,0.9994015559545402
0.001,2,4,334200,3342,6684,1.0012042920842377,,0.9994015559545402
0.001,2,9,334200,3342,6684,0.9994037372282791,,0.9994015559545402
0.001,2,18,334200,3342,6684,1.0009082936326936,,0.9994015559545402
0.001,4,2,334200,3342,6684,1.0000607778887474,,0.9994015559545402
0.001,4,4,334200,3342,6684,0.9995468946241024,,0.9994015559545402
0.001,4,9,334200,3342,6684,1.000181004180594,,0.9994015559545402
0.001,4,18,334200,3342,6684,1.0031373612016743,,0.9994015559545402
0.001,9,2,334200,3342,6684,0.9994450375451885,,0.9994015559545402
0.001,9,4,334200,3342,6684,0.9995617183119697,,0.9994015559545402
0.001,9,9,334200,3342,6684,1.004788597328766,,0.9994015559545402
0.001,9,18,334200,3342,6684,0.999559940215228,,0.9994015559545402
0.001,18,2,334200,3342,6684,1.0000029285305603,,0.9994015559545402
0.001,18,4,334200,3342,6684,0.9998905004340652,,0.9994015559545402
0.001,18,9,334200,3342,6684,0.9996690718500841,,0.9994015559545402
0.001,18,18,334200,3342,6684,1.0000561586544452,,0.9994015559545402
