learningRate,hiddenLayerSize1,hiddenLayerSize2,max_iterations,check_increment,iterationsToTrain,networkLoss,hit_rate,null_model
0.001,1,1,16800,168,1512,22470.283302376785,,28461.47959183673
0.001,1,3,16800,168,1344,22396.414955258522,,28461.47959183673
0.001,1,6,16800,168,1008,16187.564745232627,,28461.47959183673
0.001,1,12,16800,168,672,20034.013317016983,,28461.47959183673
0.001,1,24,16800,168,336,29021.060092646934,,28461.47959183673
0.001,3,1,16800,168,2016,20937.206414700377,,28461.47959183673
0.001,3,3,16800,168,840,20428.96671369176,,28461.47959183673
0.001,3,6,16800,168,1008,16339.643651102933,,28461.47959183673
0.001,3,12,16800,168,840,14727.22344052743,,28461.47959183673
0.001,3,24,16800,168,672,12085.477564200233,,28461.47959183673
0.001,6,1,16800,168,2352,19416.208151890438,,28461.47959183673
0.001,6,3,16800,168,1344,17142.484710969293,,28461.47959183673
0.001,6,6,16800,168,1008,18178.203528191247,,28461.47959183673
0.001,6,12,16800,168,672,16083.021730075341,,28461.47959183673
0.001,6,24,16800,168,504,14483.353050661684,,28461.47959183673
0.001,12,1,16800,168,1512,22347.978570945048,,28461.47959183673
0.001,12,3,16800,168,1176,17504.780463400955,,28461.47959183673
0.001,12,6,16800,168,1344,13552.888693382349,,28461.47959183673
0.001,12,12,16800,168,1008,13207.254512173442,,28461.47959183673
0.001,12,24,16800,168,672,11062.986229197213,,28461.47959183673
0.001,24,1,16800,168,1344,23651.341644983862,,28461.47959183673
0.001,24,3,16800,168,1344,16617.580658278137,,28461.47959183673
0.001,24,6,16800,168,840,20032.207632419464,,28461.47959183673
0.001,24,12,16800,168,672,17849.785078390767,,28461.47959183673
0.001,24,24,16800,168,504,14245.36022432105,,28461.47959183673
0.01,1,1,16800,168,336,28605.963979064145,,28461.47959183673
0.01,1,3,16800,168,336,28858.39323125389,,28461.47959183673
0.01,1,6,16800,168,504,12194.792412878709,,28461.47959183673
0.01,1,12,16800,168,336,28676.023830747305,,28461.47959183673
0.01,1,24,16800,168,336,28801.118170849597,,28461.47959183673
0.01,3,1,16800,168,672,30670.765821101577,,28461.47959183673
0.01,3,3,16800,168,336,29460.150706351484,,28461.47959183673
0.01,3,6,16800,168,504,29785.352226245228,,28461.47959183673
0.01,3,12,16800,168,504,28756.469510412386,,28461.47959183673
0.01,3,24,16800,168,840,21986.443551182074,,28461.47959183673
0.01,6,1,16800,168,672,18920.198069740105,,28461.47959183673
0.01,6,3,16800,168,504,30358.977174479227,,28461.47959183673
0.01,6,6,16800,168,336,20935.85219860383,,28461.47959183673
0.01,6,12,16800,168,336,32064.3236106163,,28461.47959183673
0.01,6,24,16800,168,336,26747.05677912876,,28461.47959183673
0.01,12,1,16800,168,336,28847.637077171363,,28461.47959183673
0.01,12,3,16800,168,336,28469.43823189069,,28461.47959183673
0.01,12,6,16800,168,336,28870.959794377908,,28461.47959183673
0.01,12,12,16800,168,504,22917.541458286978,,28461.47959183673
0.01,12,24,16800,168,840,13340.666489341578,,28461.47959183673
0.01,24,1,16800,168,672,29020.327713953757,,28461.47959183673
0.01,24,3,16800,168,336,19929.384768411746,,28461.47959183673
0.01,24,6,16800,168,336,28628.771053037046,,28461.47959183673
0.01,24,12,16800,168,336,28677.697871620756,,28461.47959183673
0.01,24,24,16800,168,336,24031.875283852085,,28461.47959183673
